,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.300739263773,0.157466239923,0.312768834324,51.080002,58.290001,0.00949742782684
1,BP,2017-03-01,2017-09-19,0.166879229585,0.0896255949072,0.145184929739,34.23,36.960098,0.0092971001029
2,CELG,2017-03-01,2017-09-19,0.301415695257,0.157800969026,0.331557264783,123.699997,143.0,0.0119594197517
3,EVR,2017-03-01,2017-09-19,-0.0695229553178,-0.0392834680346,-0.0382376254248,81.599998,76.425003,0.0145459790639
4,FB,2017-03-01,2017-09-19,0.530862453115,0.267227415306,0.902466170296,137.419998,171.759995,0.00978961414434
5,GOOGL,2017-03-01,2017-09-19,0.202260696218,0.107878788486,0.163831163936,856.75,936.080017,0.00991433979259
6,HSBC,2017-03-01,2017-09-19,0.428449888794,0.219354844153,0.411311893242,40.84,49.139999,0.00920903405067
7,INTC,2017-03-01,2017-09-19,0.0499621257036,0.0274861594617,0.0774412948406,35.93,37.195,0.00902179158895
8,JNJ,2017-03-01,2017-09-19,0.19980526088,0.106619802853,0.349659206539,123.860001,135.240005,0.00707541286711
9,LMT,2017-03-01,2017-09-19,0.284725481325,0.149519194777,0.216391365807,268.380005,306.438812,0.006895389242
10,LPX,2017-03-01,2017-09-19,0.302191666908,0.158184860051,0.377739583635,23.940001,27.309999,0.0136429152843
11,LRCX,2017-03-01,2017-09-19,1.06178459431,0.495444596799,0.817574137621,119.669998,177.270004,0.0165835214211
12,MASI,2017-03-01,2017-09-19,-0.0989985331687,-0.0563302782611,-0.0692989732181,92.779999,85.269997,0.0198093821837
13,MRK,2017-03-01,2017-09-19,0.000272820038162,0.000151723084029,0.000501988870218,66.209999,65.879997,0.00737553783063
14,MSFT,2017-03-01,2017-09-19,0.349306624478,0.18130668959,0.489029274269,64.940002,75.580002,0.00852000355262
15,RTN,2017-03-01,2017-09-19,0.37192698626,0.19228024751,0.580206098566,154.570007,183.789993,0.00748678329273
16,SPY,2017-03-01,2017-09-19,0.104660835138,0.0569205055317,0.0188389503248,239.779999,249.929993,0.00481758283938
17,T,2017-03-01,2017-09-19,-0.156729871878,-0.0904523309296,-0.227258314223,42.040001,38.009998,0.0096193424931
18,THO,2017-03-01,2017-09-19,0.0477081367256,0.0262588251218,0.041028997584,113.550003,113.730003,0.0185209283682
