Date,$US,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,XLV
2017-09-01,1.0,164.050003,130.100006,178.710007,145.770004,197.429993,36.349998,23.01,37.68,41.93,44.259998,951.98999,51.82,53.889999,113.940002,35.09,64.639999,25.92,73.940002,1850.819946,49.450001,61.459999,31.690001,151.550003,32.709999,33.939999,58.290001,81.230003
2017-09-05,1.0,162.080002,129.770004,176.740005,146.940002,197.179993,36.09,22.860001,37.419998,41.630001,43.650002,941.47998,51.459999,52.630001,112.220001,35.02,63.360001,25.639999,73.610001,1842.890015,49.07,61.27,31.65,149.649994,32.970001,34.220001,58.09,80.879997
2017-09-06,1.0,161.910004,131.119995,178.380005,146.070007,193.649994,36.759998,22.940001,37.41,42.09,43.830002,942.02002,52.110001,52.810001,113.580002,35.759998,63.68,26.469999,73.400002,1842.449951,48.82,61.240002,31.809999,150.419998,32.849998,34.330002,58.779999,81.269997
2017-09-07,1.0,161.259995,134.240005,180.710007,146.990005,192.639999,38.009998,23.209999,37.509998,42.43,43.970001,949.890015,51.959999,52.07,116.620003,35.540001,63.080002,27.34,74.339996,1845.369995,48.959999,62.0,32.110001,149.779999,32.860001,34.939999,59.209999,82.169998
2017-09-08,1.0,158.630005,133.720001,180.639999,144.990005,193.850006,37.790001,23.190001,37.439999,42.419998,43.790001,941.409973,52.259998,52.470001,115.099998,35.189999,63.459999,27.370001,73.980003,1838.569946,48.939999,61.130001,31.49,150.419998,32.900002,35.200001,59.32,82.540001
2017-09-11,1.0,161.5,136.229996,186.490005,146.179993,195.949997,38.09,23.309999,37.689999,42.849998,44.529999,943.289978,52.150002,53.240002,115.980003,35.77,64.440002,26.719999,74.760002,1868.859985,49.360001,62.639999,31.51,149.75,32.560001,35.310001,59.630001,83.18
2017-09-12,1.0,160.860001,136.220001,191.0,144.830002,189.240005,38.18,23.4,37.57,43.029999,44.389999,946.650024,52.009998,53.860001,114.709999,36.09,64.989998,27.059999,74.68,1868.640015,49.450001,62.560001,31.549999,152.979996,32.450001,35.459999,58.77,83.360001
2017-09-13,1.0,159.649994,134.779999,189.699997,143.699997,189.720001,38.27,23.219999,37.040001,42.77,44.080002,950.440002,52.540001,53.950001,112.529999,36.330002,64.900002,26.700001,75.209999,1871.170044,49.220001,62.040001,31.49,153.669998,32.419998,34.810001,58.59,83.050003
2017-09-14,1.0,158.279999,134.860001,189.440002,142.850006,186.75,38.310001,23.34,37.130001,42.849998,44.009998,940.130005,52.310001,54.07,111.589996,36.48,64.870003,26.790001,74.769997,1845.290039,49.349998,62.240002,31.6,155.339996,32.439999,34.68,58.529999,83.160004
2017-09-15,1.0,159.880005,135.350006,187.470001,145.009995,186.589996,38.400002,23.389999,37.380001,42.98,44.34,935.289978,52.48,54.099998,111.339996,37.0,65.019997,26.860001,75.309998,1843.199951,49.669998,62.5,31.719999,160.080002,32.389999,34.720001,58.98,82.589996
2017-09-18,1.0,158.669998,136.940002,186.470001,144.770004,185.0,38.389999,23.43,37.419998,43.080002,44.82,929.75,52.490002,54.599998,113.389999,37.0,65.349998,27.209999,75.160004,1854.180054,50.18,62.919998,31.57,160.639999,32.349998,34.91,59.23,82.57
2017-09-19,1.0,158.729996,136.710007,186.320007,140.979996,181.440002,38.59,23.5,37.259998,43.290001,44.880001,936.859985,51.939999,54.970001,112.470001,37.23,65.839996,27.41,75.440002,1859.780029,50.439999,63.830002,31.76,160.559998,32.299999,35.040001,59.139999,81.919998
2017-09-20,1.0,156.070007,138.009995,188.169998,140.399994,183.490005,38.540001,23.370001,36.740002,43.080002,44.959999,947.539978,52.18,55.43,110.610001,37.07,65.879997,27.84,74.940002,1866.209961,50.689999,64.739998,31.950001,162.059998,32.299999,34.439999,58.549999,82.0
2017-09-21,1.0,153.389999,136.660004,186.639999,139.399994,183.5,38.25,23.41,37.080002,43.110001,45.07,947.549988,52.0,55.599998,111.68,37.200001,66.230003,27.91,74.209999,1866.349976,50.880001,64.629997,32.040001,163.369995,32.380001,33.869999,57.66,81.580002
2017-09-22,1.0,151.889999,137.899994,185.759995,137.779999,182.860001,38.290001,23.5,36.529999,43.200001,44.580002,943.26001,52.41,55.779999,110.970001,37.18,66.339996,28.440001,74.410004,1862.130005,51.02,65.080002,32.02,163.820007,32.369999,33.740002,57.439999,81.580002
2017-09-25,1.0,150.550003,138.160004,186.289993,137.389999,181.5,37.779999,23.25,35.93,42.73,43.389999,934.280029,53.200001,55.580002,110.68,37.16,65.75,29.08,73.260002,1829.550049,50.830002,63.5,32.0,160.940002,32.43,33.950001,57.5,81.339996
2017-09-26,1.0,153.139999,136.839996,185.600006,136.419998,184.279999,37.849998,23.110001,35.970001,42.57,43.740002,937.429993,53.68,55.599998,112.0,37.470001,65.639999,29.139999,73.260002,1825.920044,50.98,62.939999,31.75,160.600006,32.419998,33.639999,57.27,81.209999
2017-09-27,1.0,154.229996,136.639999,184.880005,134.740005,186.449997,38.049999,23.01,35.970001,42.73,43.900002,959.900024,54.029999,56.700001,113.0,37.540001,66.360001,28.549999,73.849998,1818.98999,51.34,63.330002,31.709999,162.410004,32.310001,33.34,56.990002,81.18
2017-09-28,1.0,153.279999,136.320007,185.460007,136.100006,189.779999,37.73,23.209999,35.810001,42.900002,43.529999,964.809998,54.040001,56.93,111.709999,37.830002,66.370003,28.57,73.870003,1811.689941,51.130001,63.93,31.83,159.119995,32.27,33.57,57.310001,81.25
2017-09-29,1.0,154.119995,135.070007,186.449997,136.679993,189.880005,38.459999,23.42,36.099998,43.32,44.040001,973.719971,53.970001,57.16,113.879997,38.080002,66.720001,27.08,74.489998,1830.819946,51.290001,64.029999,32.0,161.520004,32.169998,33.939999,57.959999,81.730003
2017-10-02,1.0,153.809998,135.440002,187.169998,135.860001,191.110001,38.73,23.41,36.290001,43.189999,44.18,967.469971,54.16,57.669998,113.900002,39.040001,66.970001,27.610001,74.610001,1857.469971,51.889999,64.18,32.099998,162.910004,32.009998,34.5,57.919998,82.559998
2017-10-03,1.0,154.479996,134.25,187.229996,136.660004,193.229996,38.709999,23.459999,36.349998,43.32,45.529999,972.080017,54.419998,58.119999,113.739998,39.380001,67.190002,27.719999,74.260002,1867.650024,51.990002,64.220001,32.060001,163.940002,31.959999,35.580002,57.759998,82.540001
2017-10-04,1.0,153.479996,135.160004,188.589996,138.839996,193.419998,38.66,23.41,36.279999,43.099998,45.639999,966.780029,54.77,57.970001,114.360001,39.34,67.029999,28.08,74.690002,1888.699951,52.07,64.010002,31.99,165.119995,31.92,35.93,57.759998,82.940002
2017-10-05,1.0,155.389999,136.220001,186.850006,139.25,192.919998,38.990002,23.4,36.639999,43.18,46.369999,985.190002,54.790001,58.549999,114.709999,39.529999,67.400002,27.780001,75.970001,1909.609985,52.41,65.82,31.719999,160.0,31.719999,35.549999,57.720001,83.0
2017-10-06,1.0,155.300003,136.25,185.820007,139.110001,193.220001,38.810001,23.41,36.549999,43.18,45.82,993.640015,53.830002,58.110001,113.629997,39.630001,67.480003,28.049999,76.0,1918.0,52.459999,66.050003,31.73,149.539993,31.76,35.299999,56.990002,82.889999
2017-10-09,1.0,155.839996,136.990005,185.460007,137.940002,190.740005,38.990002,23.42,36.619999,43.16,45.630001,992.309998,53.919998,58.040001,113.68,39.860001,67.220001,27.85,76.290001,1926.930054,52.52,66.230003,31.49,152.119995,31.809999,35.240002,57.080002,82.370003
2017-10-10,1.0,155.899994,137.520004,185.789993,137.089996,188.639999,38.84,23.67,36.860001,43.549999,46.029999,987.799988,54.259998,57.98,114.010002,39.650002,67.769997,27.99,76.290001,1916.650024,52.52,66.040001,31.629999,150.470001,31.74,35.419998,57.849998,82.559998
2017-10-11,1.0,156.550003,136.910004,184.149994,137.929993,189.889999,38.310001,23.780001,37.380001,43.740002,45.849998,1005.650024,54.380001,58.139999,115.870003,39.299999,67.709999,28.1,76.419998,1920.199951,52.509998,67.779999,31.559999,149.690002,31.68,35.490002,58.330002,82.720001
2017-10-12,1.0,156.0,139.199997,182.759995,140.029999,189.740005,38.09,23.629999,37.52,43.610001,45.869999,1005.650024,54.700001,57.84,114.849998,39.189999,67.330002,28.280001,77.120003,1918.949951,52.759998,68.860001,31.43,148.649994,31.74,35.73,59.349998,82.629997
2017-10-13,1.0,156.990005,139.199997,183.009995,139.970001,183.830002,38.349998,23.9,37.82,43.599998,46.23,1007.869995,55.169998,57.610001,113.629997,39.669998,67.540001,28.32,77.489998,1929.060059,52.66,68.660004,31.41,146.600006,31.700001,35.93,59.919998,82.419998
2017-10-16,1.0,159.880005,139.089996,181.899994,139.589996,183.759995,37.77,23.879999,37.849998,43.52,46.299999,1009.349976,55.150002,57.799999,115.68,39.759998,67.629997,28.280001,77.650002,1935.550049,52.599998,67.309998,31.18,143.839996,31.65,35.52,59.84,82.059998
2017-10-17,1.0,160.470001,138.649994,186.190002,139.130005,187.259995,37.490002,23.77,37.759998,43.459999,46.02,1011.0,55.200001,57.169998,113.769997,39.790001,67.440002,28.459999,77.589996,1934.530029,52.419998,66.669998,31.450001,145.720001,31.639999,35.810001,59.490002,83.160004
2017-10-18,1.0,159.759995,137.419998,186.279999,137.479996,191.789993,37.970001,24.059999,37.740002,43.669998,46.470001,1012.73999,55.080002,57.689999,114.489998,40.25,67.75,27.700001,77.610001,1941.869995,52.43,67.260002,31.01,147.940002,31.620001,35.77,59.860001,83.279999
2017-10-19,1.0,155.979996,138.619995,184.119995,138.389999,193.199997,37.290001,23.99,37.77,43.630001,45.560001,1001.840027,55.450001,57.310001,114.360001,40.09,67.769997,27.66,77.910004,1927.859985,52.490002,67.25,30.42,148.589996,31.610001,35.490002,56.040001,83.790001
2017-10-20,1.0,156.25,139.490005,182.960007,139.070007,194.690002,37.610001,23.950001,37.799999,43.389999,46.139999,1005.070007,55.799999,57.830002,113.629997,40.43,68.199997,27.709999,78.809998,1942.109985,53.0,70.970001,29.73,147.770004,31.440001,34.880001,54.790001,83.879997
2017-10-23,1.0,156.169998,139.330002,180.529999,138.75,195.639999,36.830002,23.889999,37.57,43.259998,45.610001,985.539978,55.799999,57.650002,113.489998,40.830002,67.809998,27.709999,78.830002,1934.550049,52.939999,69.800003,29.709999,148.309998,31.559999,35.400002,54.279999,83.669998
2017-10-24,1.0,157.100006,138.910004,180.369995,138.029999,195.25,36.740002,24.02,37.599998,43.5,45.630001,988.48999,56.41,57.970001,112.830002,40.950001,68.290001,27.9,78.860001,1932.290039,52.950001,70.209999,29.42,144.990005,31.52,35.110001,54.110001,83.110001
