,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.29507860183e-05,1.96561416977e-05,2.8141545205e-05,2.22227789974e-05,2.98183873516e-05,1.57541738153e-05,1.56310018926e-05,3.5540528541e-05,3.85076784638e-05,2.97109553074e-05,2.94311961166e-05,1.53236488648e-05,1.45579450358e-05,1.20194415929e-05,1.33277664687e-05,3.84546809218e-05,2.91266003717e-05,2.80985930911e-05,4.5432843362e-05
HSBC,1.96561416977e-05,7.97615390203e-05,6.77418906071e-06,9.63123076846e-06,2.39451900938e-05,4.64431899173e-06,6.20617944617e-06,-1.16054229294e-05,3.68186359518e-05,9.64704849791e-06,2.54726616587e-05,1.0319607674e-05,2.2204879455e-05,-1.04177404225e-06,1.00391390594e-05,4.9185952023e-05,2.10260020068e-05,1.34679479495e-05,1.98409767894e-05
GOOGL,2.8141545205e-05,6.77418906071e-06,9.91297604718e-05,2.67639881821e-05,2.66466942242e-05,2.34259211224e-05,1.99241024527e-05,6.49935957265e-05,2.56681761981e-05,7.18526135448e-05,3.73224923895e-05,-1.51599917417e-06,1.72184937891e-06,8.60118582272e-06,1.72513847453e-05,1.84791481767e-05,4.92556655883e-05,5.73553827012e-05,9.67643067347e-05
INTC,2.22227789974e-05,9.63123076846e-06,2.67639881821e-05,8.2724128398e-05,1.94739032945e-05,2.48208388746e-05,2.21718720916e-05,4.74104555561e-05,2.5059308992e-05,3.91427222425e-05,3.18987527948e-05,1.42030168076e-05,2.02438759539e-05,1.38284714632e-05,9.7440302256e-06,2.27786881105e-05,2.54079924611e-05,3.48693224268e-05,5.43736646886e-05
LPX,2.98183873516e-05,2.39451900938e-05,2.66466942242e-05,1.94739032945e-05,0.000187743561421,8.72265746382e-06,1.18813055408e-05,4.02678594089e-05,7.3837099765e-05,3.40196782006e-05,3.89826403944e-05,1.00685255459e-05,1.27586953044e-05,1.85135531507e-05,1.78167915079e-05,7.44772427781e-05,6.80660319418e-05,3.17613263285e-05,8.11113035455e-05
RTN,1.57541738153e-05,4.64431899173e-06,2.34259211224e-05,2.48208388746e-05,8.72265746382e-06,5.65937701214e-05,3.87388136301e-05,2.62496256817e-05,2.98062614449e-06,1.9934754392e-05,3.05720327353e-05,7.91718966253e-06,6.77798301283e-06,7.83556258708e-06,1.2588127742e-05,1.65013011197e-05,1.70914986787e-05,1.96212968981e-05,2.61700993303e-05
LMT,1.56310018926e-05,6.20617944617e-06,1.99241024527e-05,2.21718720916e-05,1.18813055408e-05,3.87388136301e-05,4.63918293141e-05,2.90665008596e-05,3.36091505954e-06,1.60285926106e-05,2.63784506051e-05,8.31793279845e-06,3.64887992515e-06,5.29246647887e-06,1.1368234713e-05,1.68405853991e-05,2.01276229059e-05,1.95441549748e-05,2.95994909022e-05
MASI,3.5540528541e-05,-1.16054229294e-05,6.49935957265e-05,4.74104555561e-05,4.02678594089e-05,2.62496256817e-05,2.90665008596e-05,0.000397969587089,6.59343694785e-05,8.08818462593e-05,4.27493024723e-05,1.09450352717e-05,1.5859369108e-05,1.51742302979e-05,9.18871219155e-06,3.15927016594e-05,4.44062645483e-05,6.48961977198e-05,0.000114018635401
THO,3.85076784638e-05,3.68186359518e-05,2.56681761981e-05,2.5059308992e-05,7.3837099765e-05,2.98062614449e-06,3.36091505954e-06,6.59343694785e-05,0.000349127642899,4.31884281652e-05,3.81869508842e-05,2.87280730695e-05,3.4127885325e-05,2.66327517351e-05,1.02882114778e-05,9.77692677293e-05,5.74033739921e-05,5.70880056302e-05,0.000100014663971
FB,2.97109553074e-05,9.64704849791e-06,7.18526135448e-05,3.91427222425e-05,3.40196782006e-05,1.9934754392e-05,1.60285926106e-05,8.08818462593e-05,4.31884281652e-05,9.57804413367e-05,3.07507670175e-05,1.44994668616e-05,6.0222095791e-06,1.55827452691e-05,1.40147050703e-05,3.4679183329e-05,4.14592297908e-05,5.38606217675e-05,0.000100347877735
AOS,2.94311961166e-05,2.54726616587e-05,3.73224923895e-05,3.18987527948e-05,3.89826403944e-05,3.05720327353e-05,2.63784506051e-05,4.27493024723e-05,3.81869508842e-05,3.07507670175e-05,9.14789863385e-05,4.16824745137e-06,1.16747411589e-05,9.48333483019e-06,1.87996597793e-05,2.74753076998e-05,3.33151807522e-05,4.02772607611e-05,6.13466292215e-05
T,1.53236488648e-05,1.0319607674e-05,-1.51599917417e-06,1.42030168076e-05,1.00685255459e-05,7.91718966253e-06,8.31793279845e-06,1.09450352717e-05,2.87280730695e-05,1.44994668616e-05,4.16824745137e-06,8.54334953424e-05,1.77329668175e-05,1.84601361488e-05,6.71931973363e-06,3.61653294855e-05,8.22483370197e-06,4.0667581983e-06,1.89304968391e-05
BP,1.45579450358e-05,2.2204879455e-05,1.72184937891e-06,2.02438759539e-05,1.27586953044e-05,6.77798301283e-06,3.64887992515e-06,1.5859369108e-05,3.4127885325e-05,6.0222095791e-06,1.16747411589e-05,1.77329668175e-05,8.61095402645e-05,1.2284192609e-05,1.05442118992e-05,3.6485667492e-05,-2.60314746648e-07,9.46361789687e-06,4.04596328686e-06
MRK,1.20194415929e-05,-1.04177404225e-06,8.60118582272e-06,1.38284714632e-05,1.85135531507e-05,7.83556258708e-06,5.29246647887e-06,1.51742302979e-05,2.66327517351e-05,1.55827452691e-05,9.48333483019e-06,1.84601361488e-05,1.2284192609e-05,5.3201825064e-05,2.05609727245e-05,1.65176163475e-05,2.48317068338e-05,7.22994149402e-06,6.57947064691e-06
JNJ,1.33277664687e-05,1.00391390594e-05,1.72513847453e-05,9.7440302256e-06,1.78167915079e-05,1.2588127742e-05,1.1368234713e-05,9.18871219155e-06,1.02882114778e-05,1.40147050703e-05,1.87996597793e-05,6.71931973363e-06,1.05442118992e-05,2.05609727245e-05,5.01347205149e-05,1.5329141504e-05,3.02289467175e-05,1.54893211178e-05,1.938536418e-05
EVR,3.84546809218e-05,4.9185952023e-05,1.84791481767e-05,2.27786881105e-05,7.44772427781e-05,1.65013011197e-05,1.68405853991e-05,3.15927016594e-05,9.77692677293e-05,3.4679183329e-05,2.74753076998e-05,3.61653294855e-05,3.6485667492e-05,1.65176163475e-05,1.5329141504e-05,0.00020810235975,4.10491269862e-05,2.88763870795e-05,6.79112901744e-05
CELG,2.91266003717e-05,2.10260020068e-05,4.92556655883e-05,2.54079924611e-05,6.80660319418e-05,1.70914986787e-05,2.01276229059e-05,4.44062645483e-05,5.74033739921e-05,4.14592297908e-05,3.33151807522e-05,8.22483370197e-06,-2.60314746648e-07,2.48317068338e-05,3.02289467175e-05,4.10491269862e-05,0.000144951358765,4.14667641564e-05,7.67917794943e-05
MSFT,2.80985930911e-05,1.34679479495e-05,5.73553827012e-05,3.48693224268e-05,3.17613263285e-05,1.96212968981e-05,1.95441549748e-05,6.48961977198e-05,5.70880056302e-05,5.38606217675e-05,4.02772607611e-05,4.0667581983e-06,9.46361789687e-06,7.22994149402e-06,1.54893211178e-05,2.88763870795e-05,4.14667641564e-05,7.44971428237e-05,8.7885604662e-05
LRCX,4.5432843362e-05,1.98409767894e-05,9.67643067347e-05,5.43736646886e-05,8.11113035455e-05,2.61700993303e-05,2.95994909022e-05,0.000114018635401,0.000100014663971,0.000100347877735,6.13466292215e-05,1.89304968391e-05,4.04596328686e-06,6.57947064691e-06,1.938536418e-05,6.79112901744e-05,7.67917794943e-05,8.7885604662e-05,0.000275906065372
