Date,ALGN,CELG,FB,MRK,MSFT,THO
2017-02-28,102.760002,123.510002,135.53999299999998,65.870003,63.98,110.82
2017-03-01,103.83000200000001,123.699997,137.419998,66.209999,64.940002,113.550003
2017-03-02,104.120003,122.239998,136.759995,66.08000200000001,64.010002,113.720001
2017-03-03,104.040001,123.660004,137.169998,66.58000200000001,64.25,113.940002
2017-03-06,102.739998,123.519997,137.419998,66.470001,64.269997,115.41999799999999
2017-03-07,103.150002,122.08000200000001,137.300003,65.959999,64.400002,104.010002
2017-03-08,103.720001,123.040001,137.720001,65.800003,64.989998,101.449997
2017-03-09,105.360001,125.129997,138.240005,65.889999,64.730003,99.239998
2017-03-10,105.32,124.0,138.78999299999998,65.599998,64.93,99.559998
2017-03-13,107.989998,124.43,139.600006,64.150002,64.709999,97.309998
2017-03-14,107.480003,124.68,139.320007,64.199997,64.410004,96.699997
2017-03-15,110.309998,126.879997,139.720001,64.699997,64.75,98.660004
2017-03-16,110.470001,126.620003,139.990005,64.18,64.639999,98.879997
2017-03-17,111.849998,125.769997,139.83999599999999,63.900002,64.870003,98.239998
2017-03-20,113.230003,126.510002,139.940002,64.110001,64.93,97.610001
2017-03-21,111.059998,123.82,138.509995,63.91,64.209999,94.260002
2017-03-22,111.989998,123.370003,139.58999599999999,63.5,65.029999,97.849998
2017-03-23,112.550003,123.220001,139.529999,63.279999,64.870003,97.440002
2017-03-24,113.870003,123.379997,140.33999599999999,63.18,64.980003,97.480003
2017-03-27,114.019997,124.860001,140.320007,63.189999,65.099998,97.339996
2017-03-28,113.900002,124.43,141.759995,63.34,65.290001,98.730003
2017-03-29,114.230003,124.089996,142.649994,63.639998999999996,65.470001,97.160004
2017-03-30,113.959999,124.339996,142.41000400000001,63.450001,65.709999,96.790001
2017-03-31,114.709999,124.43,142.050003,63.540001000000004,65.860001,96.129997
2017-04-03,116.360001,124.050003,142.279999,63.470001,65.550003,94.489998
2017-04-04,115.610001,124.769997,141.729996,63.669998,65.730003,92.459999
2017-04-05,114.800003,124.18,141.850006,63.57,65.559998,90.790001
2017-04-06,115.190002,124.300003,141.169998,63.240002000000004,65.730003,91.66999799999999
2017-04-07,114.739998,125.58000200000001,140.779999,63.130001,65.68,91.790001
2017-04-10,114.730003,125.91999799999999,141.03999299999998,62.549999,65.529999,91.370003
2017-04-11,114.949997,125.059998,139.919998,62.580002,65.480003,91.940002
2017-04-12,114.110001,125.150002,139.580002,63.049999,65.230003,89.449997
2017-04-13,113.730003,124.449997,139.389999,62.610001000000004,64.949997,89.410004
2017-04-17,115.18,125.07,141.419998,62.799999,65.480003,90.58000200000001
2017-04-18,116.32,123.010002,140.96000700000002,62.27,65.389999,90.760002
2017-04-19,117.550003,122.91999799999999,142.270004,62.639998999999996,65.040001,91.110001
2017-04-20,118.870003,123.269997,143.800003,62.549999,65.5,92.32
2017-04-21,118.440002,122.260002,143.679993,61.889998999999996,66.400002,91.800003
2017-04-24,120.339996,123.150002,145.470001,62.139998999999996,67.529999,94.82
2017-04-25,118.779999,125.519997,146.490005,62.299999,67.91999799999999,96.559998
2017-04-26,119.739998,125.199997,146.559998,62.700001,67.83000200000001,97.339996
2017-04-27,120.089996,123.970001,147.699997,62.580002,68.269997,97.510002
2017-04-28,134.619995,124.050003,150.25,62.330002,68.459999,96.18
2017-05-01,133.679993,124.059998,152.46000700000002,62.380001,69.410004,96.260002
2017-05-02,134.119995,123.82,152.779999,62.700001,69.300003,94.32
2017-05-03,131.970001,123.43,151.800003,63.630001,69.08000200000001,94.08000200000001
2017-05-04,141.889999,124.459999,150.850006,63.380001,68.809998,92.91999799999999
2017-05-05,138.029999,122.410004,150.240005,63.970001,69.0,93.150002
2017-05-08,137.0,118.360001,151.059998,64.010002,68.940002,91.790001
2017-05-09,138.169998,120.099998,150.479996,63.290001000000004,69.040001,91.93
2017-05-10,137.009995,119.68,150.28999299999998,63.939999,69.309998,94.370003
2017-05-11,137.46000700000002,119.519997,150.03999299999998,64.43,68.459999,94.540001
2017-05-12,138.669998,119.32,150.330002,63.57,68.379997,93.989998
2017-05-15,138.46000700000002,119.040001,150.190002,63.509997999999996,68.43,95.010002
2017-05-16,138.610001,119.360001,149.779999,63.790001000000004,69.410004,96.32
2017-05-17,136.080002,117.099998,144.850006,63.0,67.480003,92.139999
2017-05-18,137.690002,117.400002,147.66000400000001,63.889998999999996,67.709999,93.91999799999999
2017-05-19,138.429993,116.93,148.059998,63.779999,67.690002,93.290001
2017-05-22,138.100006,115.709999,148.240005,64.040001,68.449997,93.699997
2017-05-23,138.220001,117.309998,148.070007,64.550003,68.68,92.510002
2017-05-24,138.649994,117.75,150.03999299999998,64.93,68.769997,93.059998
2017-05-25,141.389999,116.739998,151.96000700000002,65.040001,69.620003,91.980003
2017-05-26,142.100006,116.779999,152.130005,64.91999799999999,69.959999,91.400002
2017-05-30,143.330002,115.129997,152.380005,64.879997,70.410004,90.800003
2017-05-31,145.199997,114.410004,151.46000700000002,65.110001,69.839996,90.529999
2017-06-01,145.91000400000001,116.410004,151.529999,65.260002,70.099998,92.510002
2017-06-02,149.699997,118.730003,153.610001,65.470001,71.760002,93.639999
2017-06-05,148.830002,118.099998,153.630005,65.07,72.279999,94.690002
2017-06-06,148.619995,116.879997,152.809998,64.66999799999999,72.519997,104.260002
2017-06-07,149.130005,117.57,153.119995,64.059998,72.389999,102.029999
2017-06-08,151.820007,117.059998,154.71000700000002,63.200001,71.949997,103.029999
2017-06-09,148.850006,118.190002,149.600006,64.389999,70.32,102.349998
2017-06-12,143.41000400000001,119.349998,148.440002,64.389999,69.779999,103.839996
2017-06-13,144.380005,119.620003,150.679993,63.27,70.650002,105.93
2017-06-14,144.300003,121.040001,150.25,63.369999,70.269997,105.800003
2017-06-15,144.020004,120.610001,149.800003,63.189999,69.900002,105.589996
2017-06-16,145.259995,122.360001,150.639999,62.970001,70.0,105.129997
2017-06-19,149.699997,125.160004,152.869995,63.68,70.870003,106.529999
2017-06-20,146.990005,126.220001,152.25,64.529999,69.910004,105.43
2017-06-21,149.419998,132.830002,153.91000400000001,65.459999,70.269997,107.029999
2017-06-22,149.690002,133.679993,153.399994,66.019997,70.260002,107.139999
2017-06-23,153.5,134.309998,155.070007,66.160004,71.209999,107.940002
2017-06-26,151.669998,133.850006,153.58999599999999,65.91999799999999,70.529999,108.800003
2017-06-27,149.33999599999999,130.850006,150.580002,65.540001,69.209999,107.33000200000001
2017-06-28,152.240005,134.229996,153.240005,65.160004,69.800003,108.589996
