Date,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,USD,XLV
2017-08-31,164.0,129.505676,177.770004,147.324814,195.331345,36.130001,22.93,37.48,41.830002,44.240002,955.23999,50.5,53.419975,113.389999,35.07,64.480003,25.48,74.769997,1852.079956,49.310555,61.68,31.75,146.314407,32.790001,33.75,58.209999,91.019997,80.991859
2017-09-01,164.050003,128.85202,178.710007,145.055984,196.716324,36.349998,23.01,37.68,41.93,44.259998,951.98999,50.813782,53.729046,113.940002,35.09,64.639999,25.92,73.940002,1850.819946,49.201111,61.459999,31.690001,150.311478,32.709999,33.939999,58.290001,91.629997,80.932083
2017-09-05,162.080002,128.525192,176.740005,146.220245,196.467224,36.09,22.860001,37.419998,41.630001,43.650002,941.47998,50.46077,52.472813,112.220001,35.02,63.360001,25.639999,73.610001,1842.890015,48.823021,61.27,31.65,148.427002,32.970001,34.220001,58.09,88.720001,80.583359
2017-09-06,161.910004,129.862228,178.380005,145.354507,192.949997,36.759998,22.940001,37.41,42.09,43.830002,942.02002,51.098156,52.652275,113.580002,35.759998,63.68,26.469999,73.400002,1842.449951,48.57428,61.240002,31.809999,149.190704,32.849998,34.330002,58.779999,89.919998,80.971924
2017-09-07,161.259995,132.952316,180.710007,146.270004,192.639999,38.009998,23.209999,37.509998,42.43,43.970001,949.890015,50.951065,51.914482,116.620003,35.540001,63.080002,27.34,74.339996,1845.369995,48.713573,62.0,32.110001,148.555939,32.860001,34.939999,59.209999,89.830002,81.868629
2017-09-08,158.630005,132.437302,180.639999,144.2798,193.850006,37.790001,23.190001,37.439999,42.419998,43.790001,941.409973,51.245239,52.31329,115.099998,35.189999,63.459999,27.370001,73.980003,1838.569946,48.693672,61.130001,31.49,149.190704,32.900002,35.200001,59.32,87.480003,82.237274
2017-09-11,161.5,134.923218,186.490005,145.463959,195.949997,38.09,23.309999,37.689999,42.849998,44.529999,943.289978,51.137379,53.08099,115.980003,35.77,64.440002,26.719999,74.760002,1868.859985,49.111561,62.639999,31.51,148.526184,32.560001,35.310001,59.630001,90.949997,82.874924
2017-09-12,160.860001,134.913315,191.0,144.120575,189.240005,38.18,23.4,37.57,43.029999,44.389999,946.650024,51.000095,53.699139,114.709999,36.09,64.989998,27.059999,74.68,1868.640015,49.201111,62.560001,31.549999,151.729782,32.450001,35.459999,58.77,91.629997,83.054268
2017-09-13,159.649994,133.487122,189.699997,142.996109,189.720001,38.27,23.219999,37.040001,42.77,44.080002,950.440002,52.029999,53.788872,112.529999,36.330002,64.900002,26.700001,75.209999,1871.170044,48.972267,62.040001,31.49,152.414154,32.419998,34.810001,58.59,92.449997,82.745407
2017-09-14,158.279999,133.56636,189.440002,142.150284,186.75,38.310001,23.34,37.130001,42.849998,44.009998,940.130005,52.310001,53.908512,111.589996,36.48,64.870003,26.790001,74.769997,1845.290039,49.101612,62.240002,31.6,154.070496,32.439999,34.68,58.529999,93.510002,82.855003
2017-09-15,159.880005,134.051666,187.470001,144.299698,186.589996,38.400002,23.389999,37.380001,42.98,44.34,935.289978,52.48,53.938419,111.339996,37.0,65.019997,26.860001,75.309998,1843.199951,49.419998,62.5,31.719999,158.771759,32.389999,34.720001,58.98,96.540001,82.589996
2017-09-18,158.669998,135.626404,186.470001,144.060883,185.0,38.389999,23.43,37.419998,43.080002,44.82,929.75,52.490002,54.436928,113.389999,37.0,65.349998,27.209999,75.160004,1854.180054,50.18,62.919998,31.57,159.327179,32.349998,34.91,59.23,99.199997,82.57
2017-09-19,158.729996,135.398621,186.320007,140.289429,181.440002,38.59,23.5,37.259998,43.290001,44.880001,936.859985,51.939999,54.805824,112.470001,37.23,65.839996,27.41,75.440002,1859.780029,50.439999,63.830002,31.76,159.247833,32.299999,35.040001,59.139999,99.769997,81.919998
2017-09-20,156.070007,136.686142,188.169998,139.712265,183.490005,38.540001,23.370001,36.740002,43.080002,44.959999,947.539978,52.18,55.26445,110.610001,37.07,65.879997,27.84,74.940002,1866.209961,50.689999,64.739998,31.950001,160.73558,32.299999,34.439999,58.549999,97.330002,82.0
2017-09-21,153.389999,135.349091,186.639999,138.717163,183.5,38.25,23.41,37.080002,43.110001,45.07,947.549988,52.0,55.433941,111.68,37.200001,66.230003,27.91,74.209999,1866.349976,50.880001,64.629997,32.040001,162.034866,32.380001,33.869999,57.66,96.32,81.580002
2017-09-22,151.889999,136.577194,185.759995,137.105103,182.860001,38.290001,23.5,36.529999,43.200001,44.580002,943.26001,52.41,55.613403,110.970001,37.18,66.339996,28.440001,74.410004,1862.130005,51.02,65.080002,32.02,162.481201,32.369999,33.740002,57.439999,97.360001,81.580002
2017-09-25,150.550003,136.834702,186.289993,136.717026,181.5,37.779999,23.25,35.93,42.73,43.389999,934.280029,53.200001,55.414001,110.68,37.16,65.75,29.08,73.260002,1829.550049,50.830002,63.5,32.0,159.624741,32.43,33.950001,57.5,93.860001,81.339996
2017-09-26,153.139999,135.527359,185.600006,135.75177,184.279999,37.849998,23.110001,35.970001,42.57,43.740002,937.429993,53.68,55.599998,112.0,37.470001,65.639999,29.139999,73.260002,1825.920044,50.98,62.939999,31.75,159.287521,32.419998,33.639999,57.27,94.07,81.209999
2017-09-27,154.229996,135.329285,184.880005,134.080002,186.449997,38.049999,23.01,35.970001,42.73,43.900002,959.900024,54.029999,56.700001,113.0,37.540001,66.360001,28.549999,73.849998,1818.98999,51.34,63.330002,31.709999,161.082718,32.310001,33.34,56.990002,98.019997,81.18
2017-09-28,153.279999,135.01236,185.460007,136.100006,189.779999,37.73,23.209999,35.810001,42.900002,43.529999,964.809998,54.040001,56.93,111.709999,37.830002,66.370003,28.57,73.870003,1811.689941,51.130001,63.93,31.83,157.819611,32.27,33.57,57.310001,99.699997,81.25
2017-09-29,154.119995,133.774353,186.449997,136.679993,189.880005,38.459999,23.42,36.099998,43.32,44.040001,973.719971,53.970001,57.16,113.879997,38.080002,66.720001,27.08,74.489998,1830.819946,51.290001,64.029999,32.0,160.199997,32.169998,33.939999,57.959999,101.589996,81.730003
