,Adj Close,Close,Date,Ticker
539,88.260002,88.260002,2017-10-06,DPS
540,29.01,29.01,2017-10-06,DRE
541,80.830002,80.830002,2017-10-06,DRI
542,107.68,107.68,2017-10-06,DTE
543,84.639999,84.639999,2017-10-06,DUK
544,59.82,59.82,2017-10-06,DVA
545,35.779999,35.779999,2017-10-06,DVN
546,71.220001,71.220001,2017-10-06,DWDP
547,87.440002,87.440002,2017-10-06,DXC
548,120.089996,120.089996,2017-10-06,EA
549,38.810001,38.810001,2017-10-06,EBAY
550,131.970001,131.970001,2017-10-06,ECL
551,81.559998,81.559998,2017-10-06,ED
552,111.339996,111.339996,2017-10-06,EFX
553,77.620003,77.620003,2017-10-06,EIX
554,109.739998,109.739998,2017-10-06,EL
555,91.0,91.0,2017-10-06,EMN
556,63.700001,63.700001,2017-10-06,EMR
557,96.190002,96.190002,2017-10-06,EOG
558,448.829987,448.829987,2017-10-06,EQIX
559,66.419998,66.419998,2017-10-06,EQR
560,63.610001,63.610001,2017-10-06,EQT
561,60.380001,60.380001,2017-10-06,ES
562,62.360001,62.360001,2017-10-06,ESRX
563,257.01001,257.01001,2017-10-06,ESS
564,43.950001,43.950001,2017-10-06,ETFC
565,77.75,77.75,2017-10-06,ETN
566,78.650002,78.650002,2017-10-06,ETR
567,44.540001,44.540001,2017-10-06,EVHC
568,111.459999,111.459999,2017-10-06,EW
569,38.150002,38.150002,2017-10-06,EXC
570,60.34,60.34,2017-10-06,EXPD
571,147.990005,147.990005,2017-10-06,EXPE
572,80.379997,80.379997,2017-10-06,EXR
573,12.31,12.31,2017-10-06,F
574,46.029999,46.029999,2017-10-06,FAST
575,172.229996,172.229996,2017-10-06,FB
576,65.959999,65.959999,2017-10-06,FBHS
577,14.33,14.33,2017-10-06,FCX
578,220.800003,220.800003,2017-10-06,FDX
579,31.379999,31.379999,2017-10-06,FE
580,119.0,119.0,2017-10-06,FFIV
581,93.910004,93.910004,2017-10-06,FIS
582,127.480003,127.480003,2017-10-06,FISV
583,28.190001,28.190001,2017-10-06,FITB
584,34.41,34.41,2017-10-06,FL
585,41.290001,41.290001,2017-10-06,FLIR
586,42.919998,42.919998,2017-10-06,FLR
587,43.32,43.32,2017-10-06,FLS
588,91.160004,91.160004,2017-10-06,FMC
589,26.469999,26.469999,2017-10-06,FOX
590,369.720001,369.720001,2017-10-05,CHTR
591,190.679993,190.679993,2017-10-05,CI
592,77.389999,77.389999,2017-10-05,CINF
593,73.209999,73.209999,2017-10-05,CL
594,128.960007,128.960007,2017-10-05,CLX
595,77.0,77.0,2017-10-05,CMA
596,38.349998,38.349998,2017-10-05,CMCSA
597,138.020004,138.020004,2017-10-05,CME
598,310.350006,310.350006,2017-10-05,CMG
599,171.710007,171.710007,2017-10-05,CMI
600,46.529999,46.529999,2017-10-05,CMS
601,97.349998,97.349998,2017-10-05,CNC
602,29.059999,29.059999,2017-10-05,CNP
603,87.089996,87.089996,2017-10-05,COF
604,26.389999,26.389999,2017-10-05,COG
605,39.810001,39.810001,2017-10-05,COH
606,132.899994,132.899994,2017-10-05,COL
607,241.669998,241.669998,2017-10-05,COO
608,49.700001,49.700001,2017-10-05,COP
609,167.070007,167.070007,2017-10-05,COST
610,16.9,16.9,2017-10-05,COTY
611,46.59,46.59,2017-10-05,CPB
612,95.730003,95.730003,2017-10-05,CRM
