Date,ALGN,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,JPM,LMT,LPX,LRCX,MASI,MRK,MRO,MSFT,RTN,T,THO,WFC,WMT,WRK,XOM
2017-02-28,102.760002,50.360001,33.919998,123.510002,79.550003,135.539993,844.929993,40.299999,36.200001,122.209999,90.620003,266.579987,23.58,118.540001,90.360001,65.870003,16.0,63.98,154.149994,41.790001,110.82,57.880001,70.93,53.720001,81.32
2017-03-01,103.830002,51.080002,34.23,123.699997,81.599998,137.419998,856.75,40.84,35.93,123.860001,93.599998,268.380005,23.940001,119.669998,92.779999,66.209999,16.450001,64.940002,154.570007,42.040001,113.550003,59.73,70.449997,54.560001,83.019997
2017-03-02,104.120003,49.869999,34.119999,122.239998,80.0,136.759995,849.849976,40.77,35.91,123.629997,92.139999,266.98999,23.719999,118.480003,93.010002,66.080002,16.139999,64.010002,154.300003,42.07,113.720001,58.709999,70.760002,54.049999,83.300003
2017-03-03,104.040001,50.18,34.09,123.660004,81.150002,137.169998,849.080017,41.009998,35.900002,123.790001,92.800003,267.76001,23.690001,118.620003,93.279999,66.580002,16.18,64.25,153.75,42.009998,113.940002,58.889999,70.029999,54.040001,82.459999
2017-03-06,102.739998,49.619999,33.970001,123.519997,81.349998,137.419998,847.27002,40.77,35.57,123.709999,91.919998,267.720001,23.450001,118.360001,93.580002,66.470001,16.469999,64.269997,153.320007,41.959999,115.419998,58.610001,69.879997,52.16,82.830002
2017-03-07,103.150002,49.639999,33.869999,122.080002,81.0,137.300003,851.150024,40.57,35.799999,123.830002,91.410004,269.040009,23.389999,117.43,94.32,65.959999,16.280001,64.400002,154.479996,41.880001,104.010002,58.299999,69.870003,50.900002,82.519997
2017-03-08,103.720001,49.540001,33.310001,123.040001,80.699997,137.720001,853.640015,40.509998,35.619999,124.099998,91.209999,267.720001,23.68,117.730003,94.18,65.800003,14.87,64.989998,154.110001,41.77,101.449997,58.209999,69.800003,51.299999,81.029999
2017-03-09,105.360001,49.459999,33.5,125.129997,81.349998,138.240005,857.840027,40.57,35.82,125.949997,91.57,268.679993,23.629999,117.550003,94.790001,65.889999,16.07,64.730003,154.130005,41.939999,99.239998,58.700001,69.860001,50.93,81.669998
2017-03-10,105.32,50.09,34.330002,124.0,81.800003,138.789993,861.409973,40.580002,35.91,126.209999,91.279999,268.660004,23.809999,120.599998,95.370003,65.599998,16.16,64.93,154.380005,42.349998,99.559998,58.849998,70.099998,51.240002,81.610001
2017-03-13,107.989998,50.490002,34.07,124.43,82.300003,139.600006,864.580017,41.16,35.16,126.68,91.360001,269.190002,23.91,122.400002,96.279999,64.150002,15.84,64.709999,154.610001,42.369999,97.309998,58.700001,69.949997,51.32,81.419998
2017-03-14,107.480003,50.529999,33.43,124.68,81.25,139.320007,865.909973,40.75,35.18,127.050003,91.510002,268.0,23.629999,122.349998,95.809998,64.199997,15.32,64.410004,154.399994,42.09,96.699997,58.759998,70.720001,50.869999,80.989998
2017-03-15,110.309998,51.82,33.779999,126.879997,81.75,139.720001,868.390015,41.150002,35.099998,128.960007,91.730003,269.440002,24.309999,124.169998,96.470001,64.699997,15.56,64.75,154.729996,42.59,98.660004,58.709999,70.580002,51.790001,82.0
2017-03-16,110.470001,51.830002,34.02,126.620003,82.699997,139.990005,870.0,41.41,35.139999,128.460007,91.639999,267.940002,24.709999,125.970001,92.300003,64.18,15.55,64.639999,153.660004,42.439999,98.879997,59.32,70.440002,52.450001,82.07
2017-03-17,111.849998,52.169998,34.279999,125.769997,81.900002,139.839996,872.369995,40.91,35.27,128.059998,90.68,271.980011,24.700001,126.480003,93.220001,63.900002,15.46,64.870003,156.970001,42.610001,98.239998,58.669998,69.889999,52.380001,82.0
2017-03-20,113.230003,52.139999,34.189999,126.510002,80.599998,139.940002,867.909973,40.66,35.43,128.070007,90.029999,272.029999,24.469999,126.860001,92.629997,64.110001,15.48,64.93,155.919998,42.419998,97.610001,57.630001,69.980003,53.09,82.0
2017-03-21,111.059998,50.959999,34.240002,123.82,77.0,138.509995,850.140015,40.639999,35.040001,127.25,87.389999,269.0,23.879999,124.269997,92.209999,63.91,15.05,64.209999,153.600006,42.080002,94.260002,55.849998,69.900002,51.48,81.830002
2017-03-22,111.989998,51.0,33.990002,123.370003,77.400002,139.589996,849.799988,40.5,35.369999,126.260002,87.529999,269.420013,23.75,125.400002,93.269997,63.5,15.02,65.029999,154.289993,41.650002,97.849998,55.330002,70.25,52.459999,81.760002
2017-03-23,112.550003,51.27,34.060001,123.220001,77.550003,139.529999,839.650024,40.549999,35.27,125.900002,87.389999,269.5,23.790001,125.349998,92.959999,63.279999,14.68,64.870003,153.160004,41.650002,97.440002,55.25,69.860001,52.91,81.860001
2017-03-24,113.870003,51.23,33.779999,123.379997,77.300003,140.339996,835.140015,40.560001,35.16,125.480003,87.290001,267.420013,23.67,127.470001,93.220001,63.18,14.61,64.980003,151.020004,41.68,97.480003,55.830002,69.610001,52.400002,81.230003
2017-03-27,114.019997,51.389999,33.75,124.860001,75.599998,140.320007,838.51001,40.689999,35.389999,125.800003,87.239998,267.160004,23.68,127.800003,93.269997,63.189999,14.75,65.099998,151.149994,41.490002,97.339996,55.389999,69.660004,51.599998,81.25
2017-03-28,113.900002,51.32,33.919998,124.43,77.150002,141.759995,840.630005,41.049999,35.599998,125.660004,88.599998,269.119995,24.059999,127.75,93.540001,63.34,15.23,65.290001,152.070007,41.560001,98.730003,55.959999,70.32,52.860001,81.839996
2017-03-29,114.230003,50.799999,34.43,124.089996,76.699997,142.649994,849.869995,40.860001,35.57,124.919998,88.269997,268.23999,24.299999,127.879997,93.540001,63.639999,15.85,65.470001,151.929993,41.450001,97.160004,55.669998,70.739998,52.029999,82.019997
2017-03-30,113.959999,51.139999,34.52,124.339996,77.699997,142.410004,849.47998,41.049999,35.75,124.660004,89.029999,270.540009,24.459999,128.699997,93.720001,63.450001,15.85,65.709999,153.160004,41.759998,96.790001,56.240002,71.589996,52.560001,83.699997
2017-03-31,114.709999,51.16,34.52,124.43,77.900002,142.050003,847.799988,40.82,36.07,124.550003,87.839996,267.600006,24.82,128.360001,93.260002,63.540001,15.8,65.860001,152.5,41.549999,96.129997,55.66,72.080002,52.029999,82.010002
2017-04-03,116.360001,50.459999,34.400002,124.050003,75.900002,142.279999,856.75,40.560001,36.16,124.690002,87.519997,268.679993,24.690001,128.419998,93.150002,63.470001,15.82,65.550003,151.770004,41.57,94.489998,55.490002,71.830002,51.23,82.07
