,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,0.537920776207,0.288321387792,0.270517042846,0.286488693702,-0.00514392762084,0.173729742836,0.280554239157,0.213092967881,0.274803782048,0.322435998127,0.470649228177,0.383920731226,0.0676381429682,0.26531195545,0.182270150119,0.740814942588,0.436718529232,0.293492199233,0.650986435136
GOOGL,0.288321387792,0.759047859982,0.25674017891,0.409605958545,0.0640784492045,0.227789458488,0.272950442017,0.34372081046,0.215736354495,0.615062601454,0.462562734349,0.240777202489,0.441709642741,0.256318835231,0.324973707905,0.398926944367,0.809792605868,0.583240063231,1.05734266586
INTC,0.270517042846,0.25674017891,0.957930133321,0.432123134307,0.242388045378,-0.00675151682227,0.179600074696,0.489907911935,0.647241162155,0.524865744742,0.321131506442,0.317218437198,0.22724253328,0.467272059647,0.309573005808,0.479952562903,0.594239456196,0.330228593885,0.473992228015
LPX,0.286488693702,0.409605958545,0.432123134307,2.73175708696,0.270946070252,0.0548779505462,0.186982830014,0.603831750944,0.519783674367,0.595331961114,0.365386048178,-0.325253037826,1.25071515695,0.413246622983,0.3451326767,0.183392987935,1.31922464144,0.342495992911,0.865341514686
BP,-0.00514392762084,0.0640784492045,0.242388045378,0.270946070252,0.332256156081,-0.0574135096546,-0.0729483190683,-0.253193120927,0.0330276452349,0.0914224344202,0.0798250927281,-0.0166312537352,-0.553614495329,0.133781855083,0.110017813675,0.0419031222911,0.216724826021,0.0871474046894,0.0987783467393
RTN,0.173729742836,0.227789458488,-0.00675151682227,0.0548779505462,-0.0574135096546,0.648375940207,0.43253920811,0.254603876094,0.0751697915584,0.178905824989,0.248364802617,0.143753056138,0.918933421172,0.120797181782,0.189961681749,-0.155420579828,0.407294105249,0.257414973863,0.37350140747
LMT,0.280554239157,0.272950442017,0.179600074696,0.186982830014,-0.0729483190683,0.43253920811,0.527357712064,0.318969894465,0.262062041362,0.332501079911,0.291043741713,0.20972442872,0.840680029276,0.244876095912,0.303854138835,0.181378995646,0.463817641376,0.323349574819,0.509701201124
MASI,0.213092967881,0.34372081046,0.489907911935,0.603831750944,-0.253193120927,0.254603876094,0.318969894465,1.97592485292,0.278286279825,0.597164021402,0.491653811236,0.0945005241132,1.34754230066,0.420765367044,0.390704409263,0.00366953183467,0.737122895978,0.299589939241,0.59404351702
THO,0.274803782048,0.215736354495,0.647241162155,0.519783674367,0.0330276452349,0.0751697915584,0.262062041362,0.278286279825,2.25976565755,0.516915588932,0.419966929445,0.69465646785,1.11698170211,0.472253761599,0.0361797947896,0.528419103765,0.897297946727,0.360013516119,0.645889701902
FB,0.322435998127,0.615062601454,0.524865744742,0.595331961114,0.0914224344202,0.178905824989,0.332501079911,0.597164021402,0.516915588932,0.858154340735,0.475188944169,0.167945798443,0.571656557974,0.381912227877,0.438312224241,0.465360992501,0.895028921488,0.583572402362,1.08775452089
AOS,0.470649228177,0.462562734349,0.321131506442,0.365386048178,0.0798250927281,0.248364802617,0.291043741713,0.491653811236,0.419966929445,0.475188944169,0.766609314186,0.359768486329,0.0839136404876,0.349968491625,0.284540970854,0.419737286033,0.621776313799,0.487244052776,0.918700880348
T,0.383920731226,0.240777202489,0.317218437198,-0.325253037826,-0.0166312537352,0.143753056138,0.20972442872,0.0945005241132,0.69465646785,0.167945798443,0.359768486329,0.931912772554,0.0780069947423,0.255541835251,0.0362877137691,0.745310843784,0.269465681038,0.199403599853,0.356287622046
GOLD,0.0676381429682,0.441709642741,0.22724253328,1.25071515695,-0.553614495329,0.918933421172,0.840680029276,1.34754230066,1.11698170211,0.571656557974,0.0839136404876,0.0780069947423,6.68672015203,0.163783595349,0.164729324235,-0.341081799179,1.1807803616,0.62540812377,0.78100705975
MRK,0.26531195545,0.256318835231,0.467272059647,0.413246622983,0.133781855083,0.120797181782,0.244876095912,0.420765367044,0.472253761599,0.381912227877,0.349968491625,0.255541835251,0.163783595349,0.518513116113,0.418067058159,0.377066871351,0.622173351805,0.344619077624,0.41831108287
JNJ,0.182270150119,0.324973707905,0.309573005808,0.3451326767,0.110017813675,0.189961681749,0.303854138835,0.390704409263,0.0361797947896,0.438312224241,0.284540970854,0.0362877137691,0.164729324235,0.418067058159,0.650142465201,0.261871189845,0.516742578301,0.418995692126,0.728482001141
EVR,0.740814942588,0.398926944367,0.479952562903,0.183392987935,0.0419031222911,-0.155420579828,0.181378995646,0.00366953183467,0.528419103765,0.465360992501,0.419737286033,0.745310843784,-0.341081799179,0.377066871351,0.261871189845,2.00830090719,0.592691971888,0.34988020833,1.07349059109
CELG,0.436718529232,0.809792605868,0.594239456196,1.31922464144,0.216724826021,0.407294105249,0.463817641376,0.737122895978,0.897297946727,0.895028921488,0.621776313799,0.269465681038,1.1807803616,0.622173351805,0.516742578301,0.592691971888,1.63486617802,0.759204812163,1.26554321597
MSFT,0.293492199233,0.583240063231,0.330228593885,0.342495992911,0.0871474046894,0.257414973863,0.323349574819,0.299589939241,0.360013516119,0.583572402362,0.487244052776,0.199403599853,0.62540812377,0.344619077624,0.418995692126,0.34988020833,0.759204812163,0.694608166762,1.0038192575
LRCX,0.650986435136,1.05734266586,0.473992228015,0.865341514686,0.0987783467393,0.37350140747,0.509701201124,0.59404351702,0.645889701902,1.08775452089,0.918700880348,0.356287622046,0.78100705975,0.41831108287,0.728482001141,1.07349059109,1.26554321597,1.0038192575,2.70179088547
