,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.461234880846,0.594168464362,0.499887999949,0.455098084276,0.433272200303,0.478018294226,0.368950289431,0.430797846515,0.631975723418,0.640953559541,0.327525494898,0.322743470505,0.342207887176,0.391586704457,0.547725002496,0.490366465516,0.673941736194,0.570976556533
HSBC,0.461234880846,1.0,0.0775646521113,0.120426826961,0.197570851868,0.0707646130605,0.104919802684,-0.0653579696942,0.222126427842,0.112033955358,0.299064693993,0.124983685251,0.268418913622,-0.0160153398392,0.159424800374,0.382028851092,0.192044331059,0.175853794618,0.134870158973
GOOGL,0.594168464362,0.0775646521113,1.0,0.298553221024,0.200164140453,0.315131308809,0.29805434486,0.326255417041,0.141789781117,0.738299653781,0.395071293954,-0.0164087031777,0.0198865230096,0.118208770124,0.245781892272,0.129331922139,0.403579045944,0.668336389734,0.586143361725
INTC,0.499887999949,0.120426826961,0.298553221024,1.0,0.16451291329,0.366047865437,0.364632074341,0.259692483234,0.153244081389,0.442929206131,0.373369703358,0.16844261235,0.240924741589,0.207663582324,0.153046302135,0.174332511628,0.22274018811,0.446277029004,0.362149562977
LPX,0.455098084276,0.197570851868,0.200164140453,0.16451291329,1.0,0.0916206193542,0.142099517731,0.145153681274,0.295363288535,0.259723486359,0.309513897182,0.0790033573854,0.102453310124,0.183747369572,0.185640460699,0.375926651497,0.396634111674,0.272406463021,0.359062829378
RTN,0.433272200303,0.0707646130605,0.315131308809,0.366047865437,0.0916206193542,1.0,0.756043207993,0.173976921164,0.0264224112644,0.274048128765,0.42884028653,0.113673364622,0.0983886029343,0.142436345145,0.237555087199,0.152761528798,0.181599696621,0.304438275354,0.211786240453
LMT,0.478018294226,0.104919802684,0.29805434486,0.364632074341,0.142099517731,0.756043207993,1.0,0.210579502945,0.0376696235938,0.247328139968,0.416739265351,0.130930822292,0.0604627637486,0.105338775497,0.237262055586,0.171958029069,0.229129490037,0.335869879957,0.265342154158
MASI,0.368950289431,-0.0653579696942,0.326255417041,0.259692483234,0.145153681274,0.173976921164,0.210579502945,1.0,0.175538460515,0.412616809698,0.220517910329,0.0593489434247,0.085435469886,0.10428924767,0.064775320251,0.109618640912,0.184904649674,0.375948965498,0.343281831263
THO,0.430797846515,0.222126427842,0.141789781117,0.153244081389,0.295363288535,0.0264224112644,0.0376696235938,0.175538460515,1.0,0.240613525146,0.222581033666,0.165828962407,0.198063840497,0.19465466735,0.0798088402216,0.362767280766,0.245561975014,0.356528123418,0.324683626057
FB,0.631975723418,0.112033955358,0.738299653781,0.442929206131,0.259723486359,0.274048128765,0.247328139968,0.412616809698,0.240613525146,1.0,0.334361734978,0.159944055446,0.0677949195867,0.217681704251,0.203647327146,0.246136832754,0.343030508718,0.638796343767,0.618386018714
AOS,0.640953559541,0.299064693993,0.395071293954,0.373369703358,0.309513897182,0.42884028653,0.416739265351,0.220517910329,0.222581033666,0.334361734978,1.0,0.0467777783436,0.133538125624,0.13440962,0.2786852638,0.199392433856,0.272075674913,0.48955009492,0.388481825447
T,0.327525494898,0.124983685251,-0.0164087031777,0.16844261235,0.0790033573854,0.113673364622,0.130930822292,0.0593489434247,0.165828962407,0.159944055446,0.0467777783436,1.0,0.206707784134,0.273814191037,0.102649830862,0.271207693214,0.0735266030535,0.050947983857,0.123200145922
BP,0.322743470505,0.268418913622,0.0198865230096,0.240924741589,0.102453310124,0.0983886029343,0.0604627637486,0.085435469886,0.198063840497,0.0677949195867,0.133538125624,0.206707784134,1.0,0.181416330467,0.161039527581,0.2728297357,-0.00450272573858,0.119177293327,0.0273269587548
MRK,0.342207887176,-0.0160153398392,0.118208770124,0.207663582324,0.183747369572,0.142436345145,0.105338775497,0.10428924767,0.19465466735,0.217681704251,0.13440962,0.273814191037,0.181416330467,1.0,0.397929098838,0.156942824565,0.281663159558,0.114640628112,0.0541969708541
JNJ,0.391586704457,0.159424800374,0.245781892272,0.153046302135,0.185640460699,0.237555087199,0.237262055586,0.064775320251,0.0798088402216,0.203647327146,0.2786852638,0.102649830862,0.161039527581,0.397929098838,1.0,0.150454114111,0.350355611471,0.254457456206,0.165904334917
EVR,0.547725002496,0.382028851092,0.129331922139,0.174332511628,0.375926651497,0.152761528798,0.171958029069,0.109618640912,0.362767280766,0.246136832754,0.199392433856,0.271207693214,0.2728297357,0.156942824565,0.150454114111,1.0,0.23381930378,0.232412759234,0.283827235963
CELG,0.490366465516,0.192044331059,0.403579045944,0.22274018811,0.396634111674,0.181599696621,0.229129490037,0.184904649674,0.245561975014,0.343030508718,0.272075674913,0.0735266030535,-0.00450272573858,0.281663159558,0.350355611471,0.23381930378,1.0,0.392148022996,0.377609836448
MSFT,0.673941736194,0.175853794618,0.668336389734,0.446277029004,0.272406463021,0.304438275354,0.335869879957,0.375948965498,0.356528123418,0.638796343767,0.48955009492,0.050947983857,0.119177293327,0.114640628112,0.254457456206,0.232412759234,0.392148022996,1.0,0.613930165883
LRCX,0.570976556533,0.134870158973,0.586143361725,0.362149562977,0.359062829378,0.211786240453,0.265342154158,0.343281831263,0.324683626057,0.618386018714,0.388481825447,0.123200145922,0.0273269587548,0.0541969708541,0.165904334917,0.283827235963,0.377609836448,0.613930165883,1.0
