,iwm,mdy,portfolioreturn,portfoliostandarddeviation,spy,returnoverrisk
0,0.39,0.13,0.0579016201188,0.00585750460106,0.48,9.8850319483
1,0.37,0.39,0.0471592826184,0.00617142778799,0.24,7.64155139435
2,0.51,0.19,0.0530746621038,0.00567215753795,0.3,9.35705007287
3,0.16,0.06,0.0652288178972,0.00630191624578,0.78,10.3506323082
4,0.67,0.29,0.0457833973057,0.00547812693318,0.04,8.3574911396
5,0.12,0.03,0.0672654642912,0.00636901247469,0.85,10.5613648205
6,0.4,0.04,0.0615621473131,0.00575532632264,0.56,10.6965520045
7,0.06,0.52,0.0474406030709,0.00702202985934,0.42,6.75596715211
8,0.07,0.75,0.0374159978172,0.00729159814457,0.18,5.13138506474
9,0.19,0.79,0.0334443605801,0.00707150147697,0.02,4.72945677648
10,0.26,0.1,0.0616340132737,0.00611072249672,0.64,10.0862072049
11,0.7,0.15,0.0512053938314,0.00528557695367,0.15,9.68775864588
12,0.09,0.43,0.0507242976516,0.00684496875441,0.48,7.41044984594
13,0.02,0.38,0.0541815137439,0.00695541747402,0.6,7.78982914344
14,0.41,0.16,0.0562418063383,0.00584444187326,0.43,9.62312699107
15,0.04,0.36,0.0546600019083,0.00688511506032,0.6,7.93886542628
16,0.56,0.05,0.058119826016,0.00544631102305,0.39,10.6714114875
17,0.26,0.31,0.0526531451047,0.00632098173543,0.43,8.32989989665
18,0.4,0.2,0.0547195810891,0.00590454466378,0.4,9.26736678354
19,0.26,0.17,0.0586403905507,0.00617701928361,0.57,9.49331511823
20,0.34,0.15,0.0579883808746,0.00598260390043,0.51,9.69283306061
21,0.37,0.48,0.0433103391174,0.0062772900252,0.15,6.89952813134
22,0.64,0.04,0.0570401559509,0.00529139895939,0.32,10.7797874227
23,0.28,0.43,0.0471443878232,0.00641166591554,0.29,7.3529077223
24,0.24,0.39,0.0496086946062,0.0064542928836,0.37,7.68615485862
25,0.16,0.61,0.0417074965023,0.00690061991656,0.23,6.04402169756
26,0.04,0.64,0.0426855110164,0.00721835668696,0.32,5.91346657799
27,0.28,0.25,0.0548422748252,0.00621314717833,0.47,8.82681083372
28,0.49,0.48,0.0410493434363,0.00603209279462,0.03,6.80515781736
29,0.67,0.31,0.0449280765277,0.00549965657206,0.02,8.1692512867
30,0.83,0.1,0.0508942837885,0.00503318453859,0.07,10.1117460324
31,0.42,0.08,0.0594746731435,0.0057491773737,0.5,10.3449014142
32,0.17,0.52,0.0453680236965,0.00676574677744,0.31,6.705545624
33,0.11,0.54,0.0456432007591,0.00692871414853,0.35,6.58754276488
34,0.01,0.35,0.0556529112176,0.00694652715267,0.64,8.01161645157
35,0.45,0.01,0.0619030469463,0.00562730527138,0.54,11.0004778417
36,0.57,0.08,0.0566484285422,0.00545377991626,0.35,10.387003035
37,0.27,0.49,0.044766841796,0.00650488622313,0.24,6.88203302263
38,0.92,0.07,0.0504815181947,0.00488160163323,0.01,10.341179389
39,0.54,0.02,0.0597796397965,0.0054587749102,0.44,10.9511091371
40,0.01,0.39,0.0539422696616,0.00699074974249,0.6,7.71623526069
41,0.33,0.34,0.0500512497904,0.00620051870716,0.33,8.07210689206
42,0.43,0.31,0.0494500678898,0.00595724166933,0.26,8.3008329416
43,0.15,0.66,0.0397576108641,0.00698778003658,0.19,5.68959106554
44,0.1,0.67,0.0402720320089,0.00711606259529,0.23,5.65931390704
45,0.01,0.45,0.0513763073276,0.00705902138259,0.54,7.27810620526
46,0.32,0.15,0.0583652134881,0.006025774824,0.53,9.68592673853
47,0.61,0.09,0.0554671029262,0.00538879756762,0.3,10.2930388886
48,0.91,0.04,0.0519529156685,0.00487035298567,0.05,10.6671766546
49,0.01,0.67,0.0419677787697,0.00732823135671,0.32,5.72686323983
50,0.44,0.32,0.0488339911941,0.00594769341129,0.24,8.21057640621
51,0.03,0.54,0.0471505312131,0.00711768523223,0.43,6.62441927042
52,0.57,0.25,0.0493782019292,0.00561773677888,0.18,8.78969661143
53,0.26,0.53,0.0432446165467,0.00657571766226,0.21,6.57641017572
54,0.31,0.29,0.0525663843489,0.00618948885103,0.4,8.49284740858
55,0.51,0.43,0.0428108127678,0.00593288666104,0.06,7.21584874508
56,0.25,0.35,0.0511309198555,0.00638704451773,0.4,8.0054115348
57,0.33,0.09,0.0607427595154,0.00594806889735,0.58,10.2121815607
58,0.52,0.32,0.04732666074,0.00578819853879,0.16,8.17640590987
59,0.22,0.33,0.0525514895537,0.00643236075249,0.45,8.16986042541
60,0.95,0.04,0.0511992504415,0.00481875247692,0.01,10.6250011153
61,0.07,0.53,0.0468245263751,0.00701044574175,0.4,6.67925094923
62,0.46,0.23,0.0523061020816,0.00581179276479,0.31,8.99999435603
63,0.27,0.54,0.042628539851,0.00656604957933,0.19,6.49226591057
64,0.23,0.32,0.052790733636,0.00639892064856,0.45,8.24994347255
65,0.21,0.54,0.0437590376915,0.00669951450859,0.25,6.53167294965
66,0.12,0.67,0.0398951993954,0.00706972946025,0.21,5.6431012841
67,0.13,0.86,0.0315812356976,0.00730444823699,0.01,4.323562119
68,0.03,0.86,0.0334653987652,0.007535661695,0.11,4.44093698997
69,0.03,0.36,0.0548484182151,0.00690916614753,0.61,7.93850039845
70,0.18,0.29,0.0550157963367,0.00648034010655,0.53,8.48964644327
71,0.06,0.79,0.0358937725679,0.00736899186472,0.15,4.87092036833
72,0.04,0.06,0.0674898135783,0.00658598282158,0.9,10.2474931087
73,0.4,0.15,0.0568578830341,0.00585560780563,0.45,9.70998825766
74,0.23,0.44,0.047658808968,0.00653435654465,0.33,7.29357338284
75,0.09,0.32,0.0554285619306,0.00672230517665,0.59,8.24546944448
76,0.3,0.61,0.0390696682077,0.0065890725251,0.09,5.92946398129
77,0.29,0.28,0.0533708773514,0.006222578936,0.43,8.57697072233
78,0.03,0.24,0.0599803428831,0.00678194582983,0.73,8.84412001926
79,0.2,0.69,0.0375325481633,0.00691391449543,0.11,5.4285525498
80,0.12,0.75,0.0364739162834,0.00717573453316,0.13,5.08295229079
81,0.1,0.06,0.0663593157377,0.00644249836938,0.84,10.3002456397
82,0.02,0.89,0.032370833905,0.00760114210874,0.09,4.25868026697
83,0.36,0.3,0.0511966424261,0.00609264287121,0.34,8.40302697997
84,0.74,0.06,0.0543006721053,0.00513841546495,0.2,10.5675908217
