Date,AAL,AAPL,AMZN,MSFT,PCLN
2016-07-01,28.982777,93.720169,725.679993,49.647018,1267.369995
2016-07-05,28.587511,92.840523,728.099976,49.656723,1275.030029
2016-07-06,28.014381,93.368317,737.609985,49.860512,1292.040039
2016-07-07,29.051949,93.769043,736.570007,49.860512,1297.26001
2016-07-08,29.684376,94.492294,745.809998,50.753307,1329.459961
2016-07-11,30.791115,94.7855,753.780029,51.034729,1351.030029
2016-07-12,34.24968,95.215546,748.210022,51.636391,1345.430054
2016-07-13,34.042164,94.678001,742.630005,51.927517,1338.650024
2016-07-14,35.455238,96.554558,741.200012,52.150719,1346.180054
2016-07-15,35.465115,96.544777,735.440002,52.1119,1330.569946
2016-07-18,35.603455,97.571014,736.070007,52.364212,1341.359985
2016-07-19,35.583694,97.610107,739.950012,51.519943,1327.0
2016-07-20,35.494759,97.698074,745.719971,54.256546,1352.829956
2016-07-21,34.546124,97.180069,744.429993,54.149796,1332.5
2016-07-22,35.92955,96.42749,744.859985,54.897022,1327.400024
2016-07-25,35.376175,95.137352,739.609985,55.052292,1321.670044
2016-07-26,36.117302,94.482521,735.590027,55.081406,1324.530029
2016-07-27,35.771446,100.620415,736.669983,54.528259,1324.47998
2016-07-28,35.909794,101.978951,752.609985,54.547668,1326.099976
2016-07-29,35.079735,101.851898,758.809998,55.003773,1350.810059
2016-08-01,35.178547,103.650261,767.73999,54.906734,1356.079956
2016-08-02,33.113293,102.115791,760.580017,54.906734,1345.380005
2016-08-03,33.182671,103.396149,754.640015,55.285198,1371.140015
2016-08-04,33.281784,104.034889,760.77002,55.692776,1359.98999
2016-08-05,34.134144,105.616966,765.97998,56.245914,1414.219971
2016-08-08,34.044941,106.491547,766.559998,56.34296,1405.0
2016-08-09,34.282814,106.92392,768.309998,56.478825,1407.01001
2016-08-10,33.876453,106.12796,768.559998,56.304142,1406.280029
2016-08-11,34.649525,106.059174,771.23999,56.575859,1406.920044
2016-08-12,34.609882,106.30484,772.559998,56.226505,1407.97998
2016-08-15,35.551445,107.582306,768.48999,56.40118,1399.160034
2016-08-16,36.42363,107.484032,764.039978,56.088711,1408.660034
2016-08-17,36.27496,107.32682,764.630005,56.205887,1427.199951
2016-08-18,36.344341,107.189247,764.460022,56.244946,1443.069946
2016-08-19,36.165939,107.464386,757.309998,56.264477,1432.0
2016-08-22,35.68029,106.62912,759.47998,56.313301,1423.98999
2016-08-23,36.07674,106.963219,762.450012,56.528126,1422.469971
2016-08-24,36.32452,106.15744,757.25,56.586712,1410.180054
2016-08-25,36.393898,105.705414,759.219971,56.801537,1415.550049
2016-08-26,35.908245,105.086334,769.0,56.664833,1419.790039
2016-08-29,35.848782,104.968414,771.289978,56.733185,1425.189941
2016-08-30,36.720966,104.162621,767.580017,56.528126,1416.550049
2016-08-31,35.977627,104.260887,769.159973,56.108238,1416.72998
2016-09-01,35.918163,104.879982,770.619995,56.23518,1418.589966
2016-09-02,36.205582,105.862648,772.440002,56.313301,1422.849976
2016-09-06,36.631763,105.833153,788.869995,56.254715,1436.959961
2016-09-07,38.405869,106.48172,784.47998,56.303535,1444.01001
2016-09-08,39.000534,103.690956,784.059998,56.078945,1445.829956
2016-09-09,38.148174,101.342369,760.140015,54.887646,1413.900024
2016-09-12,37.999508,103.612335,771.48999,55.707886,1436.209961
2016-09-13,37.038124,106.078827,761.01001,55.200119,1415.949951
2016-09-14,36.066826,109.832603,761.090027,54.93647,1429.380005
2016-09-15,36.086651,113.566742,769.690002,55.844593,1457.219971
2016-09-16,35.17482,112.928009,778.52002,55.903187,1460.050049
2016-09-19,35.125263,111.611237,775.099976,55.59071,1448.060059
2016-09-20,34.837841,111.60141,780.219971,55.473537,1449.0
2016-09-21,34.362103,111.581757,789.73999,56.401176,1464.0
2016-09-22,34.936951,112.633217,804.700012,56.45977,1465.869995
2016-09-23,35.234287,110.756317,805.75,56.078945,1456.76001
2016-09-26,34.619793,110.923363,799.159973,55.561417,1447.150024
2016-09-27,35.68029,111.129723,816.109985,56.586712,1453.48999
2016-09-28,35.521713,111.974823,828.719971,56.664833,1458.030029
2016-09-29,35.501888,110.235504,829.049988,56.049652,1472.97998
2016-09-30,36.28487,111.090431,837.309998,56.244946,1471.48999
2016-10-03,37.365196,110.569603,836.73999,56.069183,1486.719971
2016-10-04,37.295818,111.04129,834.030029,55.893414,1489.02002
2016-10-05,37.53368,111.090431,844.359985,56.284008,1497.579956
2016-10-06,37.831017,111.915863,841.659973,56.38166,1490.439941
2016-10-07,37.394928,112.082916,839.429993,56.440243,1479.819946
2016-10-10,38.544624,114.038429,841.710022,56.674595,1475.180054
2016-10-11,37.860756,114.284088,831.0,55.844593,1459.02002
2016-10-12,37.048035,115.306061,834.090027,55.766476,1454.839966
2016-10-13,38.891518,114.952301,829.280029,55.58094,1442.52002
2016-10-14,38.306759,115.591034,822.960022,56.069183,1439.569946
2016-10-17,38.237381,115.512428,812.950012,55.87389,1437.650024
2016-10-18,39.000534,115.433815,817.650024,56.303535,1454.969971
2016-10-19,40.269173,115.089874,817.690002,56.176594,1469.199951
2016-10-20,40.22953,115.030914,810.320007,55.903187,1468.290039
2016-10-21,39.545654,114.57888,818.98999,58.256485,1467.390015
2016-10-24,39.47628,115.61068,838.090027,59.564964,1471.800049
2016-10-25,39.337521,116.200294,835.179993,59.555199,1479.030029
2016-10-26,38.970806,113.586395,822.590027,59.203667,1469.160034
2016-10-27,39.555565,112.495644,818.359985,58.686134,1463.02002
2016-10-28,39.704235,111.748817,776.320007,58.461548,1474.819946
2016-10-31,40.239437,111.57193,789.820007,58.510365,1474.22998
2016-11-01,39.446541,109.557465,785.409973,58.393192,1467.0
2016-11-02,39.357342,109.655731,765.559998,58.031898,1445.329956
2016-11-03,39.128811,108.480354,767.030029,57.81707,1438.099976
2016-11-04,39.486515,107.502518,755.049988,57.328835,1424.280029
2016-11-07,41.225353,109.053238,784.929993,58.998608,1480.329956
2016-11-08,41.43401,109.695236,787.75,59.047428,1578.130005
2016-11-09,42.139481,109.517456,771.880005,58.754486,1570.26001
2016-11-10,42.030182,106.465424,742.380005,57.319069,1554.319946
2016-11-11,42.656166,107.097557,739.01001,57.631542,1540.650024
2016-11-14,43.123169,104.41098,719.070007,56.752712,1489.180054
2016-11-15,44.474487,105.793777,743.23999,57.873413,1497.449951
2016-11-16,44.16647,108.638382,746.48999,58.640213,1503.22998
2016-11-17,45.53767,108.598877,756.400024,59.613453,1512.900024
2016-11-18,45.964924,108.707527,760.159973,59.328362,1507.349976
