,AXS,AXP,VSAT,BC,EGN,JWN,PAG,AGN,TAP,UAL,LYB,KHC,WTM,LPX,HAIN,GPC,HRL,GE,T,HAS,LVLT,GPS,MAS,VIA,VRSK,SNA,XRAY,LAZ,JNJ,APD,CXO,AES,BEN,KSS,FLS,SKX,AMAT,COLM,SWKS,CRI,HD,ARNC,LLY,NWS,RTN,AMD,PCLN,NWL,FSLR,PM,GRMN,S,QCOM,FTI,NFX,MD,AVT,MO,MDLZ,UHS,MS,JLL,NUAN,ETR,KMB,MUR,PEP,AMGN,KMI,GWW,OTEX,GWR,LUK,WPX,SEE,HPE,WHR,LNG,CASY,MDT,UNP,CL,CA,WAB,SJM,FCNCA,ADM,TRIP,NKE,LEG,LMT,VMC,MMM,CMCSA,BAC,CVX,AAL,CVS,CAH,LOW,PDCO,DISH,DIS,TGT,TWTR,F,SON,CELG,RPM,HOG,INTC,M,MLM,Y,XOM,STX,SLB,ALKS,CSCO,HHC
AXS,0.000175788471774,4.6146733673e-05,4.35128468582e-05,5.49464026072e-05,5.48602925858e-05,3.94932513736e-05,5.93223087037e-05,1.73521784326e-05,2.67072868523e-05,7.05200684273e-05,4.90590588633e-05,1.02469195699e-05,2.85822333762e-05,1.06839466925e-05,2.04984363859e-05,3.02987940352e-05,1.40190352416e-05,3.79470065547e-05,3.07577748326e-05,4.59596604879e-05,2.07573011815e-05,4.93218261547e-05,3.73634172719e-05,2.5384002495e-05,1.95274332778e-05,2.73244595817e-05,2.19169217929e-05,6.38151031137e-05,8.70410621503e-06,4.23465133287e-05,1.03709760083e-05,3.02104212686e-05,5.92698728359e-05,4.56729918386e-05,4.45757386172e-05,7.26923266504e-05,2.61024247145e-05,3.5111831404e-05,2.22155882966e-05,3.80536014906e-05,1.53564508473e-06,7.68303789533e-05,6.27958674626e-06,3.1614307346e-05,1.54462515268e-05,3.53448432895e-05,2.26422671863e-05,2.91732306461e-05,3.32715097378e-05,-1.03376194587e-06,3.35298833448e-05,3.19554967375e-05,3.95665475771e-05,9.0407485826e-06,4.2540078071e-05,5.96839880638e-05,5.83843939255e-05,1.89452796986e-06,1.61408090708e-05,2.48538689252e-05,8.37207445012e-05,5.48426069423e-05,3.75839645596e-05,5.23073684818e-06,7.94479436647e-06,1.11546761407e-05,-2.09696911578e-06,3.78353709314e-05,3.80709118703e-05,4.77868531026e-05,3.30124039548e-05,4.78356559516e-05,7.41353855655e-05,3.63254568333e-05,4.16042942521e-05,4.38356872266e-05,4.83756525433e-05,1.0630874778e-05,1.65895944226e-05,2.26162238285e-05,4.46212189327e-05,1.56326231253e-06,2.70167148322e-05,2.96556864583e-05,6.97468192174e-06,9.13324105753e-05,2.34000669018e-05,-2.2311646297e-05,2.11590423738e-05,7.65094761994e-05,1.62701276856e-05,2.42498981673e-05,2.07843990382e-05,4.17952914866e-05,8.3278103247e-05,1.63781972353e-05,8.89254143469e-05,1.05666488887e-05,2.69981307701e-05,1.71104249489e-05,5.14918849819e-05,3.7346455855e-05,3.22242052401e-05,8.5100651129e-06,3.9329288352e-05,3.2759787415e-05,3.31628663936e-05,1.57070822747e-05,3.63461905293e-05,3.42685433837e-05,2.90863435079e-05,7.19964080294e-05,2.66609549241e-05,0.000102820967729,7.21857635911e-06,7.60803558911e-06,3.47534914038e-06,3.01571100924e-05,2.88827970351e-05,2.79546060369e-05
AXP,4.6146733673e-05,7.62207921123e-05,4.03152206762e-05,5.51149206013e-05,2.21534761048e-05,3.15691330115e-05,5.11554331732e-05,9.20346806686e-06,6.94182867121e-06,5.39191333782e-05,4.46260618477e-05,5.25009585905e-06,5.75423888323e-06,3.38461273971e-05,1.03503424101e-05,1.94299499842e-05,6.02814055885e-06,2.17372862164e-05,1.69945308755e-05,3.60875835707e-05,1.40370880589e-05,4.94102759653e-05,2.74689952549e-05,8.83904175332e-06,2.30854214136e-05,4.86207058507e-05,1.69217456825e-05,5.19649813884e-05,1.55950323709e-05,2.90934475844e-05,1.95312366349e-05,9.11750156888e-06,4.63933840402e-05,5.68380577197e-05,3.19175772574e-05,4.13546326807e-05,4.02816987869e-05,3.84449599638e-05,4.69597784581e-05,3.44791153492e-05,1.51704957846e-05,5.08579584888e-05,1.15862543799e-05,4.59306093332e-05,1.54953693157e-05,6.39950170194e-05,2.23075419837e-05,2.84359232152e-05,2.8388007257e-05,-3.2638435629e-06,2.54754734797e-05,5.28654468466e-05,3.1279134585e-05,1.07832500521e-05,3.42494464779e-05,-1.39475615604e-05,5.34109530656e-05,-4.33373004594e-06,1.14722001379e-05,1.87721955001e-05,6.25056991757e-05,5.0039182182e-05,3.9428345233e-05,-2.06281357198e-06,8.12698759968e-07,3.26992433982e-05,4.60799678969e-06,3.11377736841e-05,1.52239824604e-05,2.41570842247e-05,2.52063665386e-05,4.54685714459e-05,5.20916193699e-05,3.47752798679e-05,2.45657250461e-05,2.21405570464e-05,3.86106732317e-05,2.35114280341e-05,4.24486662916e-06,1.86306060395e-05,3.36230317207e-05,-3.09900930587e-06,2.40498796069e-05,2.73218187527e-05,5.48298995467e-06,6.07737201204e-05,2.09978741879e-05,3.44228211674e-05,2.61553638424e-05,3.1048364865e-05,1.90219486576e-05,3.82319846517e-05,1.50719472221e-05,2.18309755589e-05,6.75775652409e-05,1.76845406696e-05,6.28499080963e-05,2.47523366019e-05,2.89358915372e-05,2.34362184789e-05,3.29758130332e-05,2.2833792586e-05,1.79072846318e-05,1.66555380178e-05,3.84581955606e-05,4.10916961865e-05,3.46158598152e-05,2.9552486295e-05,4.1453958968e-05,1.316897887e-05,2.65518276642e-05,6.32148808722e-05,4.26547593838e-05,3.46088987958e-05,1.17348291485e-05,2.07920553502e-05,1.37660974222e-05,2.42584155404e-05,3.20670511516e-05,1.26984120767e-05
VSAT,4.35128468582e-05,4.03152206762e-05,0.000217845759783,7.37394669002e-05,3.9092708947e-05,5.72505990207e-05,4.99237488901e-05,2.18913624516e-05,2.95750968913e-05,5.45914035128e-05,4.23734621826e-05,2.41956729565e-05,1.19958176209e-05,4.17656035143e-05,3.41742631772e-05,3.00420919106e-05,2.59663455521e-05,1.75050907326e-05,2.55772302845e-05,5.55235915958e-05,4.25113348158e-05,6.26042484813e-05,4.88828361895e-05,1.26527493248e-06,3.90027277041e-05,3.55048998747e-05,6.61806158584e-05,5.07655238403e-05,1.06906871086e-05,3.99148372724e-05,2.48595852951e-05,4.51103178576e-05,4.77633250668e-05,6.11872427215e-05,5.83285195431e-05,3.85949687129e-05,6.28646365264e-05,4.84837494391e-05,5.82294291772e-05,4.99475770535e-05,9.64727810911e-06,7.58575224696e-05,7.08869841405e-06,5.47780141451e-05,2.09101288881e-06,7.28317035993e-05,6.66097348887e-05,3.45396287506e-05,7.70476104998e-05,1.59873257385e-05,4.13693015443e-05,9.0811692949e-05,3.01721104059e-05,1.96138068496e-05,2.78492065845e-05,5.00171954167e-05,6.9802856642e-05,1.85546779538e-05,2.77676716924e-05,1.0823533138e-05,6.02979285688e-05,5.43154373035e-05,6.95113861086e-05,1.58355679988e-05,2.08332850769e-05,2.98869835101e-05,1.4124172916e-05,3.73515197746e-05,3.56130591996e-05,2.02091488273e-05,5.0408914326e-05,4.31302666925e-05,4.82805786565e-05,6.44992576952e-05,4.0182003954e-05,2.55876991998e-05,4.44360629227e-05,4.42779856545e-05,5.18071558746e-05,2.14246078956e-05,3.94395214948e-05,2.56316899248e-05,3.49693274952e-05,1.52658756368e-05,1.71779071346e-05,6.33919727807e-05,3.02060419601e-05,7.97490178372e-06,7.25467917869e-06,5.24634908878e-05,1.03347801661e-05,4.85387026087e-05,9.82495769145e-06,2.9653028362e-05,5.66082643635e-05,1.41120523638e-05,7.30774216207e-05,2.00224736889e-05,4.20550819319e-05,1.12345741721e-05,5.53832212892e-05,2.06278092764e-05,2.74157459981e-05,3.63853468679e-05,3.62931944675e-05,1.64651817434e-05,3.98972712331e-05,3.99722139437e-05,4.23074205644e-05,1.12949482788e-05,3.87450062368e-05,5.95494274301e-05,4.72419566961e-05,3.38262252588e-05,6.35347041705e-06,2.19006330223e-05,1.23771855315e-05,4.86114796165e-05,4.6229635644e-05,4.08410195142e-05
BC,5.49464026072e-05,5.51149206013e-05,7.37394669002e-05,0.000259105884135,5.37976869333e-05,0.000114855935718,7.56790426731e-05,1.42652128493e-05,1.53342889689e-05,9.81201155579e-05,8.65331880458e-05,6.33805759276e-06,5.02133420441e-06,8.45086824054e-05,1.93332291058e-05,4.61459202093e-05,2.55565362756e-05,5.06648957184e-05,9.70007062381e-06,4.82177625738e-05,2.32186998923e-05,0.000123234091516,6.7153345875e-05,4.32236511181e-07,3.15541139941e-05,5.73385438452e-05,4.47300126203e-05,8.16803467512e-05,9.01638460311e-06,4.83497879183e-05,4.74988820421e-05,3.0139450012e-05,7.6063552666e-05,0.000106822889226,7.48369651782e-05,0.000122429319981,6.8268309658e-05,7.12599220401e-05,4.91854349304e-05,6.18689441286e-05,4.82216789328e-05,9.73565021132e-05,2.52201259269e-05,5.93962341641e-05,1.33667296729e-05,0.000108103516219,3.35338119366e-05,4.50637519746e-05,8.12839929863e-05,9.17680812306e-06,5.62720173195e-05,7.35447288705e-05,6.68500699453e-05,3.84612411164e-05,7.76896659465e-05,5.3868536225e-05,0.000100493513041,6.55141843936e-06,1.75758914324e-05,3.67037953122e-05,8.97885897549e-05,9.04620549001e-05,9.24567752242e-05,-1.28199468189e-05,-1.05945461555e-06,8.09079307976e-05,7.41085978513e-06,6.69180839222e-05,2.40962850659e-05,4.04233280094e-05,4.23971580304e-05,9.36192537123e-05,7.20148732384e-05,5.48451414335e-05,3.85610696453e-05,4.45198611709e-05,8.15569391887e-05,6.56094693332e-05,2.9340927586e-05,2.46871743406e-05,6.19855041008e-05,-5.86290536657e-06,8.49172365403e-05,4.7704049827e-05,-1.43891100826e-05,9.40042495212e-05,3.10555668269e-05,9.49395819546e-05,3.30226617424e-05,7.3912477991e-05,2.37660222325e-05,6.14290523503e-05,1.51074519007e-05,3.76020520351e-05,8.92840838654e-05,2.91454666514e-05,0.000135326641445,3.82573920479e-05,4.79898706174e-05,7.42463969447e-05,6.58855185009e-05,3.40415425531e-05,2.014302741e-05,5.13203388784e-05,8.70364205844e-05,7.06751243061e-05,5.91762473259e-05,6.23206900023e-05,6.59322904915e-05,4.30584726156e-05,2.4265029319e-05,0.000116704009021,5.4254365401e-05,3.46861174111e-05,1.58371723941e-05,4.93323590462e-05,3.21305232795e-05,8.28549621862e-05,6.30656966987e-05,2.67815734092e-05
EGN,5.48602925858e-05,2.21534761048e-05,3.9092708947e-05,5.37976869333e-05,0.000399733149677,5.09270668109e-05,6.73535035662e-05,-1.54988049986e-05,5.12095273308e-05,3.44304197506e-06,0.000113139621296,-4.26347198797e-07,2.60615490888e-05,5.47871349028e-05,3.17760482829e-05,6.40449602806e-05,4.54741081517e-05,3.58494207627e-05,3.63017662806e-05,1.72213308946e-05,5.95823888391e-05,0.000103668848401,4.26785317311e-05,1.19431147744e-05,2.67460828585e-05,6.3936679963e-05,2.61920224866e-05,6.33655932845e-05,-1.98437198178e-06,5.94427657142e-05,0.000233665219062,5.54933357158e-05,4.30324410712e-05,5.97987339227e-05,0.000133141229977,7.59240987213e-05,1.70956320906e-05,5.05092134173e-05,1.56877645914e-05,3.41109135235e-05,1.37885137493e-05,0.000111008810071,-1.86913818871e-05,6.9299493561e-05,1.19554746173e-05,7.55278754848e-06,3.05547272996e-06,2.94792855552e-05,4.7110855624e-05,1.94216822105e-05,3.81051716044e-05,1.65585292163e-05,3.20711326772e-05,0.000162894930842,0.000336372334589,6.63678329591e-05,8.73488239391e-05,-4.29296880637e-06,1.94629865949e-05,2.78684130292e-05,6.9350769576e-05,5.15564639714e-05,4.46771696674e-05,1.06956665644e-05,1.13774541987e-05,0.000285288049834,-1.9294965912e-08,3.28667627837e-07,0.000100363054636,5.70030602917e-05,5.14364273394e-05,8.13726709519e-05,6.63121611834e-05,0.000436916938125,5.14372107825e-05,6.08300653771e-05,1.96138727613e-05,0.000157257327424,3.6899720481e-05,-6.01476887688e-06,3.93983857868e-05,8.33851368603e-06,-5.09174368384e-05,3.72827365496e-05,2.43754321464e-05,7.20837487705e-05,2.42310447432e-05,7.09141670039e-05,1.00431287391e-05,3.02148268082e-05,4.5636368558e-07,4.26375454053e-05,-2.01731151453e-05,2.51855688771e-05,7.11599976072e-05,9.84613118724e-05,3.61820826913e-05,3.05519781346e-05,5.53801239285e-05,5.0969231528e-05,2.99272966442e-05,7.35330532481e-05,2.7802214986e-05,5.84608306121e-05,-4.02609410597e-05,5.9007438427e-05,5.29721779835e-05,-1.24261146721e-05,6.20037599714e-05,2.79843006822e-05,1.73285472904e-06,4.90129879528e-05,5.33552744749e-05,2.93503722664e-05,5.25451751013e-05,-5.89825953195e-06,0.000124380531836,3.23923761083e-05,1.04126145982e-05,4.64533996878e-05
JWN,3.94932513736e-05,3.15691330115e-05,5.72505990207e-05,0.000114855935718,5.09270668109e-05,0.000519869556737,0.000117286736626,2.52385632466e-05,-3.75449545637e-05,6.36550731901e-05,4.37220919277e-05,-3.83939195399e-06,3.80714209879e-05,7.61802223496e-05,-2.57587043264e-05,8.08970247051e-05,1.65537441951e-05,6.12673583947e-05,2.4626159985e-05,3.3852528289e-05,4.92905708092e-05,0.000247129912347,4.66129183238e-05,6.14965158835e-05,8.08956124652e-06,4.69350326757e-05,4.37809885988e-05,3.73288715282e-05,-1.58795762696e-05,2.92790033142e-05,4.79737979463e-05,2.87832450312e-05,5.7952743479e-05,0.000290834816077,8.33490648475e-05,9.96800009484e-05,-7.5418720407e-06,0.000113871188219,1.43302321836e-05,0.000119292502234,3.76712829201e-05,2.71693632771e-05,2.21162224037e-05,7.31854539089e-05,2.27476108232e-06,-0.000127662927566,5.02951598063e-06,5.52151727475e-05,7.9488074436e-05,-2.18354600662e-05,3.81044453881e-05,-2.89144744594e-05,1.31684012164e-05,7.62893705209e-05,9.47922193744e-05,5.5682269097e-05,5.21153093758e-05,9.81549735166e-06,-5.97768105631e-06,4.74744305033e-05,6.90558620393e-05,8.70404894462e-05,5.43372587619e-05,-1.78173290092e-05,-9.08706920257e-06,0.00010739143849,-2.88382683852e-06,8.53731643977e-06,5.36861325516e-05,7.9622756987e-05,4.21520009626e-05,5.68927486081e-05,5.09611497997e-05,1.34264644699e-05,3.1766745749e-05,4.21827614074e-05,5.93126118628e-05,1.93874363389e-06,9.11863626334e-05,1.95273205525e-05,1.51097954702e-05,-7.7218044683e-06,1.97798141564e-05,5.04953563752e-05,6.47072430127e-06,0.000104796737548,2.58676664951e-05,5.98856263721e-05,3.53423645978e-05,8.06936798375e-05,-3.10151030291e-06,7.51570861213e-05,-2.6539343786e-06,1.82403993971e-05,7.35720075054e-05,3.31617687007e-05,0.000118712087558,5.30501758051e-05,7.24881657277e-05,6.45269822415e-05,4.630460885e-05,3.6839858092e-05,2.8689475369e-05,0.000158827573731,2.32479038932e-05,7.12319298508e-05,4.70648140906e-05,2.05782028546e-05,2.38067779883e-05,9.9298222021e-05,2.10752873636e-05,0.00038387198683,7.59556775583e-05,3.02891933222e-05,1.4044981348e-05,4.09141275048e-05,4.2333424432e-05,1.85098561713e-05,3.07935833136e-05,8.83792914715e-06
PAG,5.93223087037e-05,5.11554331732e-05,4.99237488901e-05,7.56790426731e-05,6.73535035662e-05,0.000117286736626,0.000283112616913,2.27556296536e-05,3.01776394325e-05,6.1586774304e-05,7.98162123887e-05,2.11698543358e-05,2.50609344564e-05,7.93221200031e-05,7.64618333551e-05,6.34226811822e-05,4.52900188911e-05,4.65707479195e-05,3.56210057174e-05,5.79183768745e-05,5.8686817954e-05,0.000119999582884,7.13882325385e-05,4.14048859906e-05,4.78568410198e-05,7.06980293489e-05,3.55941065544e-05,6.8770316866e-05,-2.07578052208e-06,3.69598503722e-05,4.8379361697e-05,1.3542748188e-05,7.03224462845e-05,0.000147133553295,9.16496407851e-05,8.0967632226e-05,7.55674891516e-05,9.9180227337e-05,7.209731484e-05,7.85887500577e-05,3.46636602767e-05,4.71512134106e-05,1.78645974888e-05,6.69215463394e-05,2.53030680067e-05,9.60215491334e-05,2.80287389071e-05,3.44645234522e-05,7.71159923144e-05,-2.47321361132e-06,6.67575552054e-05,9.25137360833e-05,4.35304849861e-05,3.66309862711e-05,0.000101440993812,2.3098202425e-05,6.42242645002e-05,7.2517294061e-06,2.35726276738e-05,3.68412581219e-05,9.02079592679e-05,9.18594152189e-05,5.15087086776e-05,-1.12259517703e-05,6.47048228004e-06,6.38780010738e-05,1.33336428417e-06,3.05130858203e-05,5.2143883798e-05,2.89656728806e-05,7.3924779768e-05,8.14648132861e-05,7.96033272182e-05,7.9296362305e-05,4.24354893858e-05,3.81769928165e-05,4.73198677174e-05,3.51469769418e-05,2.54483197242e-05,2.99610512839e-05,6.13079309402e-05,-4.46477389342e-07,3.78144193429e-05,3.93840833701e-05,2.60026833417e-05,6.95262139316e-05,3.723678869e-05,9.03874376408e-05,4.14198659399e-05,5.06821730873e-05,1.86296218924e-05,6.02858188327e-05,1.07010229551e-05,3.92729749359e-05,9.40010659726e-05,2.69084461292e-05,8.84944120949e-05,6.44005577419e-05,4.58641835447e-05,5.43467716107e-05,6.19544307758e-05,5.48899403797e-05,2.3852213049e-05,7.36819688417e-05,7.3115176869e-05,9.08936563491e-05,4.42136829874e-05,2.85615032676e-05,5.69013505107e-05,5.1857632294e-05,3.00982346951e-05,0.000142161042773,7.02226847763e-05,4.02624392438e-05,1.72985044005e-05,6.46422978451e-05,2.72809478433e-05,3.88746830946e-05,4.15549763591e-05,3.65321063456e-05
AGN,1.73521784326e-05,9.20346806686e-06,2.18913624516e-05,1.42652128493e-05,-1.54988049986e-05,2.52385632466e-05,2.27556296536e-05,0.000114680343758,1.27688083978e-05,1.93386662268e-05,1.83538678933e-05,1.06296823312e-05,2.94945010829e-06,4.00715380603e-05,2.00953177301e-05,1.58789068603e-05,2.58090646583e-05,8.2963484475e-06,3.07036607258e-06,1.82547679578e-05,7.31689696728e-06,1.93323226037e-05,2.30076109911e-05,3.04709938707e-05,2.57865820086e-05,1.19217115537e-05,3.7315989494e-05,1.73493980154e-05,1.60573246036e-05,1.50036225375e-05,-1.48902030551e-05,7.67368611397e-06,2.91656332957e-05,1.6603584147e-05,6.8904856028e-06,2.64717931995e-05,1.22668220316e-05,1.03488986547e-05,1.4076198821e-05,1.50297880299e-05,3.09573128808e-06,1.86986725774e-05,3.29070347079e-05,3.4022066452e-05,3.52902748462e-06,2.45385200599e-05,3.53816701663e-05,9.52731692035e-07,7.82761697174e-06,8.37173896224e-06,1.90026065541e-05,4.04300392928e-06,7.61743527838e-06,-1.46115907017e-05,-2.38386486654e-05,3.66262508743e-05,2.01755115112e-05,1.04712616209e-05,6.15279617983e-06,1.68759449007e-05,9.54739358827e-06,4.36356594849e-05,8.39597366504e-06,9.59137551862e-06,7.83439377449e-06,-2.30017996048e-05,5.57872038378e-06,4.50410788814e-05,2.54117026759e-05,1.49937980949e-05,2.18644538889e-05,1.26261239179e-05,9.21370626735e-06,-4.59097716393e-05,5.68986769513e-06,6.40425716668e-06,2.59746401855e-05,3.46747917432e-05,1.44484158803e-05,2.83612076705e-05,1.02827429281e-05,4.78302798251e-06,4.72093686088e-05,-6.45262758883e-07,1.08384135314e-05,2.54818608574e-05,8.33355253353e-06,-1.19923221046e-05,1.5463177808e-05,1.68659775432e-05,5.98086727072e-06,2.53129889855e-05,1.36093332292e-05,2.89982784579e-06,2.25896222478e-06,-6.49247507524e-06,1.23454650368e-05,2.92124584355e-05,4.73084670916e-05,9.52946741034e-06,5.80647162526e-05,2.22507304678e-05,1.24286483952e-05,-9.99670427086e-06,3.78967054706e-05,9.97832710505e-06,9.20000831358e-06,5.42270741139e-05,8.51575156917e-06,2.76667366691e-05,5.72274258652e-06,3.37923203279e-05,3.22103320238e-05,1.93082415168e-05,9.10774558214e-06,1.55551236982e-05,-4.94166546133e-06,6.35972463767e-05,2.36045957535e-05,1.67927577446e-05
TAP,2.67072868523e-05,6.94182867121e-06,2.95750968913e-05,1.53342889689e-05,5.12095273308e-05,-3.75449545637e-05,3.01776394325e-05,1.27688083978e-05,0.000110368727684,2.33784459772e-05,2.58233554872e-05,1.69970376958e-05,-5.2850072309e-06,9.77572282709e-06,2.23201143855e-05,1.91434005722e-05,1.57113970628e-05,1.46634865567e-05,1.26038185295e-05,2.3629507188e-05,2.65220414289e-05,1.7843788731e-05,2.57585277919e-05,1.16838167638e-05,3.15950019065e-05,2.99728381924e-05,9.94363370396e-06,6.60446407143e-06,3.32833051157e-06,2.06335194774e-05,2.88346111681e-05,3.27837431954e-05,1.70812346151e-05,1.07466653621e-05,3.77488223204e-05,3.71558414897e-05,8.56196934022e-06,1.62121401563e-05,1.50839440146e-05,1.93717498493e-05,9.15416703838e-06,3.77442471974e-05,-3.20079949367e-06,1.70434285769e-05,5.49347915426e-06,-3.16956560731e-05,1.51645634591e-05,2.93042980499e-05,-1.53864204081e-05,2.0140955961e-05,4.17210206523e-05,0.000101085322505,2.10480813567e-05,2.69986163704e-05,2.74746507064e-05,2.67963819969e-05,2.40556942343e-05,2.07999633928e-05,1.52259066334e-05,1.38008672819e-05,1.56641710588e-05,2.45066175102e-05,2.8537618626e-05,9.54437421501e-06,1.60905326912e-05,4.35272707905e-05,1.93951658039e-05,1.29839073171e-06,1.97651599586e-05,-1.56515577302e-05,2.35323211688e-05,3.3185610133e-05,1.83152390349e-05,0.000101809987304,3.58307646002e-05,7.57567153547e-06,1.4747748344e-05,4.14966208549e-05,2.96779839824e-06,1.56111478243e-05,1.24442483452e-05,6.89412848815e-06,6.21117067533e-07,-3.17597298513e-06,8.67983337223e-06,4.82121126303e-06,2.12359924358e-05,4.49464921453e-05,3.66577868393e-06,1.62401296786e-05,9.24076012809e-06,9.48473247296e-06,1.0569040706e-05,2.20439379713e-05,8.35075438905e-06,1.49635877343e-05,1.89494631588e-05,8.33761736589e-06,-1.33442987333e-05,2.1721602064e-05,2.24252673277e-05,3.40052377066e-05,1.64524053059e-05,6.2805025663e-06,-2.8569881116e-06,1.56513804285e-05,2.24393054443e-05,9.78208636882e-07,2.04174303039e-05,2.049703564e-06,1.27509036714e-05,7.24234296273e-06,1.08647404405e-05,1.2188196989e-05,7.41318788408e-06,2.73006111772e-06,2.04737571259e-05,1.23614030563e-06,2.16624932943e-05,1.37579737768e-05
UAL,7.05200684273e-05,5.39191333782e-05,5.45914035128e-05,9.81201155579e-05,3.44304197506e-06,6.36550731901e-05,6.1586774304e-05,1.93386662268e-05,2.33784459772e-05,0.000328612972311,4.84017773997e-05,1.9372768596e-05,8.3067941455e-06,3.8954811233e-05,1.61781154619e-06,2.36318357626e-05,9.36286963973e-06,3.98229130909e-05,1.63088075662e-05,7.22887390638e-05,2.15843369562e-05,4.52621036832e-05,5.40521021045e-05,-1.2543270184e-05,2.66615602608e-05,4.42561071275e-05,4.03726926989e-05,7.66099455731e-05,2.07276918665e-05,5.30895125364e-05,-1.93350153986e-05,6.18849187008e-06,7.41071732112e-05,6.75873075775e-05,5.98638742798e-05,9.02174021979e-05,9.60561336583e-05,4.23282852426e-05,7.86374643516e-05,4.58117737881e-05,4.04035765219e-05,9.27260101444e-05,1.60857800673e-05,4.0920468189e-05,2.85960902701e-05,3.45342874913e-05,6.0738809221e-05,6.2101986409e-05,5.72446071625e-05,3.08618306852e-05,3.16080268399e-05,9.26515451735e-05,7.16150600043e-05,-3.63094580276e-06,-4.71910358657e-05,5.27014070027e-05,4.72883343301e-05,2.22873693916e-05,2.99511182314e-05,6.93369055944e-05,6.45082160254e-05,4.89829738071e-05,8.09002895743e-05,3.31849336926e-06,1.16019645283e-06,-2.79171987523e-05,1.54229984744e-05,5.4205360325e-05,2.63432293433e-05,6.10112733194e-05,4.31452559539e-05,7.72588457724e-05,5.65313835843e-05,-2.06344242909e-05,2.95714760419e-05,3.89297662711e-05,7.57814106723e-05,3.03012380929e-05,-7.24689015254e-06,3.42983961859e-05,6.20567476103e-05,-1.23226674999e-06,5.51273775521e-05,4.22531494761e-05,7.00479040678e-06,5.95536227229e-05,-4.84928944799e-06,1.62491774489e-05,1.09110074964e-05,6.82545385919e-05,3.47363756863e-05,5.44368575953e-05,3.26717447913e-05,3.81291591028e-05,7.60199044125e-05,4.81284115076e-06,0.000264718497126,5.68664120649e-06,7.60751437055e-05,5.64406134216e-05,4.78562916948e-05,5.22742145003e-05,1.47835010944e-05,1.9757518916e-05,0.000100656187042,2.73574719948e-05,5.06107421123e-05,6.05712677014e-05,5.85256119174e-05,4.83832687708e-05,4.96685340361e-05,6.91075378504e-05,6.65448177781e-05,3.4815260194e-05,-6.03836915036e-07,8.05177681897e-05,-7.91225363923e-06,8.3383481174e-05,4.25880912234e-05,1.9116613196e-05
