,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,ALGN,2017-03-01,2017-09-20,1.94555100866,0.829019008777,1.08950856485,103.830002,187.949997,0.0194478496822
1,AOS,2017-03-01,2017-09-20,0.328263103017,0.17193563628,0.57446043028,50.812843,58.709999,0.00946704492526
2,BP,2017-03-01,2017-09-20,0.264604889618,0.140204614818,0.0793814668854,33.096481,37.395,0.00924891105743
3,CELG,2017-03-01,2017-09-20,0.315307567367,0.16553315253,0.0882861188629,123.699997,143.955002,0.011921643051
4,EVR,2017-03-01,2017-09-20,-0.0500172011458,-0.0282707427785,-0.0060020641375,80.833542,76.574997,0.0145219611884
5,FB,2017-03-01,2017-09-20,0.533085307082,0.269735981173,0.234557535116,137.419998,172.100006,0.00979615207494
6,GOOGL,2017-03-01,2017-09-20,0.223745340943,0.11946552121,0.0894981363772,856.75,945.869995,0.00991077793023
7,HSBC,2017-03-01,2017-09-20,0.475090417825,0.242662267494,0.123523508635,39.982754,49.028099,0.00891918230219
8,INTC,2017-03-01,2017-09-20,0.0653818705494,0.0360310562568,0.0104610992879,35.398949,36.950001,0.00903585294651
9,JNJ,2017-03-01,2017-09-20,0.187817873453,0.100976019025,0.0544671833014,122.266281,132.819,0.00719680377476
10,JPM,2017-03-01,2017-09-20,0.0979614405391,0.0536205030638,0.00489807202695,92.556152,94.414299,0.0103423789912
11,LMT,2017-03-01,2017-09-20,0.319890700389,0.167801252937,0.223923490273,265.083008,307.488007,0.0067723600327
12,LPX,2017-03-01,2017-09-20,0.349039513798,0.182145886344,0.195462127727,23.940001,27.875,0.013667317081
13,LRCX,2017-03-01,2017-09-20,0.987152754057,0.467851447609,1.93481939795,118.563316,172.389999,0.0167277183043
14,MASI,2017-03-01,2017-09-20,-0.097024172247,-0.0554449197051,-0.0291072516741,92.779999,85.349998,0.0197377929709
15,MRK,2017-03-01,2017-09-20,0.0300233241257,0.0166705645064,0.0387300881221,64.787201,65.528999,0.00724107335994
16,MRO,2017-03-01,2017-09-20,-0.345411161223,-0.210877471503,-0.0518116741835,16.324976,12.53,0.0229523071801
17,MSFT,2017-03-01,2017-09-20,0.354866355171,0.184996920188,0.301636401895,64.227699,74.984497,0.00856785039601
18,RTN,2017-03-01,2017-09-20,0.406093688011,0.209833193566,0.7147248909,152.998764,184.600006,0.00746556718029
19,T,2017-03-01,2017-09-20,-0.0993557604632,-0.0568088318603,-0.177846811229,41.009735,38.450001,0.00937260446675
20,THO,2017-03-01,2017-09-20,0.0721499493154,0.0397044006063,0.0959594325895,112.810837,114.470001,0.0185091158657
21,WFC,2017-03-01,2017-09-20,-0.113985915829,-0.0654028558609,-0.0205174648493,58.886093,53.3302,0.0109863755731
22,WMT,2017-03-01,2017-09-20,0.299150760646,0.157509527567,0.344023374743,69.036629,80.455002,0.00886146672877
23,WRK,2017-03-01,2017-09-20,0.182410252501,0.0981718327066,0.182410252501,53.774261,58.144199,0.0133437384401
24,XOM,2017-03-01,2017-09-20,0.0160703301159,0.00895015239785,0.0271588578959,81.453835,80.5,0.00734100632465
