,AGN,AXP,VSAT,AXS,EGN,JWN,PAG,TAP,BC,UAL,LYB,KHC,WTM,LPX,PEP,GPC,HRL,GE,T,HAS,LVLT,GPS,MAS,VIA,VRSK,SNA,XRAY,LAZ,JNJ,APD,CXO,AES,BEN,KSS,FLS,SKX,AMAT,COLM,SWKS,CRI,HD,ARNC,LLY,NWS,RTN,AMD,PCLN,NWL,FSLR,PM,GRMN,S,QCOM,FTI,NFX,MD,AVT,MO,MDLZ,UHS,MS,JLL,NUAN,ETR,KMB,MUR,HAIN,AMGN,KMI,GWW,OTEX,GWR,LUK,WPX,SEE,SLB,WHR,LNG,CASY,MDT,UNP,F,CA,WAB,SJM,FCNCA,ADM,TRIP,ALKS,LEG,LMT,VMC,MMM,CMCSA,LOW,CVX,AAL,CVS,CAH,BAC,PDCO,DISH,DIS,TGT,TWTR,CL,SON,CELG,RPM,HOG,INTC,M,MLM,Y,XOM,STX,HPE,NKE,CSCO,HHC
AGN,0.000114782290113,8.08379305538e-06,2.02826789587e-05,1.59473043745e-05,-1.53208252639e-05,2.47090834612e-05,2.0506372814e-05,1.32815902358e-05,1.25648981424e-05,1.82008147526e-05,1.84032785878e-05,1.0845263706e-05,2.3096505399e-06,4.10862886401e-05,5.04298869821e-06,1.47624550301e-05,2.35354426114e-05,9.1523443398e-06,1.80378744355e-06,1.82135664887e-05,7.87262243526e-06,1.97100212346e-05,2.19716218764e-05,3.2255403321e-05,2.45107396078e-05,1.36392356655e-05,3.76031772823e-05,1.32526426691e-05,1.65858098591e-05,1.48325023079e-05,-1.48864040629e-05,8.20862539467e-06,2.79911907038e-05,1.74168677786e-05,8.82421687974e-06,2.59446759841e-05,6.24639857054e-06,7.49187884484e-06,1.41133797742e-05,1.39711748887e-05,2.27702462279e-06,2.00992941886e-05,3.11732072678e-05,3.2297793683e-05,3.82504235337e-06,2.54308630624e-05,3.55312353581e-05,-5.27637408632e-07,9.79173126974e-06,8.6348639944e-06,1.88741637072e-05,5.92200515284e-06,6.71078604569e-06,-1.73796139391e-05,-2.35224645466e-05,3.71296611221e-05,2.00026221862e-05,1.10299166443e-05,6.08518159512e-06,1.61668390966e-05,8.74250844094e-06,4.34572536649e-05,8.19595546744e-06,9.88174363299e-06,7.18066985453e-06,-2.12903091315e-05,1.82496862256e-05,4.4282926187e-05,2.51176509415e-05,1.47235255744e-05,2.05819323056e-05,1.10932270901e-05,8.11458940114e-06,-4.59007594472e-05,5.08382623313e-06,-5.52576105114e-06,2.40654133251e-05,3.15415941258e-05,1.50208601841e-05,2.82470581704e-05,1.07332170372e-05,9.46882374883e-06,4.73806757941e-05,-1.31088154605e-06,1.21571413566e-05,2.50529767761e-05,9.22054337212e-06,-8.58026444409e-06,6.21622080021e-05,1.55209750527e-05,6.3015275494e-06,2.34007000494e-05,1.37392210902e-05,4.30369274784e-06,9.21067169042e-06,-6.77294143068e-06,1.07751230225e-05,2.88235362175e-05,4.84252768286e-05,1.31680420697e-06,5.83809483396e-05,2.18469811463e-05,1.34558332358e-05,-9.81397706588e-06,3.83821354123e-05,4.69191967547e-06,6.55893079175e-06,5.35917039161e-05,8.77353372966e-06,2.80850449115e-05,4.43641642453e-06,3.27780439538e-05,2.88826485183e-05,1.91844404583e-05,7.46680007344e-06,1.57968954599e-05,8.8017601842e-06,1.53438505418e-05,2.40045732874e-05,1.57213958431e-05
AXP,8.08379305538e-06,7.58035642618e-05,4.07567480626e-05,4.59032884295e-05,2.1865242546e-05,3.11832664684e-05,5.14796431132e-05,6.57206193137e-06,5.53290310657e-05,5.45053392079e-05,4.40055064134e-05,5.00578316994e-06,5.53622936677e-06,3.22425310496e-05,4.63374632854e-06,1.99635550608e-05,6.36170807633e-06,2.03971191978e-05,1.72185843223e-05,3.55558493284e-05,1.37729420631e-05,4.9283684714e-05,2.76070424511e-05,7.18285601845e-06,2.30950492092e-05,4.74779488795e-05,1.66242528676e-05,5.27623476851e-05,1.4981208332e-05,2.89565209495e-05,1.97988169672e-05,8.67216171422e-06,4.66156631293e-05,5.59921931381e-05,3.10300976537e-05,4.18051913852e-05,4.36893447315e-05,3.94866609678e-05,4.7141594218e-05,3.51427946163e-05,1.53275587764e-05,4.99562255734e-05,1.18441638402e-05,4.62107472157e-05,1.49367496927e-05,6.40433055782e-05,2.15792835697e-05,2.87222740114e-05,2.80286251242e-05,-3.3271959211e-06,2.55330205729e-05,5.13840017867e-05,3.13862246754e-05,1.25549993789e-05,3.42722801407e-05,-1.35868543198e-05,5.28066797942e-05,-4.28639941857e-06,1.13569380087e-05,1.90032644123e-05,6.21295538309e-05,4.95437743443e-05,3.9119633116e-05,-2.54344824432e-06,7.77963969525e-07,3.24096491844e-05,1.06443332416e-05,3.06696930008e-05,1.48752567574e-05,2.4009780955e-05,2.5081629489e-05,4.54993583604e-05,5.17445976506e-05,3.47137479818e-05,2.46377725626e-05,1.40429019139e-05,3.87712700904e-05,2.39061179253e-05,4.2243708774e-06,1.80502004214e-05,3.35585153984e-05,4.08221102653e-05,2.35535694725e-05,2.73334946787e-05,5.60843071197e-06,6.1336646078e-05,2.03524936628e-05,3.35485379116e-05,2.41359778551e-05,3.10161648787e-05,1.86280224547e-05,3.90921351171e-05,1.4656448865e-05,2.16588499899e-05,2.3352992166e-05,1.75846704998e-05,6.20499153275e-05,2.44366947962e-05,2.819500173e-05,6.74152207917e-05,3.26483757801e-05,2.34350546934e-05,1.74342499349e-05,1.6925315429e-05,3.82786298413e-05,-2.88189817831e-06,3.55409082583e-05,2.88209839222e-05,4.11550123216e-05,1.25232908779e-05,2.68451652812e-05,6.31011267439e-05,4.41234122487e-05,3.37531975907e-05,1.23565714495e-05,2.10623196881e-05,2.06227981264e-05,2.60131159428e-05,3.12221371389e-05,1.2669117412e-05
VSAT,2.02826789587e-05,4.07567480626e-05,0.000216578342991,4.37399741371e-05,3.84947567947e-05,5.61764789818e-05,5.07278983781e-05,2.88187808772e-05,7.42544526281e-05,5.60889509932e-05,4.14950849436e-05,2.33621419495e-05,1.12323463886e-05,3.74980958195e-05,1.34945603585e-05,3.04600692977e-05,2.56326638809e-05,1.51754321719e-05,2.573566968e-05,5.46537946273e-05,4.16078767805e-05,6.25848661669e-05,4.89476328467e-05,-6.72534417215e-07,3.91014972251e-05,3.50684287639e-05,6.55817031103e-05,5.27382676923e-05,9.65001703946e-06,3.95419981245e-05,2.55807626442e-05,4.41063473702e-05,4.9122818926e-05,5.99677389487e-05,5.69682640614e-05,4.08773777254e-05,6.94411424093e-05,5.02111017895e-05,5.94563903483e-05,5.12159696312e-05,9.75878649428e-06,7.41107610724e-05,7.65590955373e-06,5.52545206021e-05,1.92451254384e-06,7.39469022617e-05,6.53806406505e-05,3.56045781147e-05,7.67328534619e-05,1.52100466798e-05,4.13542539799e-05,8.86465214167e-05,3.07581885722e-05,2.23492178623e-05,2.81359810782e-05,5.05165731097e-05,6.89546341891e-05,1.78646547871e-05,2.74688114038e-05,1.16651187628e-05,6.06334466781e-05,5.36133486346e-05,6.95541032453e-05,1.44825653091e-05,2.00442005339e-05,2.96858291283e-05,3.41876113915e-05,3.66071613484e-05,3.42629030679e-05,2.01788125203e-05,5.07999533193e-05,4.35681959793e-05,4.88099406016e-05,6.43450874722e-05,3.94413592008e-05,1.29946183069e-05,4.43500375381e-05,4.46135085031e-05,5.08320992893e-05,2.05354552389e-05,3.97185321576e-05,1.66160191371e-05,3.47285020396e-05,1.54454921015e-05,1.75615163986e-05,6.63361796377e-05,2.8673463233e-05,8.6019290285e-06,4.7797477149e-05,5.19492597456e-05,1.01238487229e-05,5.04981864639e-05,8.94246052279e-06,3.07197771686e-05,1.13502960913e-05,1.38476706391e-05,7.1272357123e-05,1.95515194574e-05,4.14444534817e-05,5.78657584494e-05,5.53843331466e-05,2.30541852931e-05,2.73406868657e-05,3.65974480873e-05,3.72941475533e-05,2.49510093497e-05,4.10397116829e-05,3.93251070759e-05,4.22231249444e-05,1.0070941772e-05,3.88922471876e-05,6.02319111481e-05,5.01970379077e-05,3.26878412996e-05,7.10574376017e-06,2.28248950054e-05,2.43355672086e-05,5.45208360095e-06,4.49594049292e-05,4.02249373698e-05
AXS,1.59473043745e-05,4.59032884295e-05,4.37399741371e-05,0.000174041252634,5.26879544039e-05,3.68077489665e-05,5.87788013057e-05,2.58630797459e-05,5.50622795638e-05,7.11218720236e-05,4.70584879619e-05,9.41620254847e-06,2.78996816352e-05,4.29139285776e-06,-2.45237627855e-06,3.06319018177e-05,1.44422936872e-05,3.60781260572e-05,3.05855598023e-05,4.53981552408e-05,1.90737809491e-05,4.81348888702e-05,3.72764388566e-05,2.32997524232e-05,1.9445841014e-05,2.73529114086e-05,2.17187305561e-05,6.41792637071e-05,8.7788076681e-06,4.18728087089e-05,1.0276640669e-05,3.03667874917e-05,5.96537889451e-05,4.31510515565e-05,4.37024052784e-05,7.61049305158e-05,3.05578400914e-05,3.62866266445e-05,2.35604702016e-05,3.95301621711e-05,1.85200595688e-06,7.31769071894e-05,6.84113435918e-06,3.07854815443e-05,1.51860441722e-05,3.64875370721e-05,2.18627648572e-05,2.98318874969e-05,3.35559852524e-05,-2.00564081255e-06,3.32201529093e-05,2.9615791503e-05,3.91009684416e-05,9.27893961334e-06,4.20384206915e-05,5.91986157449e-05,5.68271802033e-05,9.92660118994e-07,1.61843127559e-05,2.50128565629e-05,8.28335049722e-05,5.35110463874e-05,3.81408534677e-05,4.97918485207e-06,7.79141589202e-06,8.35714462319e-06,2.08040958865e-05,3.68815183332e-05,3.67998312145e-05,4.73481067205e-05,3.3188402856e-05,4.6984596651e-05,7.31174500528e-05,3.44341211146e-05,4.07778777871e-05,4.2052610853e-06,4.81753313401e-05,1.01599471597e-05,1.53725894207e-05,2.15419529022e-05,4.43397168686e-05,3.26979698678e-05,2.69391774133e-05,2.86455563098e-05,8.20887302433e-06,9.30908211098e-05,2.20537825385e-05,-2.31495274283e-05,2.7886061827e-05,7.51352594391e-05,1.59315039861e-05,2.51354690292e-05,2.00549651877e-05,4.22183303544e-05,1.7175006136e-05,1.57254618593e-05,8.73636092412e-05,1.0157717472e-05,2.67771691411e-05,8.20543851634e-05,5.11186871155e-05,3.91585974616e-05,3.16689323819e-05,8.33935326491e-06,3.95303279094e-05,1.78099500658e-06,3.37324250677e-05,1.53809207516e-05,3.57495522737e-05,3.19672549811e-05,2.90578553945e-05,7.12053754429e-05,2.79291356694e-05,0.000101307977457,7.17611613648e-06,7.63237277549e-06,4.07618089964e-05,1.99260436326e-05,2.84171471491e-05,2.74510281713e-05
EGN,-1.53208252639e-05,2.1865242546e-05,3.84947567947e-05,5.26879544039e-05,0.000394752699379,4.96943906475e-05,6.65271947706e-05,5.07187867416e-05,5.33453456566e-05,2.86590544291e-06,0.000110979551814,-8.09556410802e-07,2.59329871178e-05,5.10618337625e-05,-2.68797492255e-07,6.3023550354e-05,4.56678920874e-05,3.54935092773e-05,3.5932293308e-05,1.70731103694e-05,5.82202439968e-05,0.000101126822058,4.22536877582e-05,1.22045770593e-05,2.7080628376e-05,6.32108798505e-05,2.58350953254e-05,6.35873426626e-05,-1.99758563952e-06,5.81618072368e-05,0.000230056786379,5.47660939513e-05,4.2346401403e-05,5.78393012763e-05,0.000130722295516,7.50327734245e-05,1.81614555008e-05,5.00460130863e-05,1.52634019493e-05,3.29124188161e-05,1.39178399015e-05,0.000107342954562,-1.83752182572e-05,6.79146220786e-05,1.2371676165e-05,7.21192296007e-06,3.6191280317e-06,3.01953977244e-05,4.52252178345e-05,1.88684659838e-05,3.71063313862e-05,1.61347113472e-05,3.17321936353e-05,0.000160496472546,0.000330948162665,6.52627433303e-05,8.59941525501e-05,-5.19496494707e-06,1.93515993223e-05,2.76158393846e-05,6.84439122224e-05,4.979375299e-05,4.47176846647e-05,1.06601108203e-05,1.13878143994e-05,0.000279335049265,3.21547397403e-05,5.03341783543e-07,9.84356487669e-05,5.6077580979e-05,5.21489791049e-05,8.06901915903e-05,6.62323253315e-05,0.000430830874284,5.03630765517e-05,0.000122837996125,1.93788622025e-05,0.000156305043405,3.54128419267e-05,-5.78852850103e-06,3.83161675587e-05,5.8151344974e-05,-4.98898336782e-05,3.68880686716e-05,2.33654714369e-05,7.16831176504e-05,2.3195922901e-05,6.88709427146e-05,3.1763730565e-05,2.99892666439e-05,3.5838391786e-07,4.17140703608e-05,-2.01460549284e-05,2.48744001403e-05,5.04913325193e-05,9.67675701665e-05,3.60854891873e-05,2.97979419134e-05,5.40472068715e-05,7.01669942899e-05,2.91830965912e-05,7.3478728685e-05,2.73829072767e-05,5.75278472099e-05,-3.98978955792e-05,7.58756864252e-06,5.22603712329e-05,-1.11538133545e-05,6.11465775506e-05,2.68301131325e-05,1.74894226117e-06,4.80402323377e-05,5.25925735468e-05,2.96426093086e-05,5.14171737909e-05,-5.94943651337e-06,6.05206487072e-05,7.73192932142e-06,1.06113812505e-05,4.61229980398e-05
JWN,2.47090834612e-05,3.11832664684e-05,5.61764789818e-05,3.68077489665e-05,4.96943906475e-05,0.000512605460787,0.000115706335739,-3.74394745966e-05,0.00011277497814,6.27024318839e-05,4.3388894774e-05,-3.76414843061e-06,3.74120817566e-05,7.70702072942e-05,-3.06691315814e-06,7.91570879061e-05,1.52138201569e-05,6.03273373883e-05,2.41075340324e-05,3.30330110495e-05,4.8776813337e-05,0.00024348563202,4.55526218975e-05,6.12960821414e-05,7.52778369391e-06,4.6020953773e-05,4.28987297547e-05,3.69411737009e-05,-1.58810616919e-05,2.86888667795e-05,4.71775555232e-05,2.84193244432e-05,5.75499086687e-05,0.000286744277059,8.17022545606e-05,9.77939546548e-05,-7.76264915273e-06,0.000111339988839,1.41229871804e-05,0.000116884346544,3.67295183119e-05,2.75250080823e-05,2.17188467754e-05,7.21345819798e-05,2.1556519736e-06,-0.000125590049081,4.78592152036e-06,5.42597171348e-05,7.84453873936e-05,-2.15189275804e-05,3.75065403042e-05,-2.83464966893e-05,1.30250902626e-05,7.49961070106e-05,9.29195128258e-05,5.50091995677e-05,5.12044752366e-05,9.88963370029e-06,-6.22107131932e-06,4.64643415261e-05,6.83641531272e-05,8.54279596522e-05,5.32395936306e-05,-1.78749920839e-05,-9.38797936916e-06,0.000106324095947,-2.66740403541e-05,8.30821930929e-06,5.26738795082e-05,7.81319557418e-05,4.17461604013e-05,5.5765375844e-05,5.04131897901e-05,1.27464393025e-05,3.10688979123e-05,4.13375385177e-05,5.79557163208e-05,1.45769328228e-06,8.98723980215e-05,1.91817919364e-05,1.46497829493e-05,6.99510171542e-05,1.92363627072e-05,4.92861122179e-05,5.74401887234e-06,0.000102448645254,2.50609256258e-05,5.89032104576e-05,1.87448149197e-05,7.94327968344e-05,-3.05027545013e-06,7.38996469391e-05,-2.82148683873e-06,1.76731443962e-05,6.32374419287e-05,3.26081133042e-05,0.000116622822891,5.19683342461e-05,7.157054542e-05,7.33183298423e-05,4.57494809064e-05,3.55732150648e-05,2.83948130555e-05,0.000156104304268,2.35967111684e-05,-7.99581807905e-06,4.60390205279e-05,1.97075815498e-05,2.31437261264e-05,9.87256403289e-05,2.01697832119e-05,0.00037823423572,7.45235902009e-05,2.94418639941e-05,1.38705579007e-05,3.99540407133e-05,4.18423787951e-05,3.36834439872e-05,2.99844959468e-05,8.12849413974e-06
PAG,2.0506372814e-05,5.14796431132e-05,5.07278983781e-05,5.87788013057e-05,6.65271947706e-05,0.000115706335739,0.000281009263218,2.92671650698e-05,7.6207742839e-05,6.26602320334e-05,7.86838814954e-05,2.05786057403e-05,2.46874587085e-05,7.66144570933e-05,1.57320852683e-06,6.38654523908e-05,4.56388598127e-05,4.44307959915e-05,3.59678353129e-05,5.70391087915e-05,5.77158331924e-05,0.00011886587631,7.12474489327e-05,3.83853839607e-05,4.78109009432e-05,6.86117906357e-05,3.47769440326e-05,7.05311977747e-05,-2.65299332522e-06,3.67934223085e-05,4.83431114296e-05,1.28002846376e-05,7.05362897521e-05,0.00014474523168,8.93131470981e-05,8.09675104982e-05,8.08513430338e-05,0.000100293244649,7.20952702004e-05,7.89223657747e-05,3.49320696679e-05,4.58050540277e-05,1.829684107e-05,6.74263693633e-05,2.4384066684e-05,9.5943209316e-05,2.69634788986e-05,3.5205808845e-05,7.54548406233e-05,-2.54206460202e-06,6.63824980637e-05,8.98728644467e-05,4.37818866087e-05,3.91694493209e-05,0.000100525504555,2.26478453692e-05,6.34963666408e-05,7.05071806122e-06,2.32951330771e-05,3.70110087434e-05,8.96502829724e-05,9.06048677914e-05,5.10519610858e-05,-1.17939777322e-05,6.50031952652e-06,6.27204456169e-05,7.62132632744e-05,3.01254238117e-05,5.12353910036e-05,2.8757436666e-05,7.34450759164e-05,8.14772749022e-05,7.91425829255e-05,7.87171292254e-05,4.26932528331e-05,2.76084093848e-05,4.79258334377e-05,3.61873443489e-05,2.49793951089e-05,2.90811435035e-05,6.08175502935e-05,9.00846600556e-05,3.68679733411e-05,3.94935181784e-05,2.55172508931e-05,7.0188754879e-05,3.60604541686e-05,8.75702971035e-05,3.89193609024e-05,5.08237563903e-05,1.80709479256e-05,6.13882103747e-05,1.02645262979e-05,3.83711412684e-05,5.40184418026e-05,2.67626734369e-05,8.77725499756e-05,6.34773905615e-05,4.43015368941e-05,9.37613276458e-05,6.09917951987e-05,5.52553741532e-05,2.28911476732e-05,7.33668758291e-05,7.23702983576e-05,-1.78921361917e-07,4.60287048193e-05,2.76868539158e-05,5.64586434362e-05,5.04433550483e-05,3.0792573204e-05,0.000141141087279,7.23750534331e-05,3.92407283839e-05,1.83761326119e-05,6.44034790897e-05,3.54634213441e-05,4.11319174015e-05,4.03476123991e-05,3.63613176977e-05
TAP,1.32815902358e-05,6.57206193137e-06,2.88187808772e-05,2.58630797459e-05,5.07187867416e-05,-3.74394745966e-05,2.92671650698e-05,0.000109178738414,1.4875401774e-05,2.23575525033e-05,2.50389128677e-05,1.65590668635e-05,-5.25304540271e-06,7.64323082101e-06,1.87042345206e-05,1.83179001168e-05,1.54391527735e-05,1.4755890763e-05,1.21838613959e-05,2.33864624763e-05,2.58379150625e-05,1.6939333738e-05,2.52583161503e-05,1.25708453965e-05,3.14260706658e-05,3.03325630448e-05,1.01104989508e-05,6.40042007311e-06,3.33570565207e-06,1.99469496068e-05,2.81772702016e-05,3.25552111047e-05,1.67359842952e-05,1.00538838735e-05,3.73644821819e-05,3.70046313791e-05,7.87708655651e-06,1.54735999844e-05,1.4832534358e-05,1.85179879727e-05,8.86851262968e-06,3.61597783611e-05,-3.30214301869e-06,1.61221578925e-05,6.04554312493e-06,-3.14567142069e-05,1.56078755447e-05,2.93324197681e-05,-1.52933701245e-05,1.95816487008e-05,4.07446982314e-05,0.000100104118855,2.06405915615e-05,2.57164858205e-05,2.65781834753e-05,2.67727453589e-05,2.35873961229e-05,1.98811590194e-05,1.51175369072e-05,1.3621488107e-05,1.54414017447e-05,2.35970334407e-05,2.87060971795e-05,9.54561526383e-06,1.57487956669e-05,4.19747415722e-05,2.22116468356e-05,1.2948186172e-06,1.90240704204e-05,-1.55406410143e-05,2.40493605172e-05,3.26593916519e-05,1.8545924015e-05,0.000100300133069,3.45857443228e-05,2.01372258507e-05,1.40165553529e-05,4.10344515559e-05,2.35316061677e-06,1.55693743136e-05,1.20321977425e-05,1.52880123152e-05,1.14265280408e-06,-3.30512077875e-06,8.47255749668e-06,5.39696915756e-06,2.05932924275e-05,4.48946171595e-05,7.0904904498e-07,1.57064135027e-05,9.21910880573e-06,8.88009548543e-06,1.02213773862e-05,2.24615902578e-05,2.14081086173e-05,1.44087027276e-05,1.83899452672e-05,8.00734715399e-06,-1.29565574827e-05,8.23809050592e-06,2.2238133976e-05,3.43255575854e-05,1.66716691362e-05,5.95936083332e-06,-2.61300759509e-06,6.18928909908e-06,2.12739845537e-05,1.867457596e-06,2.01067745384e-05,1.62588276734e-06,1.21895807036e-05,6.92614046136e-06,1.00398252914e-05,1.24926756336e-05,6.57396850355e-06,2.64825279281e-06,8.75912776876e-06,1.70609030181e-06,2.1746747526e-05,1.35522080118e-05
BC,1.25648981424e-05,5.53290310657e-05,7.42544526281e-05,5.50622795638e-05,5.33453456566e-05,0.00011277497814,7.6207742839e-05,1.4875401774e-05,0.000257227180713,9.84943573333e-05,8.47568138891e-05,5.58996451356e-06,4.70116081274e-06,7.85880758466e-05,6.95855765604e-06,4.63754962086e-05,2.60488260607e-05,4.82437642574e-05,1.02352928172e-05,4.75184975898e-05,2.22937723537e-05,0.00012154643009,6.70728081106e-05,-1.32419931659e-06,3.21612976328e-05,5.63272132197e-05,4.42133068069e-05,8.38011793046e-05,8.10703452932e-06,4.76154079586e-05,4.74620170475e-05,2.93200842905e-05,7.66173751982e-05,0.000104286662638,7.27401693637e-05,0.000123006155427,7.49083335472e-05,7.27509260203e-05,4.9987610248e-05,6.22712719526e-05,4.81585977842e-05,9.3996524757e-05,2.55553570545e-05,5.95427691373e-05,1.32773623612e-05,0.000108216477953,3.30348955661e-05,4.65159393588e-05,7.96779212586e-05,8.48038976482e-06,5.57271774252e-05,7.13858278042e-05,6.69056420762e-05,4.07102163742e-05,7.66854357679e-05,5.37213737201e-05,9.91365139385e-05,5.54751284258e-06,1.75013424785e-05,3.71340089223e-05,8.9538312463e-05,8.85975379233e-05,9.23188370436e-05,-1.35290083543e-05,-1.22270109795e-06,7.85498517414e-05,2.01506535588e-05,6.59783549465e-05,2.28044830509e-05,4.00010738047e-05,4.35550224229e-05,9.36258599468e-05,7.25024960845e-05,5.46389458018e-05,3.79460742559e-05,3.2516829505e-05,8.12018204582e-05,6.65442894839e-05,2.81165764719e-05,2.39105030958e-05,6.1436191541e-05,7.00599727157e-05,8.39889111815e-05,4.75845859631e-05,-1.42533308683e-05,9.6047202417e-05,2.92694454587e-05,9.29478050807e-05,8.16867236139e-05,7.34151496258e-05,2.32439006639e-05,6.26679862572e-05,1.41788707966e-05,3.79406947908e-05,7.36784603096e-05,2.85526577925e-05,0.000133371759536,3.73889375233e-05,4.6653580923e-05,8.96703503191e-05,6.52235342776e-05,3.62651598389e-05,1.98319761912e-05,5.12144030565e-05,8.67640943297e-05,-6.30553308645e-06,6.02248158976e-05,6.19498852162e-05,6.54510709391e-05,4.10694704233e-05,2.47490450937e-05,0.000116176315029,5.67852345469e-05,3.40677251199e-05,1.63156054549e-05,4.95703353818e-05,4.29622460401e-05,3.02289999908e-05,6.18121018968e-05,2.66780688393e-05
UAL,1.82008147526e-05,5.45053392079e-05,5.60889509932e-05,7.11218720236e-05,2.86590544291e-06,6.27024318839e-05,6.26602320334e-05,2.23575525033e-05,9.84943573333e-05,0.000327472321515,4.78127617483e-05,1.86976464542e-05,7.19058799242e-06,3.58954364414e-05,1.4722840939e-05,2.43437973885e-05,8.41854636106e-06,3.63621380844e-05,1.66238445415e-05,7.10079674996e-05,2.12607690759e-05,4.6457490843e-05,5.407889879e-05,-1.50463824868e-05,2.65606463703e-05,4.35895236955e-05,4.01763112218e-05,7.84165656101e-05,1.92185599106e-05,5.28596807535e-05,-1.73931534549e-05,5.57762699971e-06,7.59624884118e-05,6.68891455732e-05,5.85951130275e-05,9.25611478568e-05,0.000103736549378,4.45437691861e-05,8.04289163032e-05,4.81049535451e-05,3.98458070058e-05,9.21334100334e-05,1.66860560276e-05,4.22690193903e-05,2.76268960298e-05,3.71385498376e-05,5.90451075045e-05,6.25130772988e-05,5.83298658182e-05,2.98805589391e-05,3.22116821683e-05,9.03417406862e-05,7.19165165259e-05,4.78366834159e-07,-4.52270169711e-05,5.37534272732e-05,4.68418340259e-05,2.20853713798e-05,2.94687859052e-05,6.95483502991e-05,6.52207679728e-05,4.89763802053e-05,8.06182939739e-05,1.59871572797e-06,2.38286096317e-07,-2.57628649502e-05,1.37433801935e-06,5.29975556789e-05,2.51201440114e-05,6.05115461097e-05,4.31023995529e-05,7.71999685381e-05,5.68432368641e-05,-1.94075123372e-05,2.90660365356e-05,-6.95641090715e-06,7.52648027222e-05,3.02141631618e-05,-6.86940476603e-06,3.29153927315e-05,6.26192566183e-05,2.74438100586e-05,5.44203683481e-05,4.19850672785e-05,8.05701935112e-06,6.3272409945e-05,-5.927632479e-06,1.776405618e-05,8.22663184907e-05,6.74083519091e-05,3.42411746852e-05,5.73825544677e-05,3.13323469008e-05,3.95285591056e-05,5.57823742436e-05,4.85488007449e-06,0.000259616619103,5.4805396072e-06,7.54224112688e-05,7.7914474109e-05,4.84821143096e-05,5.44001310373e-05,1.50590165756e-05,2.03885662307e-05,0.000101601045391,-1.33951190978e-06,5.20460426934e-05,5.87387951203e-05,5.83164650385e-05,4.69941521966e-05,4.97024231757e-05,7.02796238467e-05,7.0377092945e-05,3.28627039512e-05,7.88401208317e-07,8.10600221241e-05,3.69441586456e-05,9.60705292122e-06,4.08319051052e-05,1.84197456636e-05
