,THO,FB,ALGN,MRK,CELG,MSFT
THO,1.0,0.3960430140523026,0.34675749911340653,0.22039265831930135,0.23894304531758664,0.48926862981497704
FB,0.3960430140523025,0.9999999999999999,0.5786338552456435,0.27722964289469126,0.4971625667760831,0.5782403193096974
ALGN,0.3467574991134065,0.5786338552456435,1.0,0.4561152630702091,0.5093542783854623,0.7067776813018373
MRK,0.22039265831930135,0.27722964289469126,0.4561152630702091,1.0,0.3796330490468241,0.3558818362245515
CELG,0.23894304531758664,0.49716256677608317,0.5093542783854623,0.3796330490468241,1.0,0.5853077904187701
MSFT,0.48926862981497704,0.5782403193096974,0.7067776813018373,0.3558818362245515,0.5853077904187701,0.9999999999999998
