Date,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-01-03,46.271851,46.004669,170.341583,114.722694,81.684837,103.333298,37.649513
2017-01-04,46.87899,46.402119,171.739441,114.594292,81.526405,103.609459,38.366455
2017-01-05,46.321617,45.597282,171.619629,115.17704,80.971939,103.767258,38.505863
2017-01-06,47.764816,45.915241,169.373047,116.461075,81.486809,106.647209,38.824509
2017-01-09,47.914112,46.779694,169.273209,117.527794,81.437294,107.455971,37.908409
2017-01-10,47.874298,48.170761,169.662598,117.646317,81.120461,106.952972,37.599724
2017-01-11,49.018902,48.329742,173.167282,118.278458,82.021469,106.96283,38.366455
2017-01-12,48.292328,47.793186,174.205719,117.784599,81.080849,105.858192,37.998032
2017-01-13,48.461529,47.346062,174.525223,117.577179,81.823441,106.144218,37.241257
2017-01-17,48.093266,46.451797,172.73793,118.525383,81.56601,106.686668,37.510105
2017-01-18,48.023594,47.336124,173.716446,118.515503,82.179886,106.61763,37.261166
2017-01-19,47.416454,46.958546,171.459885,118.308083,83.694771,106.637352,37.739132
2017-01-20,47.396549,47.693825,171.240204,118.525383,83.546249,107.091049,38.914124
2017-01-23,47.167625,46.640587,167.525833,118.604401,83.536354,106.952972,38.26688
2017-01-24,47.127815,47.236763,168.035065,118.495758,83.674965,107.347473,38.874294
2017-01-25,48.182842,47.604401,167.246262,120.382278,84.764099,109.320053,39.551407
2017-01-26,47.943966,49.273685,165.249298,120.441551,84.991821,108.294319,39.083401
2017-01-27,48.421719,46.65052,164.121017,120.451416,85.229462,107.899803,38.705009
2017-01-30,47.446316,44.613598,164.38063,120.135345,84.417557,107.081184,37.390614
2017-01-31,48.740215,43.967747,163.991211,119.858795,83.764076,106.824745,37.649513
2017-02-01,49.028854,43.76902,160.346725,127.167854,83.80368,106.972694,38.386372
2017-02-02,48.670544,43.729275,162.094086,126.950554,83.66507,107.4757,37.639557
2017-02-03,49.148293,43.918064,162.503464,127.493805,84.605682,107.377075,38.406284
2017-02-06,49.038807,45.011047,160.027222,128.688934,84.803711,106.824745,37.300999
2017-02-07,49.40707,44.881878,158.938873,129.913696,84.962112,106.094894,39.12323
2017-02-08,49.695709,44.772583,162.48349,130.417435,85.506691,105.868042,39.043568
2017-02-09,50.233181,46.106991,164.580322,131.359818,85.932434,106.055435,38.824509
2017-02-10,50.123695,46.256367,163.801498,131.062225,85.595795,106.094894,39.252678
2017-02-13,50.282944,47.212368,162.144012,132.222839,86.516617,106.193527,39.431911
2017-02-14,50.153549,46.375866,164.121017,133.939011,87.021568,106.154068,40.487415
2017-02-15,51.377777,47.341824,163.631744,134.425079,88.57605,107.308037,40.248432
2017-02-16,50.60144,46.7742,160.74614,134.266357,88.556259,107.002274,40.069202
2017-02-17,51.387737,46.714447,161.335236,134.633408,88.477051,107.505287,39.143147
2017-02-21,51.109043,46.614868,160.905869,135.60556,87.120583,109.053757,39.39209
2017-02-22,51.099094,46.126911,159.43811,136.012268,87.110649,109.852646,38.695057
2017-02-23,51.228489,45.907822,157.481079,135.43692,86.435066,110.789619,39.541451
2017-02-24,51.497219,46.087074,157.09169,135.565887,86.514542,111.410988,39.621109
2017-02-27,51.417591,46.126911,156.702271,135.83371,86.882141,112.032341,40.925545
2017-02-28,51.05928,46.166744,156.372772,135.89325,86.425133,112.269051,40.248432
2017-03-01,51.795811,46.8937,156.442657,138.670807,87.91539,113.92601,41.562836
2017-03-02,51.138908,45.529411,157.121628,137.847473,86.951683,113.294792,40.118988
2017-03-03,51.736092,46.624825,155.114685,138.660889,86.226433,113.393425,40.208603
2017-03-06,51.009514,45.12112,154.016342,138.224426,86.156883,113.077805,39.700768
2017-03-07,50.969704,44.65308,151.759781,138.402985,85.590584,113.482185,39.133186
2017-03-08,51.168766,44.702869,154.974884,137.887146,85.829025,112.604393,37.778957
2017-03-09,51.188675,43.149376,154.914963,137.569687,85.74955,112.229607,37.530022
2017-03-10,51.905293,43.716999,153.736771,138.026016,86.057541,112.495895,37.679386
2017-03-13,52.203888,42.193371,154.11618,138.085541,86.464867,112.574806,37.938282
2017-03-14,51.965012,41.038212,153.477173,137.877228,85.709801,112.407135,37.599724
2017-03-15,53.846142,41.914543,152.688339,139.335464,87.249741,111.815369,39.015575
2017-03-16,52.801067,41.954376,153.177612,139.563614,87.488182,110.967148,39.035515
2017-03-17,53.059849,41.546089,152.169144,138.869217,87.756432,111.21373,39.195049
2017-03-20,52.9006,41.526169,152.209076,140.327454,88.104156,112.249329,39.095341
2017-03-21,52.412899,40.251503,150.990936,138.720413,88.521423,111.253181,38.806187
2017-03-22,52.880695,40.181793,151.100815,140.287766,91.541687,111.815369,38.596798
2017-03-23,52.930462,41.237377,150.611359,139.791763,92.535194,111.608246,38.297676
2017-03-24,52.830933,41.556042,149.562531,139.514008,92.89286,112.111244,38.34753
2017-03-27,52.990181,41.566002,147.634689,139.752106,92.564995,112.525482,38.307648
2017-03-28,53.18924,42.422417,148.194061,142.648712,93.876427,112.594536,39.185074
2017-03-29,52.870743,41.785084,149.502594,142.966141,93.975777,112.338089,40.222034
2017-03-30,53.069801,42.362667,148.503708,142.777664,94.025459,111.795631,39.952824
2017-03-31,52.75251,42.123665,148.094162,142.509842,93.568443,111.64769,39.972767
2017-04-03,53.081779,42.273041,145.337265,142.549515,92.147728,112.367691,39.563965
2017-04-04,52.503063,40.729504,142.880005,143.610962,91.869553,113.176445,39.394463
2017-04-05,52.592865,41.137794,142.580353,142.866959,91.362862,114.266479,38.95575
2017-04-06,53.031891,41.546089,142.400558,142.509842,91.174095,114.950241,39.284782
2017-04-07,52.722576,41.635712,141.891129,142.192398,90.617729,115.108795,38.776276
2017-04-10,52.602844,42.143585,142.680237,142.023758,90.468697,114.880875,39.045486
2017-04-11,52.712601,43.746872,143.299545,140.496094,90.806503,114.950241,38.616745
2017-04-12,52.43322,43.776745,141.581482,140.664734,91.154221,115.217796,37.669521
2017-04-13,52.213711,43.169285,140.732422,139.920731,90.955521,114.722321,37.599724
2017-04-17,53.341198,44.045624,140.682465,140.694489,91.352921,115.138527,37.450165
2017-04-18,52.912155,43.627373,140.752396,140.069519,91.42247,114.890785,36.792095
2017-04-19,52.952065,44.214912,142.260696,139.553696,90.895905,114.712418,35.725224
2017-04-20,53.011932,45.031494,146.396072,141.299591,92.167595,114.672775,35.525806
2017-04-21,53.151623,44.961788,146.675766,141.130966,91.869553,114.454765,34.548676
2017-04-24,54.319019,46.246407,146.935471,142.48999,92.912727,114.970062,35.326393
2017-04-25,54.688202,46.415699,145.50708,143.372864,93.95591,115.881737,35.715252
2017-04-26,54.708157,46.206573,145.616943,142.529663,95.674675,115.68354,36.044289
2017-04-27,55.30682,43.796665,143.029846,142.638794,95.118309,115.445717,34.877708
2017-04-28,54.927666,42.442333,141.981018,142.499893,93.806877,115.554718,34.867741
2017-05-01,55.675999,41.904587,140.372818,145.406448,94.959358,115.812363,34.159813
2017-05-02,55.80571,43.687122,142.390564,146.32901,96.469482,115.842102,33.59148
2017-05-03,56.035198,43.736912,142.660263,145.882614,96.360191,115.267342,33.760986
2017-05-04,56.574001,43.726955,144.648026,145.356857,96.250908,114.880875,33.152767
2017-05-05,56.514133,44.324451,144.817841,147.76741,96.419815,115.14843,34.24955
2017-05-08,56.194843,44.752663,146.805618,151.784973,95.744225,114.999794,33.940456
2017-05-09,56.743622,46.883739,145.956558,152.757141,101.834419,114.999794,33.661278
2017-05-10,56.144955,47.102825,145.996521,152.032974,102.569611,114.970062,33.980343
2017-05-11,56.105042,46.345993,145.786758,153.347809,102.152344,114.841232,33.701157
2017-05-12,56.035198,45.737228,144.857803,155.48941,101.784737,115.168251,33.691189
2017-05-15,56.574001,46.585506,145.686874,155.090958,103.384285,115.544807,33.810841
2017-05-16,56.703712,46.844978,145.08754,154.861862,103.314743,115.59436,33.980343
2017-05-17,55.646065,44.829067,144.398315,149.662277,101.769905,114.771866,33.282391
2017-05-18,55.725887,44.559616,148.343887,151.943314,102.188507,114.742142,33.920517
2017-05-19,56.005268,45.128464,151.300583,152.461288,102.477539,115.049339,34.70821
2017-05-22,55.955379,46.116455,147.20517,153.38765,103.872879,114.950241,34.847797
2017-05-23,58.529644,46.565548,140.50267,153.198395,105.138649,114.989883,34.897652
2017-05-24,59.098377,46.675323,132.871216,152.740189,105.527351,115.14843,34.35923
2017-05-25,59.168221,47.922794,131.822403,153.268112,106.175186,115.475449,32.504665
2017-05-26,59.377754,48.641338,134.009949,153.00914,106.543953,115.723175,32.674175
2017-05-30,60.235844,47.862915,132.841263,153.068893,106.384483,115.792542,32.504665
2017-05-31,60.20591,48.312004,133.480545,152.16246,107.291458,116.357391,32.574463
2017-06-01,60.595043,48.950706,136.946655,152.580811,108.318024,116.714127,32.544552
2017-06-02,60.674866,49.419758,137.645874,154.841934,109.693428,116.753777,32.793819
2017-06-05,60.265778,49.639313,135.418381,153.327881,107.829659,116.615036,32.833706
2017-06-06,59.966442,49.639313,131.153152,153.845856,104.640312,116.63485,33.013176
2017-06-07,60.495266,50.757046,130.473907,154.762253,104.769882,116.684402,32.444847
2017-06-08,60.016335,51.32589,125.77916,154.383743,104.730019,116.753777,32.494698
2017-06-09,59.078419,50.16824,128.216446,148.397247,102.078873,116.456482,34.109962
