,ALGN,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,JPM,LMT,LPX,LRCX,MASI,MRK,MRO,MSFT,RTN,T,THO,WFC,WMT,WRK,XOM,portfolioreturn,portfoliostandarddeviation,returnoverrisk
221,0.07,0.03,0.01,0.03,0.1,0.01,0.03,0.01,0.16,0.02,0.03,0.08,0.03,0.06,0.03,0.01,0.01,0.01,0.07,0.01,0.03,0.04,0.05,0.05,0.02,0.15497093382,0.00591207114712,26.212630052
222,0.03,0.04,0.03,0.03,0.02,0.06,0.09,0.14,0.03,0.05,0.05,0.02,0.02,0.04,0.03,0.03,0.03,0.01,0.01,0.07,0.05,0.01,0.06,0.03,0.02,0.141194554962,0.00633502926713,22.2879088649
223,0.04,0.01,0.01,0.02,0.06,0.01,0.02,0.02,0.01,0.03,0.08,0.01,0.04,0.01,0.18,0.08,0.01,0.01,0.02,0.16,0.04,0.01,0.02,0.02,0.08,0.0621273311156,0.00556306844493,11.1678171374
224,0.01,0.02,0.04,0.03,0.02,0.02,0.02,0.1,0.08,0.03,0.09,0.12,0.02,0.03,0.05,0.03,0.01,0.02,0.02,0.08,0.03,0.01,0.05,0.04,0.03,0.113363593423,0.00618051356862,18.3420992713
225,0.01,0.01,0.03,0.02,0.01,0.01,0.04,0.03,0.01,0.04,0.01,0.05,0.02,0.04,0.09,0.03,0.09,0.02,0.02,0.19,0.06,0.02,0.01,0.06,0.08,0.0493913154905,0.00545101665184,9.06093645373
226,0.01,0.06,0.04,0.06,0.07,0.03,0.03,0.02,0.02,0.04,0.01,0.02,0.17,0.02,0.06,0.02,0.02,0.01,0.05,0.02,0.03,0.06,0.02,0.05,0.06,0.106956672787,0.0058694053876,18.2227441663
227,0.1,0.13,0.05,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.06,0.02,0.09,0.01,0.01,0.07,0.02,0.02,0.01,0.04,0.03,0.03,0.06,0.13,0.18846572297,0.00584630020119,32.2367508483
228,0.01,0.08,0.02,0.04,0.02,0.02,0.09,0.01,0.02,0.01,0.08,0.06,0.1,0.06,0.08,0.03,0.04,0.06,0.03,0.06,0.02,0.01,0.01,0.01,0.03,0.115505353297,0.00577310602715,20.0074886472
229,0.02,0.1,0.04,0.02,0.02,0.02,0.03,0.09,0.01,0.06,0.03,0.02,0.03,0.07,0.02,0.02,0.02,0.1,0.02,0.03,0.02,0.05,0.02,0.11,0.03,0.149548270511,0.00612447414945,24.4181405394
230,0.1,0.01,0.02,0.03,0.1,0.01,0.04,0.02,0.02,0.01,0.02,0.04,0.18,0.02,0.04,0.07,0.03,0.01,0.02,0.01,0.03,0.02,0.06,0.08,0.01,0.168087036669,0.0066665934704,25.2133323286
231,0.01,0.09,0.07,0.01,0.02,0.04,0.09,0.03,0.1,0.07,0.01,0.04,0.06,0.06,0.02,0.01,0.03,0.02,0.04,0.08,0.02,0.01,0.01,0.02,0.04,0.123190082188,0.00563993565289,21.842462356
232,0.18,0.13,0.03,0.05,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.02,0.07,0.03,0.04,0.01,0.03,0.01,0.01,0.06,0.01,0.02,0.01,0.04,0.06,0.228750270727,0.00598685207964,38.2087727714
233,0.01,0.05,0.01,0.02,0.02,0.05,0.06,0.02,0.06,0.03,0.01,0.02,0.07,0.07,0.13,0.03,0.03,0.02,0.02,0.04,0.01,0.02,0.05,0.04,0.11,0.104488916639,0.00515215238246,20.2806339724
234,0.01,0.02,0.03,0.04,0.17,0.01,0.1,0.02,0.01,0.01,0.02,0.07,0.01,0.02,0.01,0.06,0.09,0.01,0.05,0.06,0.01,0.03,0.05,0.07,0.02,0.0659065192259,0.00646715413678,10.1909615624
235,0.03,0.04,0.03,0.06,0.02,0.01,0.05,0.01,0.04,0.01,0.06,0.05,0.04,0.03,0.01,0.05,0.06,0.07,0.1,0.05,0.01,0.02,0.08,0.04,0.03,0.125187199807,0.00555003135403,22.5561247895
236,0.02,0.04,0.03,0.05,0.02,0.07,0.01,0.1,0.04,0.06,0.01,0.02,0.08,0.01,0.03,0.1,0.04,0.01,0.05,0.07,0.02,0.03,0.02,0.01,0.06,0.112896143983,0.0062657917788,18.0178575938
237,0.09,0.02,0.03,0.02,0.01,0.01,0.03,0.01,0.13,0.01,0.01,0.05,0.02,0.03,0.07,0.04,0.11,0.07,0.02,0.05,0.01,0.02,0.03,0.02,0.09,0.119431907237,0.00557624655697,21.4179746209
238,0.01,0.01,0.03,0.06,0.05,0.05,0.12,0.04,0.01,0.07,0.09,0.03,0.04,0.03,0.06,0.03,0.01,0.05,0.01,0.03,0.01,0.1,0.01,0.03,0.02,0.102467078893,0.00572239787232,17.9063185013
239,0.09,0.05,0.04,0.06,0.03,0.02,0.08,0.06,0.01,0.01,0.04,0.07,0.01,0.03,0.02,0.07,0.01,0.01,0.06,0.09,0.02,0.01,0.05,0.02,0.04,0.175126977992,0.005618038988,31.1722610622
240,0.03,0.03,0.01,0.08,0.03,0.01,0.04,0.01,0.02,0.01,0.06,0.02,0.02,0.11,0.01,0.04,0.09,0.03,0.01,0.08,0.12,0.06,0.05,0.01,0.02,0.110001331689,0.00644059841382,17.0793650871
241,0.06,0.03,0.04,0.07,0.03,0.04,0.06,0.1,0.01,0.01,0.02,0.04,0.05,0.13,0.01,0.01,0.01,0.04,0.05,0.02,0.05,0.02,0.03,0.02,0.05,0.213220887813,0.00602921126131,35.3646403438
242,0.01,0.01,0.01,0.09,0.02,0.04,0.07,0.03,0.01,0.01,0.05,0.01,0.08,0.05,0.15,0.07,0.01,0.01,0.05,0.01,0.1,0.01,0.01,0.01,0.08,0.104144011851,0.0054962818393,18.9480843407
243,0.02,0.06,0.01,0.04,0.04,0.11,0.05,0.01,0.03,0.03,0.02,0.01,0.06,0.01,0.11,0.02,0.04,0.03,0.07,0.02,0.02,0.02,0.04,0.09,0.04,0.113434395042,0.00536857513552,21.1293298833
244,0.11,0.01,0.02,0.01,0.06,0.02,0.03,0.01,0.07,0.01,0.06,0.03,0.05,0.14,0.01,0.11,0.01,0.01,0.07,0.01,0.03,0.06,0.02,0.03,0.01,0.211451603385,0.00680317351891,31.0813185637
245,0.01,0.01,0.01,0.05,0.03,0.02,0.12,0.01,0.01,0.01,0.09,0.14,0.01,0.05,0.04,0.1,0.01,0.11,0.01,0.03,0.03,0.02,0.01,0.01,0.06,0.116355774997,0.00586904067574,19.8253482001
246,0.06,0.01,0.01,0.03,0.04,0.04,0.02,0.04,0.05,0.02,0.06,0.08,0.06,0.05,0.01,0.01,0.01,0.09,0.01,0.06,0.02,0.06,0.1,0.01,0.05,0.160555187896,0.00556961109593,28.8270015861
247,0.02,0.03,0.01,0.21,0.13,0.03,0.1,0.01,0.09,0.01,0.01,0.03,0.01,0.04,0.04,0.01,0.01,0.01,0.02,0.08,0.03,0.01,0.04,0.01,0.01,0.110891750605,0.00568576382996,19.503404278
248,0.02,0.04,0.02,0.01,0.02,0.03,0.08,0.01,0.01,0.07,0.02,0.02,0.04,0.09,0.02,0.08,0.1,0.02,0.02,0.06,0.08,0.01,0.06,0.03,0.04,0.10579916686,0.00643735030342,16.435204218
249,0.03,0.03,0.17,0.03,0.01,0.02,0.05,0.02,0.05,0.02,0.01,0.03,0.01,0.04,0.05,0.01,0.04,0.03,0.03,0.05,0.01,0.05,0.11,0.03,0.07,0.119373427254,0.00516540554909,23.1101752069
250,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.11,0.1,0.1,0.07,0.01,0.03,0.05,0.05,0.11,0.1,0.01,0.01,0.05,0.04,0.02,0.01,0.01,0.01,0.0863812964303,0.00717486226508,12.0394361925
251,0.04,0.01,0.04,0.04,0.03,0.08,0.05,0.07,0.02,0.01,0.05,0.02,0.05,0.01,0.01,0.05,0.04,0.06,0.01,0.04,0.09,0.03,0.06,0.06,0.03,0.131490347717,0.00607007716324,21.6620553875
252,0.02,0.01,0.11,0.03,0.07,0.06,0.01,0.02,0.06,0.01,0.01,0.04,0.01,0.02,0.06,0.01,0.05,0.06,0.01,0.03,0.09,0.12,0.05,0.03,0.01,0.0847170085385,0.00553113087218,15.3163992132
253,0.08,0.01,0.07,0.01,0.06,0.04,0.03,0.07,0.01,0.07,0.06,0.03,0.02,0.05,0.06,0.07,0.01,0.03,0.02,0.02,0.04,0.06,0.04,0.02,0.02,0.16223110997,0.00634398568896,25.5724268503
254,0.06,0.01,0.01,0.06,0.04,0.03,0.01,0.01,0.02,0.01,0.04,0.06,0.02,0.04,0.07,0.02,0.04,0.12,0.07,0.02,0.02,0.05,0.11,0.01,0.05,0.148829233287,0.00506494314111,29.3841863848
255,0.04,0.01,0.02,0.01,0.02,0.02,0.03,0.04,0.02,0.04,0.05,0.05,0.01,0.06,0.01,0.01,0.05,0.02,0.1,0.05,0.06,0.08,0.11,0.07,0.02,0.134929230462,0.00556527203148,24.2448580589
256,0.11,0.03,0.01,0.01,0.08,0.04,0.01,0.02,0.06,0.05,0.04,0.04,0.04,0.01,0.01,0.08,0.01,0.02,0.01,0.08,0.03,0.11,0.04,0.01,0.05,0.143898063279,0.00595907605812,24.1477138193
257,0.02,0.03,0.02,0.02,0.14,0.02,0.07,0.06,0.01,0.02,0.08,0.07,0.01,0.02,0.02,0.03,0.12,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.13,0.067200331158,0.00669257555501,10.041026897
258,0.02,0.01,0.01,0.02,0.01,0.01,0.14,0.02,0.05,0.1,0.09,0.03,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.04,0.1,0.17,0.01,0.01,0.102318682589,0.00560248777272,18.2630800352
259,0.03,0.03,0.06,0.06,0.03,0.05,0.01,0.07,0.01,0.06,0.04,0.01,0.06,0.03,0.01,0.03,0.02,0.02,0.03,0.03,0.04,0.1,0.03,0.02,0.12,0.121174634582,0.0056989795068,21.2625145322
260,0.01,0.14,0.01,0.07,0.01,0.11,0.04,0.06,0.05,0.01,0.01,0.04,0.03,0.03,0.01,0.01,0.13,0.01,0.06,0.01,0.02,0.02,0.04,0.01,0.06,0.115559141209,0.00632357386754,18.2743403699
261,0.02,0.2,0.03,0.03,0.06,0.01,0.06,0.02,0.01,0.05,0.03,0.01,0.07,0.05,0.05,0.06,0.02,0.03,0.04,0.03,0.04,0.01,0.01,0.03,0.03,0.128987639777,0.00637575031725,20.2309741378
262,0.07,0.01,0.01,0.08,0.01,0.06,0.02,0.19,0.01,0.03,0.01,0.05,0.05,0.04,0.08,0.03,0.02,0.02,0.06,0.02,0.03,0.02,0.02,0.05,0.01,0.193129398686,0.00650873188505,29.6723543229
263,0.03,0.02,0.1,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.03,0.02,0.04,0.08,0.15,0.12,0.03,0.04,0.03,0.05,0.09,0.110409971299,0.00492039509608,22.4392491136
264,0.04,0.01,0.06,0.01,0.02,0.05,0.08,0.05,0.04,0.05,0.06,0.04,0.02,0.02,0.01,0.01,0.03,0.06,0.08,0.04,0.02,0.01,0.05,0.12,0.02,0.146988074135,0.00601606143808,24.432608551
265,0.03,0.02,0.01,0.04,0.01,0.05,0.08,0.02,0.03,0.06,0.09,0.01,0.02,0.01,0.04,0.17,0.06,0.06,0.03,0.01,0.02,0.01,0.01,0.02,0.09,0.0946554545573,0.0066287533029,14.2795259126
266,0.03,0.02,0.01,0.04,0.03,0.06,0.02,0.08,0.14,0.03,0.09,0.02,0.01,0.02,0.05,0.02,0.01,0.05,0.01,0.06,0.02,0.04,0.05,0.04,0.05,0.114459596753,0.00594641394214,19.2485080701
267,0.02,0.02,0.01,0.01,0.15,0.09,0.01,0.04,0.09,0.02,0.01,0.09,0.02,0.03,0.01,0.05,0.05,0.01,0.03,0.05,0.04,0.01,0.04,0.07,0.03,0.101375172861,0.00643805347064,15.7462458682
268,0.01,0.06,0.11,0.01,0.02,0.02,0.03,0.04,0.04,0.04,0.02,0.09,0.01,0.09,0.02,0.02,0.03,0.01,0.04,0.02,0.01,0.04,0.14,0.01,0.07,0.141398167215,0.00564352314945,25.0549459036
269,0.01,0.01,0.09,0.02,0.1,0.03,0.04,0.01,0.01,0.01,0.04,0.05,0.04,0.07,0.09,0.01,0.01,0.01,0.06,0.06,0.07,0.03,0.02,0.09,0.02,0.106975951438,0.00584698018113,18.2959319381
270,0.02,0.07,0.04,0.04,0.01,0.02,0.01,0.05,0.08,0.04,0.03,0.01,0.03,0.02,0.07,0.13,0.02,0.02,0.01,0.11,0.02,0.04,0.04,0.05,0.02,0.0866286828389,0.00609489540589,14.2133173861
271,0.13,0.07,0.06,0.08,0.05,0.02,0.02,0.01,0.04,0.02,0.02,0.03,0.01,0.07,0.06,0.01,0.14,0.01,0.02,0.04,0.03,0.01,0.03,0.01,0.01,0.170309641927,0.00650571766185,26.1784557491
272,0.06,0.1,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.01,0.02,0.07,0.01,0.01,0.06,0.03,0.01,0.05,0.02,0.04,0.09,0.02,0.02,0.03,0.138827298408,0.00629392115115,22.0573621871
273,0.06,0.01,0.02,0.09,0.02,0.04,0.1,0.11,0.01,0.01,0.08,0.05,0.01,0.02,0.03,0.01,0.02,0.02,0.09,0.03,0.01,0.01,0.01,0.08,0.06,0.16772580562,0.00595893444176,28.1469459446
274,0.01,0.04,0.06,0.01,0.11,0.01,0.02,0.02,0.03,0.04,0.1,0.07,0.04,0.01,0.01,0.01,0.12,0.01,0.08,0.03,0.02,0.01,0.08,0.05,0.01,0.0748420289921,0.00677540313208,11.0461366701
275,0.05,0.01,0.04,0.02,0.04,0.03,0.07,0.01,0.01,0.02,0.08,0.04,0.04,0.01,0.03,0.07,0.01,0.14,0.02,0.08,0.03,0.03,0.08,0.02,0.02,0.131396498985,0.00567093028788,23.1701841346
276,0.05,0.07,0.06,0.01,0.01,0.07,0.1,0.01,0.01,0.01,0.01,0.12,0.01,0.09,0.07,0.02,0.01,0.03,0.02,0.04,0.05,0.03,0.05,0.01,0.04,0.172197109021,0.00530549836019,32.4563494946
277,0.06,0.06,0.05,0.05,0.07,0.01,0.03,0.05,0.07,0.03,0.06,0.01,0.02,0.03,0.01,0.01,0.07,0.05,0.01,0.02,0.06,0.01,0.08,0.01,0.07,0.129913158053,0.00618872373875,20.991914252
278,0.02,0.05,0.05,0.03,0.03,0.04,0.05,0.01,0.1,0.08,0.03,0.02,0.01,0.12,0.05,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.03,0.04,0.09,0.139011505436,0.00569213407656,24.4216850071
279,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.1,0.03,0.01,0.02,0.02,0.01,0.09,0.12,0.06,0.04,0.03,0.14,0.01,0.02,0.07,0.01,0.09,0.02,0.125017226678,0.0057635464668,21.6910243368
280,0.1,0.02,0.06,0.01,0.03,0.02,0.01,0.01,0.02,0.03,0.14,0.02,0.05,0.03,0.08,0.03,0.05,0.08,0.01,0.01,0.02,0.04,0.02,0.04,0.07,0.150331574764,0.00628920221385,23.9031231072
281,0.05,0.03,0.03,0.02,0.04,0.04,0.02,0.01,0.04,0.01,0.02,0.02,0.05,0.06,0.08,0.05,0.02,0.04,0.02,0.04,0.02,0.01,0.11,0.1,0.07,0.140831728936,0.00566381165321,24.8651857722
282,0.08,0.02,0.12,0.01,0.01,0.06,0.03,0.08,0.01,0.03,0.01,0.04,0.06,0.02,0.04,0.03,0.01,0.02,0.06,0.17,0.01,0.02,0.03,0.01,0.02,0.164737673007,0.00556423999721,29.6065002748
283,0.01,0.01,0.04,0.02,0.01,0.03,0.03,0.1,0.02,0.03,0.09,0.13,0.14,0.01,0.02,0.01,0.07,0.01,0.08,0.02,0.03,0.02,0.01,0.01,0.05,0.119407967834,0.00655015448081,18.2297941497
284,0.02,0.07,0.04,0.02,0.03,0.01,0.05,0.06,0.04,0.05,0.21,0.05,0.05,0.02,0.02,0.03,0.03,0.03,0.06,0.03,0.02,0.01,0.02,0.01,0.02,0.118878847934,0.00710943937239,16.7212689647
285,0.01,0.09,0.05,0.03,0.05,0.03,0.02,0.03,0.02,0.04,0.03,0.07,0.01,0.01,0.07,0.02,0.08,0.02,0.04,0.04,0.01,0.05,0.05,0.06,0.07,0.0771669866523,0.00560454527395,13.768643642
286,0.02,0.02,0.04,0.01,0.03,0.08,0.08,0.12,0.04,0.01,0.04,0.04,0.05,0.01,0.01,0.04,0.09,0.03,0.01,0.02,0.01,0.08,0.01,0.04,0.07,0.100629131279,0.00632414307406,15.9118998575
287,0.07,0.03,0.02,0.01,0.03,0.02,0.04,0.12,0.02,0.05,0.04,0.01,0.05,0.01,0.03,0.09,0.03,0.04,0.04,0.08,0.01,0.07,0.02,0.01,0.06,0.13463074004,0.00619519373619,21.7314818184
288,0.03,0.01,0.03,0.06,0.05,0.07,0.03,0.02,0.08,0.09,0.02,0.03,0.03,0.04,0.07,0.04,0.07,0.01,0.02,0.04,0.02,0.02,0.02,0.04,0.06,0.100774794719,0.00576614601187,17.4769758711
289,0.04,0.01,0.04,0.03,0.03,0.11,0.01,0.02,0.05,0.01,0.01,0.06,0.04,0.03,0.05,0.05,0.06,0.01,0.04,0.04,0.03,0.05,0.03,0.08,0.07,0.118843932379,0.00564463472726,21.0543176169
290,0.01,0.01,0.06,0.01,0.05,0.09,0.04,0.03,0.07,0.01,0.03,0.01,0.01,0.04,0.02,0.2,0.03,0.03,0.01,0.05,0.01,0.1,0.03,0.04,0.01,0.0854578679153,0.00691796241267,12.3530402187
291,0.05,0.02,0.01,0.06,0.09,0.04,0.04,0.02,0.1,0.07,0.02,0.01,0.03,0.01,0.02,0.07,0.01,0.05,0.1,0.03,0.03,0.01,0.01,0.08,0.02,0.133463194735,0.00593558498972,22.4852638731
292,0.08,0.12,0.01,0.01,0.02,0.01,0.06,0.04,0.04,0.02,0.02,0.04,0.01,0.02,0.01,0.02,0.09,0.04,0.03,0.01,0.01,0.09,0.07,0.06,0.07,0.136875921208,0.00571419451608,23.9536685045
293,0.03,0.08,0.06,0.03,0.02,0.07,0.04,0.07,0.04,0.07,0.01,0.01,0.02,0.06,0.04,0.03,0.02,0.01,0.01,0.02,0.14,0.01,0.04,0.01,0.06,0.142697978476,0.00611286767181,23.3438683998
294,0.07,0.02,0.01,0.02,0.1,0.05,0.07,0.07,0.07,0.04,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.04,0.09,0.02,0.04,0.05,0.09,0.02,0.01,0.153227581799,0.00558383501592,27.4412802961
295,0.03,0.03,0.08,0.04,0.01,0.03,0.02,0.07,0.11,0.02,0.04,0.04,0.02,0.09,0.02,0.06,0.03,0.01,0.03,0.01,0.01,0.02,0.01,0.1,0.07,0.146867001142,0.00643379611414,22.8274254479
296,0.13,0.04,0.02,0.01,0.05,0.04,0.1,0.03,0.01,0.01,0.1,0.06,0.01,0.03,0.04,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.16,0.02,0.198595323411,0.00690879857259,28.7452762336
297,0.01,0.03,0.02,0.07,0.02,0.01,0.07,0.05,0.04,0.05,0.03,0.07,0.01,0.04,0.12,0.01,0.06,0.02,0.02,0.02,0.06,0.06,0.04,0.01,0.06,0.0840499608138,0.00525848377498,15.9836873917
298,0.01,0.01,0.08,0.04,0.01,0.01,0.07,0.02,0.03,0.06,0.1,0.04,0.02,0.08,0.01,0.01,0.01,0.02,0.11,0.02,0.03,0.07,0.06,0.03,0.05,0.135945895356,0.00570300392507,23.8375945629
299,0.01,0.03,0.01,0.04,0.06,0.09,0.05,0.01,0.02,0.05,0.01,0.05,0.03,0.1,0.04,0.05,0.01,0.02,0.09,0.07,0.06,0.04,0.02,0.02,0.02,0.138486882613,0.00562369471413,24.6256046341
300,0.03,0.02,0.02,0.1,0.12,0.03,0.02,0.06,0.03,0.01,0.15,0.01,0.03,0.01,0.04,0.01,0.04,0.03,0.08,0.01,0.04,0.02,0.04,0.01,0.04,0.110880624947,0.00649644189589,17.0679006637
301,0.02,0.01,0.02,0.02,0.05,0.01,0.01,0.02,0.06,0.03,0.05,0.02,0.06,0.07,0.06,0.04,0.08,0.07,0.05,0.04,0.09,0.01,0.02,0.03,0.06,0.0967762153669,0.00609079414872,15.8889322154
302,0.04,0.02,0.11,0.02,0.01,0.01,0.02,0.04,0.01,0.19,0.1,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.07,0.02,0.04,0.08,0.08,0.02,0.120695231372,0.00669211340679,18.0354432204
303,0.03,0.01,0.01,0.06,0.03,0.04,0.09,0.09,0.02,0.05,0.03,0.02,0.05,0.04,0.17,0.04,0.03,0.01,0.02,0.01,0.05,0.02,0.01,0.05,0.02,0.116109283018,0.00567705180411,20.4523909636
304,0.04,0.04,0.04,0.01,0.03,0.04,0.06,0.03,0.06,0.04,0.02,0.01,0.09,0.01,0.03,0.02,0.08,0.03,0.01,0.05,0.01,0.11,0.07,0.03,0.04,0.0953741973274,0.00568876056166,16.7653738092
305,0.04,0.01,0.07,0.01,0.18,0.02,0.03,0.02,0.01,0.09,0.02,0.05,0.05,0.03,0.01,0.01,0.08,0.01,0.02,0.06,0.01,0.01,0.07,0.08,0.01,0.100592129305,0.00677017372389,14.8581311805
306,0.07,0.01,0.08,0.06,0.04,0.01,0.02,0.01,0.08,0.07,0.01,0.02,0.07,0.13,0.01,0.03,0.06,0.03,0.05,0.01,0.01,0.01,0.06,0.03,0.02,0.18780224209,0.00619219264153,30.3288758864
307,0.07,0.01,0.02,0.03,0.02,0.02,0.01,0.13,0.06,0.04,0.05,0.06,0.03,0.04,0.01,0.04,0.02,0.08,0.05,0.01,0.04,0.02,0.11,0.01,0.02,0.186524953085,0.00626780617588,29.7592088605
308,0.02,0.02,0.01,0.01,0.02,0.07,0.01,0.1,0.02,0.01,0.12,0.04,0.07,0.01,0.07,0.02,0.06,0.01,0.01,0.06,0.07,0.01,0.04,0.03,0.09,0.0956175671769,0.00641878881632,14.8965123971
309,0.01,0.02,0.1,0.02,0.02,0.04,0.09,0.05,0.01,0.05,0.01,0.01,0.08,0.02,0.19,0.01,0.03,0.03,0.05,0.03,0.04,0.03,0.02,0.01,0.03,0.0946119017511,0.00515042662527,18.3697213134
310,0.01,0.04,0.01,0.03,0.1,0.01,0.01,0.13,0.04,0.01,0.06,0.06,0.05,0.01,0.02,0.04,0.01,0.02,0.02,0.03,0.13,0.09,0.01,0.01,0.05,0.0900764386811,0.006725038453,13.394189388
311,0.06,0.01,0.03,0.08,0.02,0.05,0.14,0.01,0.01,0.02,0.01,0.03,0.06,0.01,0.08,0.05,0.01,0.01,0.01,0.04,0.03,0.03,0.01,0.05,0.14,0.126644903611,0.00497294939046,25.466758993
312,0.02,0.05,0.05,0.06,0.02,0.01,0.03,0.03,0.02,0.08,0.03,0.08,0.04,0.02,0.11,0.01,0.04,0.01,0.02,0.06,0.07,0.01,0.06,0.04,0.03,0.0984431728059,0.0054368199725,18.1067560272
313,0.02,0.05,0.02,0.05,0.05,0.08,0.05,0.03,0.01,0.01,0.01,0.11,0.04,0.07,0.08,0.06,0.01,0.03,0.06,0.02,0.01,0.02,0.07,0.02,0.02,0.152619924013,0.0054910927598,27.7940895718
314,0.07,0.02,0.07,0.02,0.02,0.14,0.02,0.01,0.09,0.03,0.01,0.03,0.01,0.08,0.03,0.02,0.13,0.02,0.05,0.02,0.01,0.03,0.02,0.01,0.04,0.153531624794,0.0061577293753,24.9331556222
315,0.03,0.04,0.03,0.01,0.03,0.02,0.09,0.1,0.08,0.07,0.02,0.07,0.03,0.03,0.03,0.01,0.06,0.01,0.01,0.01,0.07,0.01,0.02,0.1,0.02,0.122847461992,0.0063612660542,19.3117943732
316,0.08,0.01,0.02,0.01,0.02,0.04,0.12,0.04,0.02,0.04,0.03,0.02,0.02,0.05,0.18,0.01,0.03,0.05,0.04,0.01,0.01,0.05,0.04,0.02,0.04,0.149737109785,0.00499228578052,29.9936975502
317,0.13,0.02,0.06,0.05,0.03,0.07,0.09,0.06,0.07,0.08,0.01,0.04,0.04,0.01,0.01,0.03,0.08,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.193309115738,0.00616297895097,31.3661813997
318,0.07,0.04,0.01,0.01,0.16,0.02,0.02,0.01,0.02,0.04,0.01,0.03,0.01,0.09,0.07,0.1,0.06,0.04,0.05,0.02,0.03,0.02,0.03,0.02,0.02,0.135934894812,0.0067294290347,20.2000636475
319,0.09,0.04,0.01,0.03,0.06,0.01,0.02,0.02,0.02,0.01,0.18,0.06,0.02,0.03,0.01,0.03,0.11,0.01,0.03,0.02,0.08,0.03,0.01,0.05,0.02,0.127214454967,0.00723206500958,17.5903362039
320,0.01,0.02,0.03,0.06,0.01,0.08,0.1,0.01,0.08,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.08,0.1,0.03,0.1,0.03,0.02,0.06,0.03,0.01,0.0923106312163,0.00539665166264,17.1051676089
321,0.01,0.02,0.06,0.12,0.06,0.01,0.05,0.01,0.05,0.03,0.05,0.03,0.04,0.04,0.03,0.08,0.02,0.06,0.01,0.01,0.04,0.01,0.1,0.04,0.02,0.11541541219,0.00601766592329,19.179431637
322,0.04,0.03,0.04,0.01,0.01,0.08,0.01,0.06,0.09,0.11,0.04,0.02,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.06,0.03,0.03,0.08,0.13,0.138250147749,0.00618227863209,22.3623288396
323,0.04,0.03,0.01,0.03,0.05,0.01,0.01,0.05,0.02,0.07,0.03,0.02,0.08,0.06,0.15,0.11,0.01,0.01,0.04,0.03,0.01,0.01,0.02,0.09,0.01,0.125815839448,0.006334124181,19.8631785315
324,0.01,0.08,0.07,0.03,0.02,0.01,0.09,0.01,0.02,0.03,0.02,0.01,0.04,0.06,0.03,0.05,0.04,0.01,0.06,0.06,0.08,0.02,0.08,0.02,0.05,0.111047163423,0.00567628702472,19.5633453593
325,0.01,0.05,0.02,0.01,0.01,0.04,0.07,0.02,0.01,0.02,0.03,0.08,0.03,0.01,0.07,0.02,0.02,0.06,0.03,0.04,0.01,0.09,0.1,0.1,0.05,0.100108413281,0.00514901254568,19.4422546835
326,0.01,0.02,0.18,0.03,0.05,0.06,0.01,0.02,0.05,0.02,0.05,0.01,0.01,0.01,0.07,0.03,0.03,0.01,0.14,0.03,0.06,0.06,0.02,0.01,0.01,0.099642170677,0.00559707521629,17.8025427257
327,0.18,0.02,0.06,0.01,0.02,0.09,0.06,0.04,0.01,0.03,0.02,0.04,0.01,0.03,0.01,0.11,0.01,0.03,0.05,0.02,0.02,0.05,0.06,0.01,0.01,0.25166953462,0.00617180808715,40.777278079
328,0.04,0.02,0.01,0.01,0.06,0.09,0.06,0.06,0.03,0.03,0.06,0.01,0.01,0.04,0.01,0.02,0.11,0.03,0.01,0.08,0.01,0.05,0.01,0.09,0.05,0.100916677785,0.00635239421723,15.8864003609
329,0.06,0.05,0.02,0.11,0.05,0.04,0.12,0.03,0.01,0.05,0.07,0.02,0.03,0.08,0.03,0.01,0.03,0.03,0.01,0.02,0.05,0.04,0.01,0.02,0.01,0.166614272057,0.00587624479112,28.3538684959
330,0.05,0.03,0.02,0.02,0.06,0.04,0.03,0.03,0.01,0.07,0.04,0.09,0.01,0.02,0.04,0.13,0.06,0.01,0.03,0.05,0.01,0.01,0.07,0.02,0.05,0.113506920367,0.0063705989523,17.8173074804
331,0.01,0.04,0.04,0.03,0.01,0.01,0.08,0.01,0.03,0.07,0.02,0.01,0.01,0.02,0.14,0.15,0.02,0.02,0.01,0.07,0.02,0.03,0.1,0.02,0.03,0.0702510850848,0.00577685090828,12.1607924802
