,GOOGL,WFC,FB,BP,EVR,MSFT,RTN,MASI,AOS,CELG,LRCX,INTC,LPX,WRK,WMT,THO,MRO,T,MRK,XOM,JPM,LMT,HSBC,ALGN,JNJ
GOOGL,1.0,0.135080230679,0.734715962711,0.0267608063,0.119092715592,0.658860604824,0.310748142847,0.3248417364,0.391907950609,0.407685521633,0.553382433657,0.290168728405,0.195913966032,0.209606313793,0.00568263836485,0.135547413585,-0.00985663663067,-0.00695706527358,0.113526012898,0.00710810341227,0.208695631628,0.2947700544,0.0735591868024,0.530602780063,0.217329985412
WFC,0.135080230679,1.0,0.15616362545,0.195422941521,0.630971380669,0.218384764078,0.147096135141,0.0866984406577,0.37557244705,0.233891836741,0.251354999846,0.212352589959,0.343101808148,0.419582199808,0.138666732959,0.264105086672,0.2962169106,0.238184564008,0.114315584886,0.353887960836,0.764858685724,0.184295960818,0.593448051386,-0.0516210842904,0.148526239448
FB,0.734715962711,0.15616362545,1.0,0.0681413959791,0.222435368026,0.636472984696,0.258930632856,0.407214278667,0.326325667269,0.347202177196,0.591473185245,0.44221865222,0.242644088921,0.261782586184,0.0900571534028,0.23505961373,-0.00325029227567,0.166791565481,0.220419624271,0.0249354812059,0.208820613204,0.236871912032,0.113563639565,0.433057235395,0.193823858241
BP,0.0267608063,0.195422941521,0.0681413959791,1.0,0.272875705335,0.110358533204,0.100529675587,0.084731755214,0.133284168473,-0.00100896446233,0.0109649445509,0.232365131883,0.10964511171,0.122812910445,0.0308198972671,0.195364271092,0.510451008461,0.218039435719,0.171040163265,0.55224809407,0.262767816148,0.0660293604752,0.266912302179,-0.0269102811679,0.133763376004
EVR,0.119092715592,0.630971380669,0.222435368026,0.272875705335,1.0,0.21817901468,0.157033150248,0.108318073556,0.196446708794,0.238194805168,0.286220155878,0.166984527185,0.38505761698,0.444345503437,0.075902812534,0.361377109054,0.29766135241,0.282117759965,0.1441432367,0.299634746631,0.627079511032,0.180031333497,0.386629404075,0.0115430255018,0.146751696371
MSFT,0.658860604824,0.218384764078,0.636472984696,0.110358533204,0.21817901468,1.0,0.292933701462,0.374079715339,0.484602148154,0.396886617125,0.60859712414,0.449341978025,0.256249248876,0.314331132619,0.0188307849393,0.354229676983,0.037401376333,0.047818534059,0.122549830632,0.0135695590985,0.230710610378,0.324878968086,0.176612758664,0.305589244957,0.262720786848
RTN,0.310748142847,0.147096135141,0.258930632856,0.100529675587,0.157033150248,0.292933701462,1.0,0.175143701661,0.424094184238,0.188364622548,0.199002578569,0.352780554325,0.0907603040669,0.235468272248,0.19518484538,0.0197811594662,0.0311570906201,0.112647197814,0.135547395138,0.0358490731707,0.196554304091,0.754268645683,0.066251354426,0.253173821234,0.217602190154
MASI,0.3248417364,0.0866984406577,0.407214278667,0.084731755214,0.108318073556,0.374079715339,0.175143701661,1.0,0.223747562795,0.184486542823,0.336911346516,0.258414195617,0.146463868889,0.19327608153,0.0466407845453,0.176075045067,-0.0274002427922,0.0558401282364,0.10334198742,0.08133703193,0.161873409859,0.212551682231,-0.065845027881,0.0304758500784,0.0624295332907
AOS,0.391907950609,0.37557244705,0.326325667269,0.133284168473,0.196446708794,0.484602148154,0.424094184238,0.223747562795,1.0,0.289347693001,0.375364831748,0.364126667037,0.297181609489,0.489338964738,0.0439623124533,0.213533536597,0.0814767025939,0.05051289182,0.133880665602,0.0431929708333,0.387939383453,0.404956007868,0.296638863975,0.254451903565,0.265305003059
CELG,0.407685521633,0.233891836741,0.347202177196,-0.00100896446233,0.238194805168,0.396886617125,0.188364622548,0.184486542823,0.289347693001,1.0,0.380060174855,0.232238897515,0.412060395742,0.208762258052,0.0909967543194,0.25659443389,0.0362145827119,0.0790248531203,0.280606437392,0.0224786451223,0.303602378339,0.246881958393,0.198704311957,0.295175862086,0.346850531423
LRCX,0.553382433657,0.251354999846,0.591473185245,0.0109649445509,0.286220155878,0.60859712414,0.199002578569,0.336911346516,0.375364831748,0.380060174855,1.0,0.364825699158,0.340006984364,0.359458999646,0.112094414819,0.323039568941,-0.0809396911675,0.116260489944,0.0642128539956,0.00636070405529,0.18748813501,0.251190435112,0.144621226645,0.271057296515,0.20338591458
INTC,0.290168728405,0.212352589959,0.44221865222,0.232365131883,0.166984527185,0.449341978025,0.352780554325,0.258414195617,0.364126667037,0.232238897515,0.364825699158,1.0,0.148021699904,0.243440543029,0.250344808556,0.151015901104,0.0579018811636,0.170466631178,0.214248717966,0.082728303694,0.256374030417,0.352790278776,0.126639893769,0.0498903213465,0.166484871812
LPX,0.195913966032,0.343101808148,0.242644088921,0.10964511171,0.38505761698,0.256249248876,0.0907603040669,0.146463868889,0.297181609489,0.412060395742,0.340006984364,0.148021699904,1.0,0.367490619725,-0.0062277335874,0.287042947001,0.269106995197,0.0941526383,0.172899281576,0.280273507601,0.324265928585,0.136022939951,0.197811133738,0.0206619753126,0.161472517137
WRK,0.209606313793,0.419582199808,0.261782586184,0.122812910445,0.444345503437,0.314331132619,0.235468272248,0.19327608153,0.489338964738,0.208762258052,0.359458999646,0.243440543029,0.367490619725,1.0,-0.00852379416275,0.28522484283,0.0378615682141,0.157725144722,0.252557123902,0.256697309497,0.477653913497,0.231559248713,0.298007459549,0.0184413952875,0.0434318848625
WMT,0.00568263836485,0.138666732959,0.0900571534028,0.0308198972671,0.075902812534,0.0188307849393,0.19518484538,0.0466407845453,0.0439623124533,0.0909967543194,0.112094414819,0.250344808556,-0.0062277335874,-0.00852379416275,1.0,0.0418704469354,0.0102132175103,0.152585743154,0.137136157464,-0.0257998444451,0.101324282151,0.121338864024,0.0239991267271,0.0199697646494,-0.0709658823159
THO,0.135547413585,0.264105086672,0.23505961373,0.195364271092,0.361377109054,0.354229676983,0.0197811594662,0.176075045067,0.213533536597,0.25659443389,0.323039568941,0.151015901104,0.287042947001,0.28522484283,0.0418704469354,1.0,0.177923120378,0.170334875407,0.195547139189,0.267093750739,0.337077700257,0.0285053650028,0.22566555427,0.047557428507,0.0837513188487
MRO,-0.00985663663067,0.2962169106,-0.00325029227567,0.510451008461,0.29766135241,0.037401376333,0.0311570906201,-0.0274002427922,0.0814767025939,0.0362145827119,-0.0809396911675,0.0579018811636,0.269106995197,0.0378615682141,0.0102132175103,0.177923120378,1.0,0.0772204243957,0.100821997362,0.552226431662,0.310196925004,0.0319072767932,0.148683464259,-0.0951121210946,0.0832954987239
T,-0.00695706527358,0.238184564008,0.166791565481,0.218039435719,0.282117759965,0.047818534059,0.112647197814,0.0558401282364,0.05051289182,0.0790248531203,0.116260489944,0.170466631178,0.0941526383,0.157725144722,0.152585743154,0.170334875407,0.0772204243957,1.0,0.258087740842,0.226344945416,0.250886327817,0.146698930173,0.144373873056,-0.0474083616395,0.0889617996811
MRK,0.113526012898,0.114315584886,0.220419624271,0.171040163265,0.1441432367,0.122549830632,0.135547395138,0.10334198742,0.133880665602,0.280606437392,0.0642128539956,0.214248717966,0.172899281576,0.252557123902,0.137136157464,0.195547139189,0.100821997362,0.258087740842,1.0,0.19781257488,0.172487777687,0.0991078918806,-0.014818541842,0.0675689974934,0.402776889031
