,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.299002408347,0.156606410711,0.51727416644,51.080002,58.2467,0.00949814285251
1,BP,2017-03-01,2017-09-19,0.165738529936,0.0890330535986,0.112702200356,34.23,36.939999,0.00929392400557
2,CELG,2017-03-01,2017-09-19,0.297327654421,0.155776841458,0.148663827211,123.699997,142.75,0.0119603179603
3,EVR,2017-03-01,2017-09-19,-0.0711642577404,-0.0402263341209,-0.140905230326,81.599998,76.349998,0.0145437415234
4,FB,2017-03-01,2017-09-19,0.52926041635,0.266489692087,0.190533749886,137.419998,171.660004,0.00978606336045
5,GOOGL,2017-03-01,2017-09-19,0.201683427914,0.107582905984,0.0988248796781,856.75,935.830017,0.00991319693853
6,HSBC,2017-03-01,2017-09-19,0.427133028085,0.218729533964,0.619342890723,40.84,49.114799,0.00920575662084
7,INTC,2017-03-01,2017-09-19,0.0499214704975,0.0274640323905,0.019469373494,35.93,37.194199,0.00902170543109
8,JNJ,2017-03-01,2017-09-19,0.198051155822,0.105719712836,0.00198051155822,123.860001,135.130005,0.00707720176824
9,LMT,2017-03-01,2017-09-19,0.286317841035,0.150311384778,0.481013972938,268.380005,306.649994,0.00690116104272
10,LPX,2017-03-01,2017-09-19,0.300469011429,0.157332485157,0.369576884057,23.940001,27.2899,0.0136420745386
11,LRCX,2017-03-01,2017-09-19,1.05760403623,0.493757427925,0.105760403623,119.669998,177.070007,0.0165853577056
12,MASI,2017-03-01,2017-09-19,-0.10127702124,-0.0576582441605,-0.00405108084962,92.779999,85.150002,0.01981181211
13,MRK,2017-03-01,2017-09-19,-0.00136450494952,-0.0007591164069,-0.00110524900911,66.209999,65.82,0.00737742744461
14,MSFT,2017-03-01,2017-09-19,0.348825165898,0.181072241325,0.198830344562,64.940002,75.565002,0.00851928900236
15,RTN,2017-03-01,2017-09-19,0.373000935407,0.192799235529,0.167850420933,154.570007,183.869995,0.00748743254047
16,SPY,2017-03-01,2017-09-19,0.104104663597,0.056624518727,0.128048736224,239.779999,249.860001,0.0048174591959
17,T,2017-03-01,2017-09-19,-0.154734190838,-0.0892558006878,-0.125334694578,42.040001,38.060001,0.00963625223748
18,THO,2017-03-01,2017-09-19,0.0485364125932,0.0267099711243,0.0397998583265,113.550003,113.779999,0.0185205342259
