,lsxma,chtr,lyb,sbac,adsk,cmcsa,avgo,dspg,px,pcln,low,goog,lbrdk,mar,mpc,mgm,fb,bud,unp,dltr,crc,wlk,aap,stz
lsxma,1.0,0.379951442197,0.170722021245,-0.0597976262369,0.223699937485,0.220722861541,0.175105971435,0.140293859861,0.117080606174,0.303576674241,0.0635447924415,0.2030718715,0.376145130382,0.282973821703,0.224573308432,0.160468784586,0.417997517946,0.261654315296,0.129824127976,0.128382723233,0.147506019329,0.173819299085,0.104294719723,0.0756324314572
chtr,0.379951442197,1.0,0.279269724153,0.0550679656268,0.123103565907,0.600375341886,0.165555557688,0.0942555860538,0.127350598075,0.0946631795015,0.170896163409,0.10424061974,0.931350158731,0.228625097574,0.0722226135926,0.202129096506,0.290746861688,0.19266819689,0.153520404054,0.100746753144,0.108118626306,0.196909470173,0.072272758505,0.0718492155624
lyb,0.170722021245,0.279269724153,1.0,0.0675839336752,0.233073170924,0.261448365658,0.22993316576,0.251350961455,0.58468290284,0.131978883004,0.277329722545,0.0228081087119,0.297995085893,0.247715311794,0.421114331599,0.281687002395,0.170170766575,0.124758262499,0.54084365423,0.204476568517,0.4376321098,0.728580564209,0.0793998525779,0.0692465688954
sbac,-0.0597976262369,0.0550679656268,0.0675839336752,1.0,0.130625553281,0.0363076258758,-0.00488501931,0.158669102223,0.0839941344813,0.0333506657169,0.0485488300344,0.012818374905,0.0722803040268,-0.0379785527495,0.0653473022936,-0.0615190289804,-0.030854255066,0.0805312825218,0.0390901348767,0.115138959869,0.0405281772973,0.0658324568797,0.088921941766,0.195841737396
adsk,0.223699937485,0.123103565907,0.233073170924,0.130625553281,1.0,0.227968602351,0.336188947225,0.154022393842,0.245909757828,0.32187371488,0.195869602784,0.415860821702,0.171549092877,0.394698055336,0.225406612445,0.348272196024,0.391641819367,0.124891929903,0.248813020118,0.167574599213,0.164931794279,0.297235397808,0.0435932571067,0.216740471884
cmcsa,0.220722861541,0.600375341886,0.261448365658,0.0363076258758,0.227968602351,1.0,0.275988078505,0.147620542383,0.236770943332,0.114758552438,0.188940242024,0.179893617197,0.611423907524,0.313990309601,0.215900394485,0.275986629333,0.258536485906,-0.00997088824434,0.29316333685,0.135053967012,0.197529020419,0.26918312175,0.129216647096,0.102750437867
avgo,0.175105971435,0.165555557688,0.22993316576,-0.00488501931,0.336188947225,0.275988078505,1.0,0.09574628112,0.340891288388,0.424998917878,0.0801126668023,0.518098451227,0.236045063397,0.361155130553,0.143616099141,0.306938994121,0.583113262985,0.0893953705097,0.34828002412,0.0322291268374,0.0208779451191,0.323284504953,-0.082080076362,0.0783543509092
dspg,0.140293859861,0.0942555860538,0.251350961455,0.158669102223,0.154022393842,0.147620542383,0.09574628112,1.0,0.2362713442,0.161619281139,0.25917866956,0.147309165294,0.118501891094,0.179113617566,0.210626551186,0.167961199327,0.179926805033,0.158116104987,0.221377409627,0.192605037136,0.117891879643,0.299786952656,0.222484840133,0.0218183925891
px,0.117080606174,0.127350598075,0.58468290284,0.0839941344813,0.245909757828,0.236770943332,0.340891288388,0.2362713442,1.0,0.225043920039,0.279379820722,0.240515430026,0.169891297378,0.277148327259,0.400830940562,0.33177553891,0.205923906546,0.188676038888,0.510687100891,0.216536567285,0.323400103552,0.51128001572,0.0654607454259,0.0807382737365
pcln,0.303576674241,0.0946631795015,0.131978883004,0.0333506657169,0.32187371488,0.114758552438,0.424998917878,0.161619281139,0.225043920039,1.0,0.0437283705861,0.523524095524,0.156510687112,0.36971757817,0.226224830776,0.371988276588,0.529500229953,0.275363964237,0.208855909263,0.179735173141,-0.0302835549673,0.0776260930708,-0.0522104741508,0.170276752165
low,0.0635447924415,0.170896163409,0.277329722545,0.0485488300344,0.195869602784,0.188940242024,0.0801126668023,0.25917866956,0.279379820722,0.0437283705861,1.0,0.0943879877639,0.163058295199,0.256798568201,0.265128388294,0.123854416776,0.126149550212,0.165251600447,0.316919651271,0.337173896373,0.186390828995,0.39313923119,0.378890517638,0.0912198575259
goog,0.2030718715,0.10424061974,0.0228081087119,0.012818374905,0.415860821702,0.179893617197,0.518098451227,0.147309165294,0.240515430026,0.523524095524,0.0943879877639,1.0,0.173581677916,0.32491370688,0.129760338546,0.443579794768,0.730118173057,0.188600808302,0.275270981491,-0.000466288269889,-0.0122626475062,0.107715028394,-0.109673950673,0.0952518359306
lbrdk,0.376145130382,0.931350158731,0.297995085893,0.0722803040268,0.171549092877,0.611423907524,0.236045063397,0.118501891094,0.169891297378,0.156510687112,0.163058295199,0.173581677916,1.0,0.23930034138,0.0999619082602,0.214453965645,0.353132348865,0.213783402814,0.206046799613,0.171911592025,0.104310224734,0.221477482511,0.140074651367,0.0933183501652
mar,0.282973821703,0.228625097574,0.247715311794,-0.0379785527495,0.394698055336,0.313990309601,0.361155130553,0.179113617566,0.277148327259,0.36971757817,0.256798568201,0.32491370688,0.23930034138,1.0,0.272008739337,0.340874658292,0.41532888042,0.178208261797,0.29495344325,0.207914274963,0.0645877629552,0.240730107844,0.0722886064609,-0.00360340870312
