,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,ALGN,2017-03-01,2017-09-20,1.94330807573,0.82824047629,3.8671830707,103.830002,187.869995,0.0194479340512
1,AOS,2017-03-01,2017-09-20,0.31305305454,0.164416160357,0.046957958181,51.080002,58.639999,0.0094664067465
2,BP,2017-03-01,2017-09-20,0.187186010262,0.100648649802,0.267675994674,34.23,37.334,0.00929846736832
3,CELG,2017-03-01,2017-09-20,0.307878472488,0.161849224162,0.0554181250479,123.699997,143.5,0.0119204048518
4,EVR,2017-03-01,2017-09-20,-0.059365328997,-0.0336266863497,-0.0860797270457,81.599998,76.875,0.0145034515108
5,FB,2017-03-01,2017-09-20,0.531491719024,0.268998147285,0.297635362653,137.419998,172.0,0.00979802077674
6,GOOGL,2017-03-01,2017-09-20,0.219327554069,0.117205010853,0.34873081097,856.75,943.960022,0.00989944868673
7,HSBC,2017-03-01,2017-09-20,0.421804316251,0.217369782069,0.181375855988,40.84,49.060001,0.00920132986717
8,INTC,2017-03-01,2017-09-20,0.0328555656861,0.0182320436952,0.0312127874018,35.93,36.860001,0.0090343146945
9,JNJ,2017-03-01,2017-09-20,0.15765746651,0.0852631215552,0.132432271868,123.860001,132.630005,0.00724555927114
10,JPM,2017-03-01,2017-09-20,0.0885313484861,0.0485532316745,0.0938432293953,93.599998,95.019897,0.0103111960116
11,LMT,2017-03-01,2017-09-20,0.288781946654,0.152337073225,0.294557585587,268.380005,307.190002,0.00686215982581
12,LPX,2017-03-01,2017-09-20,0.34428070411,0.179813401187,0.0172140352055,23.940001,27.82,0.0136520058751
13,LRCX,2017-03-01,2017-09-20,0.94244098715,0.44929982749,0.622011051519,119.669998,171.800003,0.0167566939481
14,MASI,2017-03-01,2017-09-20,-0.0953197418649,-0.0544488595125,-0.137260428285,92.779999,85.440002,0.0197380664337
15,MRK,2017-03-01,2017-09-20,-0.0111095399992,-0.0062244417994,-0.0115539215992,66.209999,65.459999,0.00737479859029
16,MRO,2017-03-01,2017-09-20,-0.358833725176,-0.2199625,-0.233241921365,16.450001,12.4806,0.0229227082834
17,MSFT,2017-03-01,2017-09-20,0.323814859824,0.1697404814,0.323814859824,64.940002,74.839996,0.00851911577335
18,RTN,2017-03-01,2017-09-20,0.378883320953,0.196691587286,0.102298496657,154.570007,184.470001,0.0074742859955
19,T,2017-03-01,2017-09-20,-0.141669402637,-0.0818378061297,-0.229504432272,42.040001,38.369999,0.00966851183125
20,THO,2017-03-01,2017-09-20,0.055061215674,0.0304096913914,0.0969077395863,113.550003,114.190002,0.0184735052785
21,WFC,2017-03-01,2017-09-20,-0.123472611509,-0.0710090001553,-0.107421172013,59.73,53.77,0.0109844748314
22,WMT,2017-03-01,2017-09-20,0.243845472097,0.129705301001,0.358452843983,70.449997,80.129997,0.00882144888135
23,WRK,2017-03-01,2017-09-20,0.151612750178,0.082092329075,0.154645005181,54.560001,58.130001,0.0133619112212
24,XOM,2017-03-01,2017-09-20,-0.0168783110896,-0.00946872848008,-0.0209291057511,83.019997,80.550003,0.00744303508279
