,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.458568623902,0.586316776788,0.509236993286,0.454909096199,0.437478846261,0.47665973914,0.371774516703,0.430684012551,0.626216874166,0.64196430376,0.342769149487,0.327006481889,0.342385221225,0.393508179619,0.551877269928,0.505353878235,0.677476809422,0.570188319887
HSBC,0.458568623902,1.0,0.0750491535828,0.120760458984,0.200767672949,0.0736656915293,0.113098715153,-0.0660100249538,0.220524377615,0.106522045289,0.295086693552,0.141004402079,0.271108071372,-0.0220693101719,0.159626294575,0.389442429352,0.195042433222,0.173791195914,0.138704507875
GOOGL,0.586316776788,0.0750491535828,1.0,0.296700488158,0.190672580719,0.311002941545,0.293637801763,0.324960310331,0.134939132148,0.739052431214,0.39002120197,-0.0130458312044,0.0209048458491,0.117358299543,0.236842524356,0.117185811912,0.406501337232,0.668379627802,0.57181748688
INTC,0.509236993286,0.120760458984,0.296700488158,1.0,0.156032873081,0.363171960779,0.35940146703,0.260177067437,0.146559280601,0.439331972518,0.365712985185,0.172323091257,0.241583163399,0.206090859046,0.148702469738,0.171168630558,0.230695968155,0.444871725339,0.355810718495
LPX,0.454909096199,0.200767672949,0.190672580719,0.156032873081,1.0,0.0872920744434,0.131126397765,0.14687403789,0.289586006103,0.244956634498,0.296314379152,0.0863286448977,0.101399795126,0.181392142107,0.187311845933,0.383163288602,0.413221598646,0.265590886741,0.360945654069
RTN,0.437478846261,0.0736656915293,0.311002941545,0.363171960779,0.0872920744434,1.0,0.754691580345,0.174236817335,0.0218794761003,0.267131891119,0.42393201009,0.119421834601,0.098846499158,0.139917820592,0.236584562855,0.15654793315,0.188880907102,0.301444631292,0.210989345028
LMT,0.47665973914,0.113098715153,0.293637801763,0.35940146703,0.131126397765,0.754691580345,1.0,0.210301712453,0.0261985468352,0.239539006378,0.40024660852,0.150195852473,0.0639875999954,0.098875608297,0.232148683619,0.179341572541,0.242736360972,0.332091275219,0.26057150219
MASI,0.371774516703,-0.0660100249538,0.324960310331,0.260177067437,0.14687403789,0.174236817335,0.210301712453,1.0,0.17714757686,0.409674216373,0.224276249908,0.0556222971337,0.0843946117112,0.104912462225,0.0659236027532,0.107964111094,0.185257856245,0.375517008683,0.342688656161
THO,0.430684012551,0.220524377615,0.134939132148,0.146559280601,0.289586006103,0.0218794761003,0.0261985468352,0.17714757686,1.0,0.230386563286,0.213710769522,0.164117184196,0.1958777023,0.194612235005,0.0803724356852,0.361678766692,0.256155097675,0.351794622946,0.323872849235
FB,0.626216874166,0.106522045289,0.739052431214,0.439331972518,0.244956634498,0.267131891119,0.239539006378,0.409674216373,0.230386563286,1.0,0.325328738226,0.158732646782,0.0685338591408,0.216517952354,0.190348051395,0.224024314348,0.344710495803,0.638012514068,0.596455454601
AOS,0.64196430376,0.295086693552,0.39002120197,0.365712985185,0.296314379152,0.42393201009,0.40024660852,0.224276249908,0.213710769522,0.325328738226,1.0,0.0440060570432,0.130432725342,0.136433497902,0.277152893972,0.19508622418,0.289358980739,0.486741271945,0.383844422234
T,0.342769149487,0.141004402079,-0.0130458312044,0.172323091257,0.0863286448977,0.119421834601,0.150195852473,0.0556222971337,0.164117184196,0.158732646782,0.0440060570432,1.0,0.212874267967,0.259158136154,0.10032961818,0.28220407797,0.072114323959,0.0530832925373,0.125845490175
BP,0.327006481889,0.271108071372,0.0209048458491,0.241583163399,0.101399795126,0.098846499158,0.0639875999954,0.0843946117112,0.1958777023,0.0685338591408,0.130432725342,0.212874267967,1.0,0.17789193907,0.157963979277,0.270901251991,-0.00321694210868,0.11959192413,0.0256279222667
MRK,0.342385221225,-0.0220693101719,0.117358299543,0.206090859046,0.181392142107,0.139917820592,0.098875608297,0.104912462225,0.194612235005,0.216517952354,0.136433497902,0.259158136154,0.17789193907,1.0,0.395665349457,0.146762211215,0.282055601156,0.113851781184,0.0514784177247
JNJ,0.393508179619,0.159626294575,0.236842524356,0.148702469738,0.187311845933,0.236584562855,0.232148683619,0.0659236027532,0.0803724356852,0.190348051395,0.277152893972,0.10032961818,0.157963979277,0.395665349457,1.0,0.159046969122,0.356309500694,0.248371986622,0.17241692011
EVR,0.551877269928,0.389442429352,0.117185811912,0.171168630558,0.383163288602,0.15654793315,0.179341572541,0.107964111094,0.361678766692,0.224024314348,0.19508622418,0.28220407797,0.270901251991,0.146762211215,0.159046969122,1.0,0.237338147849,0.222854354694,0.296313948601
CELG,0.505353878235,0.195042433222,0.406501337232,0.230695968155,0.413221598646,0.188880907102,0.242736360972,0.185257856245,0.256155097675,0.344710495803,0.289358980739,0.072114323959,-0.00321694210868,0.282055601156,0.356309500694,0.237338147849,1.0,0.396470147771,0.385310988711
MSFT,0.677476809422,0.173791195914,0.668379627802,0.444871725339,0.265590886741,0.301444631292,0.332091275219,0.375517008683,0.351794622946,0.638012514068,0.486741271945,0.0530832925373,0.11959192413,0.113851781184,0.248371986622,0.222854354694,0.396470147771,1.0,0.603660693447
LRCX,0.570188319887,0.138704507875,0.57181748688,0.355810718495,0.360945654069,0.210989345028,0.26057150219,0.342688656161,0.323872849235,0.596455454601,0.383844422234,0.125845490175,0.0256279222667,0.0514784177247,0.17241692011,0.296313948601,0.385310988711,0.603660693447,1.0
