,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.297531093449,0.15587763789,0.184469277938,51.080002,58.209999,0.00949907156404
1,BP,2017-03-01,2017-09-19,0.164603883764,0.0884434014412,0.0757177865313,34.23,36.919998,0.00929099021556
2,CELG,2017-03-01,2017-09-19,0.294061381463,0.154157563693,0.270536470946,123.699997,142.550003,0.0119623441187
3,EVR,2017-03-01,2017-09-19,-0.0695229553178,-0.0392834680346,-0.125836549125,81.599998,76.425003,0.0145459790639
4,FB,2017-03-01,2017-09-19,0.528459557055,0.266120775143,0.840250695718,137.419998,171.610001,0.00978438126492
5,GOOGL,2017-03-01,2017-09-19,0.199767740409,0.106600555959,0.345598190908,856.75,935.0,0.00990977273119
6,HSBC,2017-03-01,2017-09-19,0.428805429059,0.219523628276,0.158658008752,40.84,49.146801,0.0092099538935
7,INTC,2017-03-01,2017-09-19,0.0473243875966,0.0260497506616,0.0293411203099,35.93,37.143002,0.00901696160729
8,JNJ,2017-03-01,2017-09-19,0.19725902474,0.105313052167,0.0118355414844,123.860001,135.080307,0.00707822679686
9,LMT,2017-03-01,2017-09-19,0.288619101762,0.151455480415,0.279960528709,268.380005,306.954987,0.00691036363992
10,LPX,2017-03-01,2017-09-19,0.300906029036,0.157548770144,0.0,23.940001,27.295,0.0136422610218
11,LRCX,2017-03-01,2017-09-19,1.04789842411,0.489834608657,0.0628739054467,119.669998,176.604996,0.0165917288226
12,MASI,2017-03-01,2017-09-19,-0.10089751116,-0.0574369515556,-0.015134626674,92.779999,85.169998,0.0198113584069
13,MRK,2017-03-01,2017-09-19,-0.00409084300044,-0.00227724295078,-0.00560445491061,66.209999,65.720001,0.00738234090311
14,MSFT,2017-03-01,2017-09-19,0.346739662547,0.180056267584,0.613729202708,64.940002,75.5,0.00851657513933
15,RTN,2017-03-01,2017-09-19,0.374760449739,0.193649135011,0.048718858466,154.570007,184.001007,0.00748888521145
16,SPY,2017-03-01,2017-09-19,0.103475520887,0.0562896178953,0.0538072708614,239.779999,249.780807,0.00481745875395
17,T,2017-03-01,2017-09-19,-0.153256167736,-0.0883704453608,-0.206895826444,42.040001,38.097,0.00964959011948
18,THO,2017-03-01,2017-09-19,0.0485678787542,0.0267271070204,0.0237982605896,113.550003,113.781898,0.0185205207074
