,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26432975591e-05,2.08872538601e-05,2.76503766813e-05,2.21134400258e-05,2.95340318398e-05,1.55025290667e-05,1.53081703034e-05,3.50604474527e-05,3.79050152519e-05,2.9136066875e-05,2.90647425562e-05,1.58345056524e-05,1.42447519319e-05,1.16434618131e-05,1.29328374671e-05,3.83271061386e-05,2.87717821234e-05,2.77294110597e-05,4.51265737479e-05
HSBC,2.08872538601e-05,8.47687381861e-05,8.35886290133e-06,1.08915019979e-05,2.75782869081e-05,5.40008889425e-06,6.85227292594e-06,-9.53580084993e-06,4.10210917857e-05,1.22955333277e-05,2.59754501828e-05,1.49229453549e-05,2.14828993624e-05,-3.89071525909e-07,1.07313707668e-05,5.5095505313e-05,2.26689095282e-05,1.61454904426e-05,2.63404434428e-05
GOOGL,2.76503766813e-05,8.35886290133e-06,9.8125169824e-05,2.63251525904e-05,2.5676313931e-05,2.3410969487e-05,1.92660793413e-05,6.3880804255e-05,2.45863518567e-05,7.15239671258e-05,3.70002496816e-05,-4.95498344914e-07,2.76872583614e-06,8.54171320562e-06,1.63184958335e-05,1.65393605885e-05,4.82665812727e-05,5.66503554549e-05,9.40325266274e-05
INTC,2.21134400258e-05,1.08915019979e-05,2.63251525904e-05,8.12819610648e-05,1.88630547516e-05,2.43608804939e-05,2.18661346509e-05,5.17919435729e-05,2.54901063505e-05,3.94940595998e-05,3.07291361888e-05,1.74365673904e-05,2.13587760648e-05,1.33682215599e-05,9.17625299706e-06,2.20887983479e-05,2.48445613963e-05,3.49989867006e-05,5.44626986661e-05
LPX,2.95340318398e-05,2.75782869081e-05,2.5676313931e-05,1.88630547516e-05,0.000186086679959,8.84394146227e-06,1.21867106368e-05,3.97972965079e-05,7.31129089535e-05,3.25429821501e-05,3.8283926975e-05,1.02317138641e-05,1.21208101612e-05,1.73843057822e-05,1.79146322586e-05,7.69492128432e-05,6.74954956002e-05,3.11564645597e-05,8.18449353333e-05
RTN,1.55025290667e-05,5.40008889425e-06,2.3410969487e-05,2.43608804939e-05,8.84394146227e-06,5.61169469521e-05,3.88475514497e-05,2.57463935312e-05,3.4782992836e-06,1.96182662253e-05,2.96428750301e-05,8.96863589433e-06,4.8286763681e-06,7.61072941851e-06,1.26224123344e-05,1.71836009184e-05,1.73651670598e-05,1.99366924939e-05,2.71405971154e-05
LMT,1.53081703034e-05,6.85227292594e-06,1.92660793413e-05,2.18661346509e-05,1.21867106368e-05,3.88475514497e-05,4.77334807908e-05,2.78765320781e-05,2.91040480396e-06,1.55057331034e-05,2.52331182732e-05,9.94627297832e-06,3.54172646977e-06,4.51311364476e-06,1.12601557204e-05,1.89635880869e-05,1.99265098056e-05,1.90441084582e-05,2.86280000976e-05
MASI,3.50604474527e-05,-9.53580084993e-06,6.3880804255e-05,5.17919435729e-05,3.97972965079e-05,2.57463935312e-05,2.78765320781e-05,0.000392507899081,6.50039871458e-05,7.94057217737e-05,4.22660211392e-05,1.28720984606e-05,1.75353605182e-05,1.36467028331e-05,9.4388502489e-06,3.19712018242e-05,4.39060578581e-05,6.41008520373e-05,0.000112546077153
THO,3.79050152519e-05,4.10210917857e-05,2.45863518567e-05,2.54901063505e-05,7.31129089535e-05,3.4782992836e-06,2.91040480396e-06,6.50039871458e-05,0.000343150800583,4.13641626672e-05,3.7899556702e-05,2.91110136795e-05,3.19389590943e-05,2.59229064191e-05,1.10257263461e-05,9.73038970604e-05,5.58503838915e-05,5.5698237767e-05,9.92495812337e-05
FB,2.9136066875e-05,1.22955333277e-05,7.15239671258e-05,3.94940595998e-05,3.25429821501e-05,1.96182662253e-05,1.55057331034e-05,7.94057217737e-05,4.13641626672e-05,9.55958387361e-05,2.97324805703e-05,1.60270261258e-05,6.78116439542e-06,1.52273179523e-05,1.31152921872e-05,3.16773783852e-05,4.03826121655e-05,5.37176992633e-05,9.69594579831e-05
AOS,2.90647425562e-05,2.59754501828e-05,3.70002496816e-05,3.07291361888e-05,3.8283926975e-05,2.96428750301e-05,2.52331182732e-05,4.22660211392e-05,3.7899556702e-05,2.97324805703e-05,9.02323605787e-05,3.66602630944e-06,1.34915544403e-05,7.67375188717e-06,1.81606230913e-05,2.77177254606e-05,3.3451057887e-05,3.94902852948e-05,6.13007660996e-05
T,1.58345056524e-05,1.49229453549e-05,-4.95498344914e-07,1.74365673904e-05,1.02317138641e-05,8.96863589433e-06,9.94627297832e-06,1.28720984606e-05,2.91110136795e-05,1.60270261258e-05,3.66602630944e-06,9.32082702388e-05,1.74249899182e-05,2.01739487453e-05,6.80270424668e-06,3.55977169185e-05,9.00519727375e-06,5.69919239534e-06,1.78478908369e-05
BP,1.42447519319e-05,2.14828993624e-05,2.76872583614e-06,2.13587760648e-05,1.21208101612e-05,4.8286763681e-06,3.54172646977e-06,1.75353605182e-05,3.19389590943e-05,6.78116439542e-06,1.34915544403e-05,1.74249899182e-05,8.64058740998e-05,1.00191372589e-05,1.02393827026e-05,3.65118101674e-05,6.59999062596e-08,9.40772195915e-06,6.00092246092e-06
MRK,1.16434618131e-05,-3.89071525909e-07,8.54171320562e-06,1.33682215599e-05,1.73843057822e-05,7.61072941851e-06,4.51311364476e-06,1.36467028331e-05,2.59229064191e-05,1.52273179523e-05,7.67375188717e-06,2.01739487453e-05,1.00191372589e-05,5.44777713816e-05,1.91710031282e-05,1.45065489631e-05,2.45783238006e-05,7.03929640632e-06,5.50975431798e-06
JNJ,1.29328374671e-05,1.07313707668e-05,1.63184958335e-05,9.17625299706e-06,1.79146322586e-05,1.26224123344e-05,1.12601557204e-05,9.4388502489e-06,1.10257263461e-05,1.31152921872e-05,1.81606230913e-05,6.80270424668e-06,1.02393827026e-05,1.91710031282e-05,5.01077741353e-05,1.69414899973e-05,3.06909928698e-05,1.43244418962e-05,2.0567760077e-05
EVR,3.83271061386e-05,5.5095505313e-05,1.65393605885e-05,2.20887983479e-05,7.69492128432e-05,1.71836009184e-05,1.89635880869e-05,3.19712018242e-05,9.73038970604e-05,3.16773783852e-05,2.77177254606e-05,3.55977169185e-05,3.65118101674e-05,1.45065489631e-05,1.69414899973e-05,0.000211520417501,4.16206726862e-05,2.8597070461e-05,7.22612787817e-05
