,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,1.0,0.451406802584,0.376069876988,0.23633458945,-0.0116235716085,0.294402867887,0.526750583401,0.206692513722,0.248803809656,0.474644876428,0.732729435437,0.542228184355,0.0356636625824,0.502665940434,0.308213832107,0.712748287062,0.465694763821,0.480495610312,0.539008396076
GOOGL,0.451406802584,1.0,0.300906535662,0.284924815287,0.131279272496,0.326058566487,0.43210429503,0.28053174607,0.163369947301,0.761607501725,0.60265498653,0.286546846154,0.196199365187,0.410644502381,0.464467791904,0.3249704145,0.727869090257,0.805508268119,0.737661605557
INTC,0.376069876988,0.300906535662,1.0,0.266913059896,0.430307599677,-0.00879364931304,0.252468137723,0.355287835432,0.44034311228,0.57779610573,0.377934250636,0.335369776124,0.0895563754776,0.662980410479,0.392905845104,0.346896312497,0.474235167818,0.403456263188,0.295821641671
LPX,0.23633458945,0.284924815287,0.266913059896,1.0,0.284852263688,0.0412329154622,0.155785860904,0.259902043657,0.209249639369,0.389058964156,0.253082589842,-0.203851521514,0.292638053777,0.347307577533,0.258976748311,0.0782973917215,0.624247211332,0.248585441517,0.318335566704
BP,-0.0116235716085,0.131279272496,0.430307599677,0.284852263688,1.0,-0.124708133012,-0.174548003508,-0.31238484732,0.0397968101216,0.17380619448,0.164681207369,-0.0297334181578,-0.371840246696,0.321594773824,0.235930831877,0.049972507361,0.294797607842,0.180615840794,0.105676762051
RTN,0.294402867887,0.326058566487,-0.00879364931304,0.0412329154622,-0.124708133012,1.0,0.739760786016,0.225184735087,0.0623460004465,0.240670183029,0.353917176847,0.185009340565,0.441431614553,0.208038884717,0.292165097852,-0.136736675497,0.39572078269,0.383476161778,0.282039237749
LMT,0.526750583401,0.43210429503,0.252468137723,0.155785860904,-0.174548003508,0.739760786016,1.0,0.312472521575,0.240091518964,0.494549123041,0.458711176354,0.299164739908,0.447683930771,0.468411350468,0.518929354979,0.17624627618,0.499520720366,0.534175486205,0.426727687317
MASI,0.206692513722,0.28053174607,0.355287835432,0.259902043657,-0.31238484732,0.225184735087,0.312472521575,1.0,0.131189067614,0.458636720912,0.398399974466,0.0696205863165,0.370723930723,0.415991499034,0.34471392999,0.00184209089365,0.410122489211,0.256156811664,0.25624118384
THO,0.248803809656,0.163369947301,0.44034311228,0.209249639369,0.0397968101216,0.0623460004465,0.240091518964,0.131189067614,1.0,0.370016816061,0.318619703188,0.478632568273,0.287232334282,0.437231674943,0.0308634080375,0.24930186864,0.466691540863,0.287319174619,0.261534025334
FB,0.474644876428,0.761607501725,0.57779610573,0.389058964156,0.17380619448,0.240670183029,0.494549123041,0.458636720912,0.370016816061,1.0,0.582126570222,0.187804967679,0.238712562308,0.573815181197,0.587579691187,0.355202009265,0.755986982547,0.75734813335,0.712702741825
AOS,0.732729435437,0.60265498653,0.377934250636,0.253082589842,0.164681207369,0.353917176847,0.458711176354,0.398399974466,0.318619703188,0.582126570222,1.0,0.426082012968,0.0365431577094,0.559268599735,0.407640738546,0.343487560005,0.555800927478,0.668919557361,0.640322194262
T,0.542228184355,0.286546846154,0.335369776124,-0.203851521514,-0.0297334181578,0.185009340565,0.299164739908,0.0696205863165,0.478632568273,0.187804967679,0.426082012968,1.0,0.0312431618327,0.367785135798,0.046658193124,0.544846833962,0.218303173853,0.247911395435,0.224243162836
GOLD,0.0356636625824,0.196199365187,0.0895563754776,0.292638053777,-0.371840246696,0.441431614553,0.447683930771,0.370723930723,0.287232334282,0.238712562308,0.0365431577094,0.0312431618327,1.0,0.0880409100962,0.0790060003046,-0.0930759717395,0.357125978185,0.290291437898,0.183416027787
MRK,0.502665940434,0.410644502381,0.662980410479,0.347307577533,0.321594773824,0.208038884717,0.468411350468,0.415991499034,0.437231674943,0.573815181197,0.559268599735,0.367785135798,0.0880409100962,1.0,0.719869197579,0.369165773039,0.676008851765,0.573716730392,0.354052271462
JNJ,0.308213832107,0.464467791904,0.392905845104,0.258976748311,0.235930831877,0.292165097852,0.518929354979,0.34471392999,0.0308634080375,0.587579691187,0.407640738546,0.046658193124,0.0790060003046,0.719869197579,1.0,0.229175961678,0.501220558776,0.622490079022,0.550637948783
EVR,0.712748287062,0.3249704145,0.346896312497,0.0782973917215,0.049972507361,-0.136736675497,0.17624627618,0.00184209089365,0.24930186864,0.355202009265,0.343487560005,0.544846833962,-0.0930759717395,0.369165773039,0.229175961678,1.0,0.327094730603,0.295096237806,0.462159883262
CELG,0.465694763821,0.727869090257,0.474235167818,0.624247211332,0.294797607842,0.39572078269,0.499520720366,0.410122489211,0.466691540863,0.755986982547,0.555800927478,0.218303173853,0.357125978185,0.676008851765,0.501220558776,0.327094730603,1.0,0.712520244572,0.601483488417
MSFT,0.480495610312,0.805508268119,0.403456263188,0.248585441517,0.180615840794,0.383476161778,0.534175486205,0.256156811664,0.287319174619,0.75734813335,0.668919557361,0.247911395435,0.290291437898,0.573716730392,0.622490079022,0.295096237806,0.712520244572,1.0,0.731498128461
LRCX,0.539008396076,0.737661605557,0.295821641671,0.318335566704,0.105676762051,0.282039237749,0.426727687317,0.25624118384,0.261534025334,0.712702741825,0.640322194262,0.224243162836,0.183416027787,0.354052271462,0.550637948783,0.462159883262,0.601483488417,0.731498128461,1.0
