,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-18,0.302029680526,0.157267629919,0.196319292342,51.080002,58.279999,0.00953121470144
1,BP,2017-03-01,2017-09-18,0.150127369938,0.0804836132361,0.175649022828,34.23,36.650002,0.00930677434969
2,CELG,2017-03-01,2017-09-18,0.30048069802,0.156505494996,0.0210336488614,123.699997,142.839996,0.0120023621232
3,EVR,2017-03-01,2017-09-18,-0.0780853645728,-0.0439974841987,-0.054659755201,81.599998,76.050003,0.0145917289127
4,FB,2017-03-01,2017-09-18,0.505966226449,0.254316096947,0.75388967741,137.419998,170.009995,0.00979767874214
5,GOOGL,2017-03-01,2017-09-18,0.188693876108,0.100387023425,0.309457956817,856.75,929.75,0.00993667971499
6,HSBC,2017-03-01,2017-09-18,0.405816475384,0.207444198696,0.787283962245,40.84,48.66,0.00921430222131
7,INTC,2017-03-01,2017-09-18,0.0402878059134,0.022099419279,0.00684892700528,35.93,37.0,0.00904402667266
8,JNJ,2017-03-01,2017-09-18,0.203134951884,0.107765371964,0.331109971571,123.860001,135.380005,0.00709920576624
9,LMT,2017-03-01,2017-09-18,0.266374386752,0.139620387182,0.48213764002,268.380005,303.799988,0.0068892515395
10,LPX,2017-03-01,2017-09-18,0.295280640828,0.153943977947,0.162404352456,23.940001,27.209999,0.0136901945703
11,LRCX,2017-03-01,2017-09-18,1.07002686492,0.49578198502,1.08072713357,119.669998,177.309998,0.0166408104809
12,MASI,2017-03-01,2017-09-18,-0.0923902748323,-0.0522355239903,-0.128422482017,92.779999,85.639999,0.019877426408
13,MRK,2017-03-01,2017-09-18,0.00329410550659,0.00182169416328,0.00342586972686,66.209999,65.989998,0.0074006147419
14,MSFT,2017-03-01,2017-09-18,0.337771041797,0.174742169428,0.624876427324,64.940002,75.160004,0.0085425026831
15,RTN,2017-03-01,2017-09-18,0.367598777735,0.189166429679,0.382302728844,154.570007,183.309998,0.007512796638
16,SPY,2017-03-01,2017-09-18,0.103448160338,0.0559902141667,0.00103448160338,239.779999,249.710007,0.00483463652857
17,T,2017-03-01,2017-09-18,-0.180924892725,-0.10457054069,-0.0488497210357,42.040001,37.419998,0.00955249744109
18,THO,2017-03-01,2017-09-18,0.0521160263665,0.0285147356073,0.0515948661029,113.550003,113.980003,0.0185861659394
