,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.299936871492,0.157069079486,0.0179962122895,51.080002,58.27,0.00949770688124
1,BP,2017-03-01,2017-09-19,0.165965563415,0.089151007615,0.323632848659,34.23,36.944,0.00929453804646
2,CELG,2017-03-01,2017-09-19,0.294061381463,0.154157563693,0.523429259005,123.699997,142.550003,0.0119623441187
3,EVR,2017-03-01,2017-09-19,-0.0722575626055,-0.0408548067559,-0.118502402673,81.599998,76.300003,0.0145425133707
4,FB,2017-03-01,2017-09-19,0.526058336467,0.265014134979,0.40506491908,137.419998,171.460007,0.00977971008843
5,GOOGL,2017-03-01,2017-09-19,0.199560038746,0.106494006303,0.14168762751,856.75,934.909973,0.00990943554544
6,HSBC,2017-03-01,2017-09-19,0.427927365024,0.219106754817,0.269594239965,40.84,49.130001,0.00920770916186
7,INTC,2017-03-01,2017-09-19,0.0469186247655,0.0258286456953,0.0455110660226,35.93,37.134998,0.00901635587576
8,JNJ,2017-03-01,2017-09-19,0.196138726561,0.104737714628,0.0215752599217,123.860001,135.009995,0.00707990734353
9,LMT,2017-03-01,2017-09-19,0.289713952586,0.15199947849,0.402702394094,268.380005,307.100006,0.00691509763072
10,LPX,2017-03-01,2017-09-19,0.296205174179,0.155220568278,0.266584656761,23.940001,27.240101,0.0136412134215
11,LRCX,2017-03-01,2017-09-19,1.04737733142,0.48962376,0.293265652799,119.669998,176.580002,0.0165921544528
12,MASI,2017-03-01,2017-09-19,-0.100328017774,-0.057104957314,-0.141462505061,92.779999,85.199997,0.0198107143235
13,MRK,2017-03-01,2017-09-19,-0.00422721065179,-0.00235322594414,-0.00384676169313,66.209999,65.714996,0.00738264470704
14,MSFT,2017-03-01,2017-09-19,0.349627446613,0.181462894655,0.129362155247,64.940002,75.589996,0.00852049800335
15,RTN,2017-03-01,2017-09-19,0.37689715087,0.19468057845,0.508811153675,154.570007,184.160004,0.007491297396
16,SPY,2017-03-01,2017-09-19,0.103191071056,0.0561381737382,0.122797374557,239.779999,249.744995,0.00481750716942
17,T,2017-03-01,2017-09-19,-0.151936888423,-0.0875807588519,-0.273486399161,42.040001,38.130001,0.00966207671059
18,THO,2017-03-01,2017-09-19,0.0486193456376,0.0267551344523,0.0928629501678,113.550003,113.785004,0.0185204988257
