,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_price,end_price,stdev,stdev_np,mean_np
0,aap,2017-03-01,2017-09-21,-0.599463090093,-0.401826196272,-0.623441613696,156.679993,93.68,0.0253986690374,0.0253986690374,-0.00324042865239
1,adsk,2017-03-01,2017-09-21,0.597954281643,0.301158714908,0.185365827309,88.93,112.290001,0.0189650883526,0.0189650883526,0.00201508860341
2,avgo,2017-03-01,2017-09-21,0.262004295298,0.139619840598,0.345845669793,215.139999,240.380005,0.0156923332562,0.0156923332562,0.00103597032436
3,bud,2017-03-01,2017-09-21,0.125035877736,0.0684081207125,0.126286236513,109.940002,116.980003,0.0116576377624,0.0116576377624,0.000529455204502
4,chtr,2017-03-01,2017-09-21,0.21908468512,0.117687083623,0.230038919376,325.170013,361.079987,0.0140697978744,0.0140697978744,0.000876039481243
5,cmcsa,2017-03-01,2017-09-21,0.0023804505686,0.00133626410135,0.00295175870506,37.59,37.470001,0.0110659401747,0.0110659401747,7.08154321754e-05
6,crc,2017-03-01,2017-09-21,-0.632169422299,-0.429770597103,-0.695386364529,18.85,10.19,0.0483968192373,0.0483968192373,-0.00277769608662
7,dltr,2017-03-01,2017-09-21,0.154901721101,0.0842462050078,0.128568428514,76.839996,83.139999,0.0134561168584,0.0134561168584,0.000655543815787
8,dspg,2017-03-01,2017-09-21,0.365878303038,0.191387559809,0.0256114812127,10.65,12.45,0.0193213724691,0.0193213724691,0.00140782983761
9,fb,2017-03-01,2017-09-21,0.51425879362,0.26243182704,0.14913505015,137.419998,171.110001,0.00978271510438,0.00978271510438,0.00167856467225
10,goog,2017-03-01,2017-09-21,0.248392823637,0.132700024393,0.315458886019,835.23999,932.450012,0.010000102275,0.010000102275,0.000921517766211
11,lbrdk,2017-03-01,2017-09-21,0.201199619005,0.108447751723,0.0201199619005,85.529999,95.260002,0.0118007451087,0.0118007451087,0.000789225843455
12,low,2017-03-01,2017-09-21,0.0895495422005,0.0493478264348,0.0385063031462,81.449997,78.040001,0.0143809522407,0.0143809522407,0.000438502673455
13,lsxma,2017-03-01,2017-09-21,0.132650821555,0.0724637135793,0.0623458861308,39.639999,42.18,0.0142395552665,0.0142395552665,0.000589039046786
14,lyb,2017-03-01,2017-09-21,0.0905123247423,0.0498685127108,0.0497817786083,93.889999,95.790001,0.0126258505301,0.0126258505301,0.000419561660054
15,mar,2017-03-01,2017-09-21,0.459487673966,0.236578945547,0.611118606375,88.489998,107.57,0.0120400016288,0.0120400016288,0.00155751545381
16,mgm,2017-03-01,2017-09-21,0.503768437204,0.25751235232,0.750614971434,26.83,33.060001,0.014867544883,0.014867544883,0.00171355509561
17,mpc,2017-03-01,2017-09-21,0.177611230079,0.0961693788778,0.0266416845119,50.990002,54.369999,0.0139953111467,0.0139953111467,0.000739703589609
18,pcln,2017-03-01,2017-09-21,0.151569287999,0.0824879623854,0.116708351759,1733.180054,1866.349976,0.011267774084,0.011267774084,0.000618477010647
19,px,2017-03-01,2017-09-21,0.317094771635,0.167298527229,0.183914967548,120.360001,138.570007,0.00906280119681,0.00906280119681,0.00112299274142
20,sbac,2017-03-01,2017-09-21,0.493260948985,0.252569739636,0.774419689906,115.360001,145.009995,0.0091927436588,0.0091927436588,0.00161796773413
21,stz,2017-03-01,2017-09-21,0.521436768717,0.265789349106,0.161645398302,159.610001,201.020004,0.00958261028135,0.00958261028135,0.0016943376391
22,unp,2017-03-01,2017-09-21,0.12705200504,0.0694830448493,0.133404605292,110.110001,115.440002,0.0104768333214,0.0104768333214,0.000524578096246
23,wlk,2017-03-01,2017-09-21,0.536685919504,0.272899227495,0.713792272941,66.18,80.739998,0.0154655481756,0.0154655481756,0.00180771267647
