,HSBC,GOOGL,INTC,LPX,BP,RTN,LMT,MASI,THO,FB,AOS,T,GOLD,MRK,JNJ,EVR,CELG,MSFT,LRCX
HSBC,0.996573875897,0.205348242988,0.0504938424577,0.39992526953,-0.0334987874981,0.0230652793442,0.0616133929268,0.0822391641822,0.360446745359,0.278319944675,0.296530032306,0.0838231779443,-0.051554900985,0.0916750111566,-0.0146510223385,0.615943969968,0.294024096484,0.257235427053,0.202151873271
GOOGL,0.205348242988,0.656433541298,0.249674417784,0.473164219329,0.0177016041762,0.14159250811,0.192939829436,0.250356556893,0.17316706371,0.450431043499,0.336550937638,0.0544507912235,0.142622046443,0.112659204363,0.132513152376,0.322433762723,0.323132723954,0.343575535173,0.524925415983
INTC,0.0504938424577,0.249674417784,0.928113948609,-0.0234769586853,0.0734669577999,0.149032060511,0.055534693423,0.1211057566,0.227220650644,0.201439391207,0.261116787311,0.00590664284889,-0.228653084645,0.302643366794,0.111158860691,0.0573859021259,0.179688611493,0.31744755844,0.480357262167
LPX,0.39992526953,0.473164219329,-0.0234769586853,4.01864264416,0.499677185901,0.208891026233,0.195769842676,0.501323382015,1.37242690571,0.406744902615,0.960698366221,-0.152953042871,-0.0614082126263,0.0370949357747,0.0306734549476,0.682564696644,0.730978324434,0.339954173697,0.37826602366
BP,-0.0334987874981,0.0177016041762,0.0734669577999,0.499677185901,0.814709224984,-0.00399870719733,-0.094744953171,-0.202138845523,0.266362400781,0.0482139588643,0.285261938623,0.00323004722966,-0.241102700939,0.195333217174,0.0612549693829,0.29533187115,0.0944070001884,0.0749501572424,0.120020599924
RTN,0.0230652793442,0.14159250811,0.149032060511,0.208891026233,-0.00399870719733,0.648494905192,0.219242486772,0.126771390785,0.0191321078882,0.0983075397193,0.263159430211,-0.077177660194,0.310891017067,0.0627493550991,0.164645168534,-0.0130396991846,0.345382683836,0.185015533086,0.501156200057
LMT,0.0616133929268,0.192939829436,0.055534693423,0.195769842676,-0.094744953171,0.219242486772,0.541265519331,0.139704889893,0.0572358100436,0.225287345756,0.174360029028,0.0596924834185,0.0403158497038,0.0927304266998,0.172988047609,0.0925237600306,0.139854465199,0.172725058948,0.121011623824
MASI,0.0822391641822,0.250356556893,0.1211057566,0.501323382015,-0.202138845523,0.126771390785,0.139704889893,1.54019337541,0.267220018962,0.274610379311,0.331732346857,0.143355481924,0.296134094966,0.112083012273,0.286629304836,0.314830740656,0.543554423177,0.101886357982,0.300259526755
THO,0.360446745359,0.17316706371,0.227220650644,1.37242690571,0.266362400781,0.0191321078882,0.0572358100436,0.267220018962,2.20130497775,0.509456086837,0.612263021016,0.156084176307,-0.146867160265,0.0249082392341,-0.0854498426847,0.630795440322,0.373813918492,0.195378002721,0.428140720318
FB,0.278319944675,0.450431043499,0.201439391207,0.406744902615,0.0482139588643,0.0983075397193,0.225287345756,0.274610379311,0.509456086837,0.915907969929,0.35450777987,0.0264485573,0.134167204647,0.064023957206,0.102165005851,0.407589584802,0.379579790657,0.252569764768,0.597598841621
AOS,0.296530032306,0.336550937638,0.261116787311,0.960698366221,0.285261938623,0.263159430211,0.174360029028,0.331732346857,0.612263021016,0.35450777987,1.22346335949,0.151339064321,-0.112079805844,0.0620433785394,0.0812821849813,0.715794061757,0.453018374707,0.447209432292,0.709659302429
T,0.0838231779443,0.0544507912235,0.00590664284889,-0.152953042871,0.00323004722966,-0.077177660194,0.0596924834185,0.143355481924,0.156084176307,0.0264485573,0.151339064321,0.780058928205,0.29118963343,0.0321832881852,0.155258115941,0.272025061795,-0.00318627232629,0.0961278191982,0.0472749216197
GOLD,-0.051554900985,0.142622046443,-0.228653084645,-0.0614082126263,-0.241102700939,0.310891017067,0.0403158497038,0.296134094966,-0.146867160265,0.134167204647,-0.112079805844,0.29118963343,5.05630920083,0.134249718151,0.202034804027,-0.13716893047,0.360572030912,0.0927606387727,0.053897617487
MRK,0.0916750111566,0.112659204363,0.302643366794,0.0370949357747,0.195333217174,0.0627493550991,0.0927304266998,0.112083012273,0.0249082392341,0.064023957206,0.0620433785394,0.0321832881852,0.134249718151,1.00626938948,0.199305968531,0.263381992106,0.141593707413,0.218501075997,0.220417696366
JNJ,-0.0146510223385,0.132513152376,0.111158860691,0.0306734549476,0.0612549693829,0.164645168534,0.172988047609,0.286629304836,-0.0854498426847,0.102165005851,0.0812821849813,0.155258115941,0.202034804027,0.199305968531,0.560559441759,0.0802592679463,0.283164703224,0.214996230845,0.336468053211
EVR,0.615943969968,0.322433762723,0.0573859021259,0.682564696644,0.29533187115,-0.0130396991846,0.0925237600306,0.314830740656,0.630795440322,0.407589584802,0.715794061757,0.272025061795,-0.13716893047,0.263381992106,0.0802592679463,1.74084066268,0.384214369764,0.35235252427,0.562783915534
CELG,0.294024096484,0.323132723954,0.179688611493,0.730978324434,0.0944070001884,0.345382683836,0.139854465199,0.543554423177,0.373813918492,0.379579790657,0.453018374707,-0.00318627232629,0.360572030912,0.141593707413,0.283164703224,0.384214369764,1.64429827023,0.359512412783,0.837390442793
MSFT,0.257235427053,0.343575535173,0.31744755844,0.339954173697,0.0749501572424,0.185015533086,0.172725058948,0.101886357982,0.195378002721,0.252569764768,0.447209432292,0.0961278191982,0.0927606387727,0.218501075997,0.214996230845,0.35235252427,0.359512412783,0.646678626758,0.582580866287
LRCX,0.202151873271,0.524925415983,0.480357262167,0.37826602366,0.120020599924,0.501156200057,0.121011623824,0.300259526755,0.428140720318,0.597598841621,0.709659302429,0.0472749216197,0.053897617487,0.220417696366,0.336468053211,0.562783915534,0.837390442793,0.582580866287,2.01260537338
