,a,portfolioreturn,portfoliostandarddeviation,s,returnoverrisk
237,0.0365,0.00360653965133,0.00143435564942,0.0495,2.51439707634
238,0.0235,0.00464505601267,0.000441563432646,0.012,10.5195667695
239,0.0385,0.00774555424762,0.000697952019915,0.0185,11.0975454281
240,0.014,-0.000839610652294,0.00103849473976,0.038,-0.808488112794
241,0.0145,0.00256262313299,0.00033184187455,0.01,7.72242242322
242,0.036,0.00680986772757,0.000735224705959,0.021,9.26229446913
243,0.0255,0.00212005244778,0.00108870903059,0.038,1.94730859045
244,0.02,0.000178454702983,0.00117905887754,0.0425,0.151353512859
245,0.0425,0.0079566140872,0.000884156918599,0.0255,8.99909724148
246,0.015,-5.61419466563e-05,0.00092617978689,0.0335,-0.0606166831224
247,0.013,0.00170892972266,0.000419809438222,0.014,4.07072725639
248,0.0315,0.00237818590748,0.00139724605229,0.049,1.70205233615
249,0.0455,0.00966400090786,0.000732484426847,0.0175,13.1934557974
250,0.0155,-0.00144732473345,0.00126455426207,0.0465,-1.14453351419
251,0.0435,0.00920773319011,0.000705811297337,0.017,13.0456018838
252,0.0335,0.00511424931195,0.000932106808639,0.03,5.48676317407
253,0.0455,0.0096055446082,0.000742762538032,0.018,12.9321877671
254,0.041,0.00494003758947,0.00141993369948,0.048,3.47906215007
255,0.012,0.00133465511464,0.000439450543708,0.015,3.0370997004
256,0.0315,0.00500871939216,0.000834936903087,0.0265,5.99891964727
257,0.027,0.00291528955845,0.00100763466556,0.0345,2.89320093689
258,0.0465,0.00939525621962,0.000835496758529,0.022,11.2451139082
259,0.0155,0.000364820555992,0.000863906393009,0.031,0.422291765571
260,0.0475,0.00848349223513,0.0010692729552,0.032,7.93388834334
261,0.0315,0.00302120520374,0.00125761502517,0.0435,2.40232912558
262,0.0155,-0.00138886843379,0.00125158496701,0.046,-1.10968769233
263,0.0395,0.00467090717573,0.00138691573406,0.047,3.36783775757
264,0.048,0.0093136488354,0.000935088445494,0.026,9.96017957476
265,0.048,0.0108919689262,0.000657892458969,0.0125,16.5558500903
266,0.0145,0.0013934971398,0.000578299726275,0.02,2.4096451658
267,0.0405,0.00913712275992,0.000563251045221,0.011,16.2221141664
268,0.021,0.00312480649602,0.000601266589346,0.0195,5.19703996761
269,0.04,0.0057933452743,0.00117856843823,0.0385,4.91557815938
270,0.0105,0.00141626249886,0.000331440064458,0.011,4.27305763767
271,0.029,0.0046575958687,0.000759078410926,0.024,6.13585606132
272,0.0155,0.0022354221451,0.000458693179254,0.015,4.87345843845
273,0.027,0.00250609546083,0.0010960392148,0.038,2.2865016388
274,0.0125,-0.00192712926126,0.00118859893812,0.044,-1.62134526581
275,0.04,0.00532569487702,0.00127739333566,0.0425,4.16918949578
276,0.029,0.00319618837721,0.0010682925367,0.0365,2.99186624208
277,0.0195,0.00262185088365,0.000617302430551,0.0205,4.24727127886
278,0.0455,0.00837796231535,0.000974178897846,0.0285,8.60002442454
279,0.0185,0.000727712484481,0.000966902839089,0.0345,0.752622140573
280,0.011,-0.000208745486572,0.000716193213799,0.026,-0.291465323254
281,0.014,-0.000839610652294,0.00103849473976,0.038,-0.808488112794
282,0.0385,0.00470582666533,0.00131901762147,0.0445,3.56767535834
283,0.037,0.00496280294853,0.00117383530963,0.039,4.22785284086
284,0.0195,0.00133581229114,0.00089469585387,0.0315,1.49303507484
285,0.0315,0.00366422449999,0.00111903023367,0.038,3.27446425463
286,0.034,0.0052429303163,0.00093510873016,0.03,5.60676009879
287,0.0305,0.00638813377392,0.000506904375146,0.0125,12.6022462759
288,0.029,0.00214397498334,0.00129625804951,0.0455,1.65397235848
289,0.0295,0.00496164577203,0.000726199615471,0.0225,6.83234425677
290,0.027,0.00390904665266,0.000795840986884,0.026,4.91184384454
291,0.0165,-0.000722312327474,0.00116477037139,0.0425,-0.620132813484
292,0.0375,0.00760510483824,0.000668546177619,0.0175,11.3755864484
293,0.015,-0.00192674353576,0.00134057282253,0.0495,-1.43725391369
294,0.02,0.00263361928868,0.000644904978188,0.0215,4.08373229818
295,0.027,0.003850590353,0.000808145134365,0.0265,4.76472627163
296,0.044,0.00962869569276,0.000659919623789,0.0145,14.5907097556
297,0.0285,0.00569804085754,0.000523334408389,0.014,10.8879537944
298,0.0415,0.00635475718633,0.00115069666037,0.037,5.5225303116
299,0.0465,0.00694009163392,0.00132700420038,0.043,5.22989424748
300,0.0485,0.00909159204179,0.00100668869761,0.029,9.03118517509
301,0.047,0.00823789863146,0.00108942408751,0.033,7.56170046715
302,0.0115,0.00155671190824,0.000361825601506,0.012,4.30238187061
303,0.0195,0.00197883158739,0.000755052604219,0.026,2.62078638804
304,0.022,0.000459353521749,0.00123904844536,0.0445,0.370730880997
305,0.0235,0.00370975521812,0.000628463731948,0.02,5.90289467718
306,0.0175,0.0030424276608,0.00041065933638,0.0125,7.40864115647
307,0.0275,0.00339470836076,0.00093501598297,0.0315,3.63064206664
308,0.047,0.00858863642942,0.00101926599513,0.03,8.42629546209
309,0.036,0.00797899372076,0.000523344635032,0.011,15.2461555668
310,0.0405,0.0068573270732,0.000987686096292,0.0305,6.94282029376
311,0.017,0.000750863569045,0.000870485220031,0.031,0.862580491623
312,0.0475,0.00906805523173,0.000953994629884,0.027,9.50535249117
313,0.019,0.00337001437419,0.00043239747732,0.013,7.79378824103
314,0.0235,0.00441123081403,0.000486597232739,0.014,9.06546629787
315,0.0325,0.00585064439745,0.000722381515134,0.0215,8.09910590855
316,0.0285,0.00610723495516,0.000449425138763,0.0105,13.5889927563
317,0.015,-0.00140063683882,0.0012237621891,0.045,-1.14453351419
318,0.0345,0.00583926171792,0.000841803615383,0.026,6.93660802973
319,0.0445,0.00999120189575,0.000626431561962,0.0125,15.9493909669
320,0.029,0.00383920767347,0.000930765228631,0.031,4.12478631063
321,0.0195,-0.000593245597623,0.00131894424705,0.048,-0.449788229448
322,0.0275,0.0046222906536,0.000677572874032,0.021,6.82183545232
323,0.0205,0.00293766919201,0.000610627582558,0.02,4.8109015641
324,0.0315,0.00448261269522,0.000944888963796,0.031,4.74406291848
325,0.015,0.00222365374006,0.000431225758661,0.014,5.1565883888
326,0.0185,0.00119536288176,0.000864518520173,0.0305,1.38269204634
327,0.0225,0.00199098571793,0.00093449032565,0.0325,2.13055787019
328,0.0225,0.00263400501418,0.000795725360074,0.027,3.31019362502
329,0.026,0.00219027715247,0.00110382952812,0.0385,1.98425309042
330,0.0205,0.000774786104609,0.00107836726492,0.0385,0.718480734548
331,0.0355,0.00738266231913,0.000599450540998,0.015,12.3157154998
332,0.0305,0.00206236759912,0.00140528321256,0.0495,1.46758146734
333,0.019,3.80052935997e-05,0.0011490950792,0.0415,0.0330741069975
334,0.01,-0.0021613401854,0.00108873941873,0.0405,-1.98517675415
335,0.0315,0.00559328238875,0.000715634368468,0.0215,7.81583813635
336,0.0465,0.0077000235295,0.00116942698391,0.0365,6.58444147045
337,0.026,0.00102115115928,0.00135923715524,0.0485,0.751267838247
338,0.0355,0.00609662372663,0.000848278822653,0.026,7.18705166723
339,0.0255,0.00515978003007,0.000456776390075,0.012,11.2960742766
340,0.0265,0.00342962785035,0.00086724271605,0.029,3.95463436807
341,0.0235,0.0030082796222,0.000776110457776,0.026,3.87609726433
342,0.019,-0.000780382901633,0.00132988285943,0.0485,-0.586805744654
343,0.035,0.00544183602534,0.000953310678171,0.0305,5.70835526125
344,0.02,0.000704561399918,0.00106333339258,0.038,0.662596890902
345,0.03,0.00643482166855,0.000472017112967,0.011,13.6326024879
346,0.0375,0.00661134774403,0.000861455088576,0.026,7.67462846491
347,0.036,0.00394550904426,0.0013309275521,0.0455,2.96448070222
348,0.0185,0.000961537683119,0.000915649416256,0.0325,1.05011554209
349,0.0415,0.00916065956998,0.000609380594402,0.013,15.0327392341
350,0.0255,0.0041075666362,0.000664968005789,0.021,6.17708912375
351,0.035,0.00392197223419,0.0012754464419,0.0435,3.07497994846
352,0.0215,0.00377959419731,0.00049609769335,0.015,7.61864900396
353,0.041,0.00511540648845,0.0013824472031,0.0465,3.70025450301
354,0.026,0.0030086653477,0.000927028145115,0.0315,3.24549514873
355,0.014,0.000446427940215,0.000754604155075,0.027,0.591605462563
356,0.0175,-0.000406494019113,0.00115583668502,0.042,-0.351688109904
357,0.0355,0.00533669183105,0.00100506647442,0.0325,5.30978991625
358,0.0195,0.000517424095908,0.0010739960428,0.0385,0.481774676338
359,0.0115,-0.00247677276826,0.00125009828381,0.0465,-1.98126243378
360,0.0305,0.00247156169674,0.00131613587694,0.046,1.87789250339
361,0.028,0.00159433147634,0.00135542173392,0.048,1.17626229272
362,0.032,0.00408518700264,0.00105921634152,0.0355,3.85680133747
363,0.035,0.00567566122398,0.000904898747086,0.0285,6.27215060497
364,0.0305,0.00527746408039,0.000720790094989,0.022,7.32177664078
365,0.047,0.0068934037393,0.00136670389836,0.0445,5.04381654838
366,0.044,0.00857648229889,0.000849702398488,0.0235,10.0935131102
367,0.0365,0.00389882114963,0.00137126787182,0.047,2.84322358143
368,0.0275,0.00374544615871,0.000860388546943,0.0285,4.35320318014
369,0.034,0.00430762952174,0.00113242651491,0.038,3.80389320194
370,0.047,0.00969930612295,0.000807187813901,0.0205,12.0161701601
371,0.0495,0.0102257985454,0.000848204154499,0.0215,12.0558222819
372,0.012,0.0016853929126,0.00036465463967,0.012,4.62188802567
373,0.048,0.0104243185289,0.000733277243743,0.0165,14.2160671395
374,0.03,0.00427193858115,0.000899307631213,0.0295,4.75025278657
375,0.0245,0.00402557352648,0.000622601479505,0.0195,6.46573074269
376,0.0445,0.00747758101039,0.00109687035129,0.034,6.81719676498
377,0.0465,0.00822613022643,0.00106256190595,0.032,7.74178914223
378,0.0495,0.00782909025935,0.00132069180705,0.042,5.92802213017
379,0.0215,0.000798322914673,0.00113410002088,0.0405,0.703926373314
380,0.032,0.00461129369957,0.000947772948887,0.031,4.86539914965
381,0.047,0.0081794423318,0.00110122540938,0.0335,7.42758227526
382,0.047,0.00940702462465,0.000861121651657,0.023,10.9241529423
383,0.0155,-0.000921218036516,0.00114791213046,0.042,-0.802516161364
384,0.0365,0.00746465542886,0.000639232202272,0.0165,11.6775334571
385,0.025,0.0049141864264,0.000474936043148,0.013,10.3470488233
386,0.0285,0.00219066287797,0.00125568867404,0.044,1.74459077577
387,0.035,0.00637713681989,0.000762730104596,0.0225,8.36093499059
388,0.014,-0.00113189215059,0.00110327756827,0.0405,-1.02593597762
389,0.0395,0.00548929537097,0.00121266844663,0.04,4.52662505257
390,0.025,0.00497264272606,0.000463880712101,0.0125,10.7196583008
391,0.048,0.00884599843812,0.00102618219959,0.03,8.62030002238
392,0.0175,-0.000348037719453,0.00114292033178,0.0415,-0.304516167728
393,0.039,0.00746504115436,0.000779466761206,0.022,9.57711287497
394,0.038,0.00855217403782,0.000531740455001,0.0105,16.0833616427
395,0.0485,0.00722099045269,0.0013877649778,0.045,5.20332373866
396,0.0305,0.0022377364981,0.00136703940789,0.048,1.63692171943
397,0.043,0.00978052778167,0.000585841572915,0.011,16.6948339515
398,0.03,0.00649327796821,0.000462010861199,0.0105,14.0543838112
399,0.0455,0.0104823891031,0.000600102765687,0.0105,17.4676567123
400,0.015,0.00239902263904,0.000394709620396,0.0125,6.07794316397
401,0.0155,-0.000278198740262,0.00100565959045,0.0365,-0.276633110155
402,0.0345,0.00519624242167,0.000974688943863,0.0315,5.33118022358
403,0.016,0.00207182165115,0.000523383487022,0.0175,3.95851551018
