,prev_date,curr_date,ticker,prev_value,curr_value,change_pct
0,2017-02-24,2017-02-27,AOS,50.295563,50.862579,1.12736783561
1,2017-02-24,2017-02-27,BP,32.390656,32.854759,1.43282988773
2,2017-02-24,2017-02-27,CELG,118.230003,121.779999,3.00261854853
3,2017-02-24,2017-02-27,EVR,78.901863,79.050461,0.188332688672
4,2017-02-24,2017-02-27,FB,135.440002,136.410004,0.716185754339
5,2017-02-24,2017-02-27,GOOGL,847.809998,849.669983,0.219387009399
6,2017-02-24,2017-02-27,HSBC,39.816315,39.512825,-0.762225233551
7,2017-02-24,2017-02-27,INTC,35.990074,35.970371,-0.0547456501479
8,2017-02-24,2017-02-27,JNJ,121.150818,120.825066,-0.268881387165
9,2017-02-24,2017-02-27,LMT,260.93457,266.050934,1.96078426864
10,2017-02-24,2017-02-27,LPX,23.389999,24.030001,2.73622072408
11,2017-02-24,2017-02-27,LRCX,117.69146,118.186829,0.420904796321
12,2017-02-24,2017-02-27,MASI,88.529999,90.190002,1.8750740074
13,2017-02-24,2017-02-27,MRK,65.206528,64.900993,-0.468565049193
14,2017-02-24,2017-02-27,MSFT,63.911205,63.525482,-0.603529537583
15,2017-02-24,2017-02-27,RTN,151.91983,153.256119,0.879601431887
16,2017-02-24,2017-02-27,SPY,234.570633,234.937225,0.156282137841
17,2017-02-24,2017-02-27,T,41.321892,40.795124,-1.27479158021
18,2017-02-24,2017-02-27,THO,110.724503,112.115387,1.25616639706
19,2017-02-27,2017-02-28,AOS,50.862579,50.096607,-1.50596374596
20,2017-02-27,2017-02-28,BP,32.854759,32.796745,-0.176577158883
21,2017-02-27,2017-02-28,CELG,121.779999,123.510002,1.42059698982
22,2017-02-27,2017-02-28,EVR,79.050461,78.802811,-0.313280905471
23,2017-02-27,2017-02-28,FB,136.410004,135.539993,-0.637791198951
24,2017-02-27,2017-02-28,GOOGL,849.669983,844.929993,-0.557862475412
25,2017-02-27,2017-02-28,HSBC,39.512825,39.454082,-0.148668185583
26,2017-02-27,2017-02-28,INTC,35.970371,35.664955,-0.849076591398
27,2017-02-27,2017-02-28,JNJ,120.825066,120.637505,-0.155233517522
28,2017-02-27,2017-02-28,LMT,266.050934,263.305084,-1.03207681278
29,2017-02-27,2017-02-28,LPX,24.030001,23.58,-1.87266325956
30,2017-02-27,2017-02-28,LRCX,118.186829,117.443764,-0.62872065042
31,2017-02-27,2017-02-28,MASI,90.190002,90.360001,0.188489850571
32,2017-02-27,2017-02-28,MRK,64.900993,64.920708,0.0303770390693
33,2017-02-27,2017-02-28,MSFT,63.525482,63.278221,-0.389231206463
34,2017-02-27,2017-02-28,RTN,153.256119,152.583023,-0.43919681928
35,2017-02-27,2017-02-28,SPY,234.937225,234.303101,-0.269912100988
36,2017-02-27,2017-02-28,T,40.795124,40.765862,-0.0717291605732
37,2017-02-27,2017-02-28,THO,112.115387,110.098602,-1.79884764613
38,2017-02-28,2017-03-01,AOS,50.096607,50.812843,1.42970960089
39,2017-02-28,2017-03-01,BP,32.796745,33.096481,0.913919963704
40,2017-02-28,2017-03-01,CELG,123.510002,123.699997,0.15382964693
41,2017-02-28,2017-03-01,EVR,78.802811,80.833542,2.57697786948
42,2017-02-28,2017-03-01,FB,135.539993,137.419998,1.38704817552
43,2017-02-28,2017-03-01,GOOGL,844.929993,856.75,1.398933296
44,2017-02-28,2017-03-01,HSBC,39.454082,39.982754,1.33996781372
45,2017-02-28,2017-03-01,INTC,35.664955,35.398949,-0.745847008639
46,2017-02-28,2017-03-01,JNJ,120.637505,122.266281,1.35014065485
47,2017-02-28,2017-03-01,LMT,263.305084,265.083008,0.675233448968
48,2017-02-28,2017-03-01,LPX,23.58,23.940001,1.52672179813
49,2017-02-28,2017-03-01,LRCX,117.443764,118.563316,0.953266450145
50,2017-02-28,2017-03-01,MASI,90.360001,92.779999,2.67817394114
51,2017-02-28,2017-03-01,MRK,64.920708,65.255806,0.516165042439
52,2017-02-28,2017-03-01,MSFT,63.278221,64.227699,1.50048150058
53,2017-02-28,2017-03-01,RTN,152.583023,152.998764,0.272468713639
