Date,BAC,C,JPM,MS
2016-01-04,15.993037,50.149845,60.824501,30.28862
2016-01-05,15.993037,49.885014,60.929668,30.096193
2016-01-06,15.652348,49.159195,60.050102,29.345711
2016-01-07,15.087772,46.648285,57.621708,27.883236
2016-01-08,14.795751,45.245693,56.331024,27.305943
2016-01-11,14.902827,45.951885,56.244976,27.382912
2016-01-12,14.902827,45.981308,56.369267,27.382912
2016-01-13,14.50373,44.323715,54.820446,25.872334
2016-01-14,14.591336,44.510067,55.642662,26.122492
2016-01-15,14.075431,41.655853,54.53363,24.98715
2016-01-19,13.861282,41.136013,54.504955,25.266172
2016-01-20,13.32591,39.71381,53.070862,24.284777
2016-01-21,13.004685,39.380329,52.822281,23.84219
2016-01-22,13.199368,40.272881,54.447586,24.640779
2016-01-25,12.615324,38.791828,53.214275,24.034618
2016-01-26,12.956017,39.723618,54.571877,24.525314
2016-01-27,13.004685,39.782471,54.53363,24.554354
2016-01-28,13.170165,39.664619,54.763092,24.360783
2016-01-29,13.763942,41.815296,56.88554,25.047955
2016-02-01,13.58873,41.717087,56.273663,24.883421
2016-02-02,12.878142,39.69408,54.524071,23.71232
2016-02-03,12.683462,39.635162,54.887371,23.538109
2016-02-04,12.897613,40.057442,55.833878,24.205925
2016-02-05,12.605591,39.144142,55.212437,23.567144
2016-02-08,11.943675,37.130959,54.055603,21.941154
2016-02-09,11.875538,36.836342,53.730545,22.192799
2016-02-10,11.661387,36.73814,53.080421,21.970192
2016-02-11,10.863195,34.35178,50.738071,20.992664
2016-02-12,11.632184,36.86581,54.963863,22.347652
2016-02-16,11.924208,38.191559,55.786068,22.957399
2016-02-17,12.225964,39.065578,56.187618,23.451004
2016-02-18,11.914473,38.22102,55.269802,23.189684
2016-02-19,11.807399,38.289768,55.279354,23.228395
2016-02-22,12.206494,38.810246,55.996403,23.751038
2016-02-23,11.836602,37.533592,53.654057,22.947718
2016-02-24,11.807399,37.405926,53.673176,22.947718
2016-02-25,11.992347,37.926411,54.504955,23.838142
2016-02-26,12.362239,38.790607,55.011662,24.351103
2016-02-29,12.187027,38.152279,53.826153,23.905893
2016-03-01,12.839206,40.52882,56.598717,25.251205
2016-03-02,13.103025,41.461758,57.134117,25.270561
2016-03-03,13.190966,42.060806,57.325321,25.299597
2016-03-04,13.230051,42.060806,57.411369,25.289917
2016-03-07,13.22028,41.844753,57.306206,25.251205
2016-03-08,12.761041,40.312767,56.197182,24.205925
2016-03-09,12.839207,40.410973,56.522236,23.818785
2016-03-10,12.966232,40.627014,56.034649,23.8575
2016-03-11,13.474329,42.21793,56.732567,25.164097
2016-03-14,13.327763,41.903671,56.522236,25.076992
2016-03-15,13.259365,41.825111,56.598717,24.612421
2016-03-16,13.005316,41.471581,56.331024,24.351103
2016-03-17,13.093257,42.080441,56.168491,25.018921
2016-03-18,13.474329,42.758045,57.822479,25.435097
2016-03-21,13.523183,42.816975,57.803356,25.106026
2016-03-22,13.445016,42.600922,57.593025,25.009241
2016-03-23,13.308221,41.609058,57.306206,24.457565
2016-03-24,13.366846,41.186783,56.866417,24.1285
2016-03-28,13.308221,41.167145,56.789932,23.925247
2016-03-29,13.112799,40.970734,56.436192,23.98332
2016-03-30,13.171423,41.127865,57.086315,24.263996
2016-03-31,13.210509,41.000195,56.617844,24.205925
2016-04-01,13.249593,41.707268,57.239281,24.709209
2016-04-04,13.200739,41.304634,57.017761,24.234961
2016-04-05,12.888062,40.764503,56.208725,23.596182
2016-04-06,12.966232,41.108223,56.642132,23.634893
2016-04-07,12.555846,39.54678,55.207058,22.957399
2016-04-08,12.585159,39.743183,55.61158,22.986433
2016-04-11,12.673099,40.381508,56.054619,23.33486
2016-04-12,12.966232,41.147503,57.09481,23.789751
2016-04-13,13.474329,43.455299,59.512291,25.047955
2016-04-14,13.816317,44.172184,60.282795,25.32863
2016-04-15,13.679521,44.113266,59.589336,24.93181
2016-04-18,13.845629,44.299854,59.974594,24.902777
2016-04-19,14.11922,44.810513,60.985889,25.609306
2016-04-20,14.588232,45.900581,61.871971,26.528765
2016-04-21,14.558918,45.763096,61.255566,26.383587
2016-04-22,14.764112,46.12645,61.611927,26.809443
2016-04-25,14.617545,45.851482,61.255566,26.644911
2016-04-26,14.744571,46.254116,61.573402,26.664265
