,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker,Ticker
2017-08-15,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV,59.380001,48.52,87.024857,161.600006,100.065605,116.49231,30.345097,59.380001,48.52,87.080002,161.600006,100.400002,117.019997,30.389999,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-16,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.139999,48.41,91.452057,160.949997,99.965942,117.169243,29.895763,62.139999,48.41,91.510002,160.949997,100.300003,117.699997,29.940001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-17,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV,60.860001,46.029999,92.791199,157.860001,97.514122,116.571945,30.045542,60.860001,46.029999,92.849998,157.860001,97.839996,117.099998,30.09,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-18,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV,61.25,45.549999,93.200943,157.5,97.703499,116.342987,30.335112,61.25,45.549999,93.260002,157.5,98.029999,116.870003,30.379999,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-21,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV,61.740002,45.709999,95.129723,157.210007,98.75,116.323074,30.245247,61.740002,45.709999,95.190002,157.210007,99.080002,116.849998,30.290001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-22,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.959999,45.41,95.739342,159.779999,102.0,116.621727,30.155378,62.959999,45.41,95.800003,159.779999,102.0,117.150002,30.200001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-23,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV,62.77,43.970001,93.480766,159.979996,100.43,116.243439,30.325129,62.77,43.970001,93.540001,159.979996,100.43,116.769997,30.370001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-24,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV,62.68,42.919998,93.041046,159.270004,99.949997,116.153847,30.035555,62.68,42.919998,93.099998,159.270004,99.949997,116.68,30.08,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-25,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV,62.900002,45.25,95.739342,159.860001,100.660004,116.323074,30.474905,62.900002,45.25,95.800003,159.860001,100.660004,116.849998,30.52,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-28,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV,63.459999,44.950001,94.60006,161.470001,100.709999,116.114021,30.295172,63.459999,44.950001,94.660004,161.470001,100.709999,116.639999,30.34,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-29,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.490002,44.560001,95.059769,162.910004,100.230003,116.064247,30.315142,63.490002,44.560001,95.120003,162.910004,100.230003,116.589996,30.360001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-30,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV,63.900002,44.32,96.748695,163.350006,103.639999,116.352943,30.40501,63.900002,44.32,96.809998,163.350006,103.639999,116.879997,30.450001,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-08-31,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV,64.720001,44.740002,97.838005,164.0,103.580002,116.671494,30.624683,64.720001,44.740002,97.900002,164.0,103.580002,117.199997,30.67,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-01,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV,64.379997,45.310001,97.997902,164.050003,103.800003,116.68145,30.63467,64.379997,45.310001,98.059998,164.050003,103.800003,117.209999,30.68,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-05,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV,64.290001,43.919998,96.668747,162.080002,102.279999,116.49231,31.283709,64.290001,43.919998,96.730003,162.080002,102.279999,117.019997,31.33,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-06,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV,64.709999,44.310001,95.549454,161.910004,101.800003,117.009964,31.78297,64.709999,44.310001,95.610001,161.910004,101.800003,117.540001,31.83,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-07,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV,65.139999,43.84,93.470772,161.259995,101.760002,117.169243,31.832895,65.139999,43.84,93.529999,161.259995,101.760002,117.699997,31.879999,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-08,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV,65.019997,43.599998,93.970459,158.630005,103.43,116.890503,31.703089,65.019997,43.599998,94.029999,158.630005,103.43,117.419998,31.75,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-11,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV,66.110001,45.860001,94.340225,161.5,104.629997,116.70137,32.212334,66.110001,45.860001,94.400002,161.5,104.629997,117.230003,32.259998,A,AAL,AAP,AAPL,MAR,MON,NOV
2017-09-12,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV,66.139999,46.290001,97.19841,160.860001,105.080002,116.910423,33.330681,66.139999,46.290001,97.260002,160.860001,105.080002,117.440002,33.380001,A,AAL,AAP,AAPL,MAR,MON,NOV
