,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.28038777397e-05,2.10608567174e-05,2.78626418155e-05,2.22826297172e-05,2.97407053588e-05,1.56236111251e-05,1.54464390189e-05,3.52949239265e-05,3.81601007047e-05,2.9368981688e-05,2.9266629174e-05,1.60062762791e-05,1.43708102718e-05,1.17161341145e-05,1.30142524314e-05,3.86069113679e-05,2.89689908062e-05,2.7942032673e-05,4.54227250025e-05
HSBC,2.10608567174e-05,8.49033654257e-05,8.20820425623e-06,1.07844916556e-05,2.78203218706e-05,5.24572928202e-06,6.36091481998e-06,-9.28134643481e-06,4.16037194358e-05,1.20133534974e-05,2.62957480723e-05,1.39126396514e-05,2.11952656133e-05,-1.73223056988e-07,1.09903615837e-05,5.52495237666e-05,2.29884677138e-05,1.60362497035e-05,2.69390433182e-05
GOOGL,2.78626418155e-05,8.20820425623e-06,9.87376037584e-05,2.6432318741e-05,2.58803886835e-05,2.34936914865e-05,1.91648646197e-05,6.44836776628e-05,2.48907643991e-05,7.18741237677e-05,3.73256217872e-05,-9.948283512e-07,2.59250282042e-06,8.70015037899e-06,1.65165306375e-05,1.65508481155e-05,4.86832297372e-05,5.69579328315e-05,9.48904851872e-05
INTC,2.22826297172e-05,1.07844916556e-05,2.6432318741e-05,8.17944184559e-05,1.90157787128e-05,2.44607745474e-05,2.18125545242e-05,5.22905607346e-05,2.57856366489e-05,3.96336171488e-05,3.10022531622e-05,1.71260486401e-05,2.13399547881e-05,1.35496825064e-05,9.31317778596e-06,2.21531775696e-05,2.50843336504e-05,3.51628592016e-05,5.50140922244e-05
LPX,2.97407053588e-05,2.78203218706e-05,2.58803886835e-05,1.90157787128e-05,0.000187421427371,8.9253055116e-06,1.23240224563e-05,4.0053948041e-05,7.36125045832e-05,3.28111325691e-05,3.85471012135e-05,1.04079363564e-05,1.22486075058e-05,1.74892986573e-05,1.80268246323e-05,7.75250546942e-05,6.79667089345e-05,3.14013053767e-05,8.23961882424e-05
RTN,1.56236111251e-05,5.24572928202e-06,2.34936914865e-05,2.44607745474e-05,8.9253055116e-06,5.6442113324e-05,3.89072171902e-05,2.60629641506e-05,3.6202161562e-06,1.96087157185e-05,2.99103791153e-05,8.57875159852e-06,4.68363596091e-06,7.75437796706e-06,1.27871297194e-05,1.72086913378e-05,1.75537130361e-05,1.99884833964e-05,2.75021803019e-05
LMT,1.54464390189e-05,6.36091481998e-06,1.91648646197e-05,2.18125545242e-05,1.23240224563e-05,3.89072171902e-05,4.74617867745e-05,2.84446232374e-05,3.25844370504e-06,1.51956135072e-05,2.55664474401e-05,8.74626735395e-06,3.06413274142e-06,4.79433623559e-06,1.15479818077e-05,1.88242940977e-05,2.02478839276e-05,1.8924685347e-05,2.92993881457e-05
MASI,3.52949239265e-05,-9.28134643481e-06,6.44836776628e-05,5.22905607346e-05,4.0053948041e-05,2.60629641506e-05,2.84446232374e-05,0.000395112080606,6.52761894097e-05,8.02289471734e-05,4.24793906898e-05,1.37244989424e-05,1.79621155815e-05,1.35962426251e-05,9.38317593861e-06,3.2365962889e-05,4.41155578203e-05,6.4715234369e-05,0.00011307765231
THO,3.81601007047e-05,4.16037194358e-05,2.48907643991e-05,2.57856366489e-05,7.36125045832e-05,3.6202161562e-06,3.25844370504e-06,6.52761894097e-05,0.000345445564328,4.18859849436e-05,3.80914926781e-05,2.99966419534e-05,3.24362625353e-05,2.59771185879e-05,1.09950656649e-05,9.81505501012e-05,5.61575180632e-05,5.623531055e-05,9.97160979662e-05
FB,2.9368981688e-05,1.20133534974e-05,7.18741237677e-05,3.96336171488e-05,3.28111325691e-05,1.96087157185e-05,1.51956135072e-05,8.02289471734e-05,4.18859849436e-05,9.59945087342e-05,3.00504444462e-05,1.52706309829e-05,6.48507604168e-06,1.55073961965e-05,1.33514272298e-05,3.17162561783e-05,4.07951717375e-05,5.3928365542e-05,9.79760765285e-05
