curr_date,lsxma,chtr,lyb,sbac,adsk,cmcsa,avgo,dspg,px,pcln,low,goog,lbrdk,mar,mpc,mgm,fb,bud,unp,dltr,crc,wlk,aap,stz
2017-03-01,0.00788194722187,0.00653134096782,0.0290443030174,-0.00354147024812,0.0304750510843,0.00454304361233,0.0199592434739,0.0191387559809,0.0138993869661,0.00524905255042,0.0951996246959,0.0146134858402,-0.00477080510191,0.0172433289747,0.0280243240149,0.0205401423156,0.0138704817552,0.00410996039769,0.0201037088902,0.00208654147105,0.0548404558008,0.0433550326068,0.000446912842346,0.00503748844069
2017-03-02,-0.00807262886157,-0.00375188655542,-0.00806100367595,-0.000693498607026,-0.0181041268413,-0.00372434518365,0.00999343036552,-0.0234741784038,-0.0131272801827,0.000686565136296,-0.0128913010014,-0.00551935378477,-0.00783348541837,-0.0109617553878,0.000980516000475,-0.0193812974239,-0.00480281625386,-0.0372021660042,-0.00962677373594,0.0117126762995,-0.0217506100796,-0.012088427168,0.00434006308139,-0.00739298892346
2017-03-03,-0.00839262461851,-0.00503165593339,-0.000541859666404,-0.00260232479704,-0.0229042601924,-0.00614146108456,0.00474035220926,-0.0192307692308,-0.00332229936461,0.000420891160539,0.0159204054584,-0.00186603901938,0.000824876257072,-0.00834083913016,0.00450628544488,0.00570123223713,0.00299797466357,0.0272083659905,-0.00027511332623,-0.00784668144705,-0.0135574829958,0.00581234942209,-0.0127731810416,0.00208293294427
2017-03-06,-0.00384719139024,0.00449857895418,-0.00748037307217,0.00165241776868,-0.02789496015,0.00591061677383,-0.00174066243552,0.0343137254902,0.00110552615256,-0.00281829005109,-0.00808045854233,-0.00156798858173,0.00200162486754,-0.000806597206683,-0.00234057285386,0.00340124813045,0.00182255597904,-0.0137956211118,0.003760858048,-0.0155581102901,0.00549752581102,-0.00410597924423,-0.00708084473111,-0.00604686051336
2017-03-07,0.00102989186406,-0.00163696147885,-0.00349542857175,0.00208392814247,-0.0104895343504,-0.000534134789573,0.00601085060986,-0.00473933649289,0.00900366326969,0.00361227835978,-0.00222162437478,0.0049891805254,-0.00188009405124,-0.00657288170465,-0.019550288573,-0.0305084216541,-0.000873198964826,0.00428981366622,-0.00977797419362,-0.00935070459634,-0.042646307127,0.00549707731141,-0.0146514387415,-0.00373880153786
2017-03-08,-0.000257253079803,-0.00197990353854,-0.0157842890231,-0.00658523502001,0.0169367491166,-0.00828422782055,0.00173320984237,0.0,-0.00185200738408,0.00404848321176,0.0060614680541,0.00415913032936,-0.00459146445511,0.00278583214247,0.00139574351339,0.00195089974455,0.00305898026819,-0.0155075182989,-0.0152270603138,0.00505180796262,-0.12906910337,-0.0212604817086,0.0211854746944,-0.0052796649213
2017-03-09,-0.00874710596211,0.00167392743322,-0.00322971667884,0.0169210114798,0.00934578252271,0.00727557905288,0.0108363612707,-0.0190476190476,-0.0133254638074,0.00340125497365,-0.00196733807566,0.00396231372902,0.00473085731292,-0.000925968808337,-0.0187176067202,-0.00973515292747,0.00377580595574,0.00745147092766,-0.0049667135648,-0.000925912722908,0.0295081967213,-0.00449950175392,-0.000386649749001,-0.00377284152662
2017-03-10,-0.000259512075253,0.00105216310026,0.00324018154722,0.0103783089589,0.0223172488679,-0.00160503026915,0.0195487623837,0.0145631067961,-0.000341940163732,0.00275516792924,0.00505122887749,0.00544904735792,0.00682756939944,0.00359175062726,0.0119723254736,0.00275260535783,0.00397850101351,0.00748997386986,0.000941834900934,-0.00622270629184,-0.0426751592357,0.00311716803301,-0.00760541123455,0.0113613957562
2017-03-13,0.0340083592939,0.00265854139593,0.00434350740843,-0.00135826821668,0.00661865977873,-0.000535960238272,0.000441731678577,0.0,-0.00196662731993,0.00734221376404,0.0,0.00271565727839,0.000935367718173,0.00473318195322,0.0224585243931,0.0176470558047,0.00583624930365,0.00297364262229,0.00159946145041,-0.00639483097242,0.0139720558882,0.0172466707492,0.00246791315787,0.00526784177653
2017-03-14,-0.00225960320062,0.000925013885737,-0.0177423023629,-0.0129207413543,-0.00899755429698,0.00294897007715,-0.00927357554436,-0.0239234449761,-0.000599690656853,0.00106388078077,0.00441282169929,9.46342007261e-05,-0.0012849082901,-0.00873263356781,-0.0192195582954,0.0154142728386,-0.0020057234095,-0.0063930013999,-0.0195396650576,-0.00522928385011,-0.0439632545932,-0.0154269293479,-0.00414626809463,0.00460888524241
2017-03-15,-0.0128334668931,0.00227941709527,0.0260781518446,0.00490870638369,0.0289837956474,0.00908862394837,0.00704253577124,0.078431372549,0.016888113256,-0.00057660825325,0.016231310423,0.00186847166498,0.00538010526316,0.0179669067252,0.0309938532022,0.0178367791749,0.00287104493183,0.0130547997939,0.0115934621786,0.0049871409897,0.0803019903912,0.0373875872527,-0.00513974804579,0.018853659483
2017-03-16,-0.000509839408616,-0.00510173942618,-0.00594129935906,-0.00471336867404,-0.0188913909753,-0.00185434650926,-0.0113377541995,0.0272727272727,-0.0126454235868,0.00339370358707,-0.000600469905446,0.00186498698964,-0.0061656468842,0.00273285624997,-0.00737012291594,-0.00111850550849,0.00193246491603,0.0203424068058,-0.00123134238247,0.0130096704133,-0.0324015247776,0.00403759725704,0.00320439008771,-0.000493406126823
2017-03-17,0.00918135703089,0.006456187426,-0.00298835946439,-0.00421902018442,-0.00588034108566,-0.00583875416648,-0.00530677405143,0.0442477876106,0.0102458335329,-0.000760986603693,0.00372504104554,0.00393501954085,0.00351168207889,0.00306612840578,-0.00762010516178,0.0294886005257,-0.00107156935954,0.00811912750848,0.00512082123584,0.00225073483716,-0.0328299409061,0.00104265210424,-0.00658365140201,-0.00178966012407
2017-03-20,-0.00252714177407,-0.00251682884207,0.00244225370834,0.0121919236975,0.00115981209511,0.000533957267753,0.000271307170897,0.0338983050847,-0.000676073341472,-0.00405615609559,-0.0141266421116,-0.0043655483052,-0.00244962081711,0.00396237622788,-0.00570978287346,-0.0348078491781,0.000715145901463,0.00178966589347,-0.00858562612735,-0.0184939769548,-0.00950441276307,-0.00490996016771,0.000262418509761,0.00494582617561
2017-03-21,-0.0167215602553,-0.0133234442082,-0.0238094729066,0.000170886727676,-0.0310472775718,-0.0109391658764,-0.0235942543584,-0.0327868852459,-0.0109100506377,-0.0103656463044,-0.00522161044007,-0.0211456877564,-0.0146164644978,0.0047360648912,-0.0245545276984,-0.0184072261034,-0.0102187150176,-0.0038410110482,-0.0136087065029,-0.0115747101652,-0.0418094585332,-0.0296053164904,-0.00800307072359,0.0126730520136
2017-03-22,-0.0154599841417,0.00168405162248,0.0,-0.00170827636303,0.0114777500177,-0.000809212609475,0.00648077814299,-0.0381355932203,0.00102611946836,0.00277595095892,0.00524901877128,-0.00104760611824,0.00534002629667,0.0341190177207,0.00629319862934,-0.00382698386917,0.00779727845633,-0.00520082763941,0.00395555780202,0.00735295459278,-0.0579399141631,-0.00154075099704,0.000727719179117,-0.0024907731156
2017-03-23,0.0149175612384,0.00753419336734,0.0017016468558,0.0106947299117,0.0128842083424,0.0048596433483,-0.00257560347159,0.0264317180617,0.00486881841412,-0.00208907243814,0.00121425842669,-0.0144770424054,0.00566567509837,0.0108530553954,-0.00544683980515,-0.00422593961355,-0.00042980873787,0.000360572263906,-0.00182572665246,0.00540678539848,-0.0189825360668,0.00679000787964,-0.00323926776967,-0.00901327867956
2017-03-24,-0.0116038424859,0.00534580998309,-0.00838057672385,0.0013544739191,0.00921929025045,0.00429865993457,0.00972977891746,0.0171673819742,-0.0104555551175,0.00273405428054,-0.00291081082511,-0.00385286324825,0.00469484758315,0.00386518884912,-0.00872211073162,-0.00810190237591,0.00580518172296,-0.00108126261744,0.000866431470896,0.00726002987067,0.00386996904025,-0.00919679084273,-0.00696380410458,0.00823495526857
2017-03-27,0.000521680118879,-0.0067926570132,0.01210603387,-0.0041423450491,-0.0120259130888,-0.00722302734642,0.000365317101115,0.0042194092827,0.0127135963529,0.0107751454054,-0.00790663676839,0.00623751217866,-0.00175234817178,-0.003529496239,-0.000818478372694,0.0338390740403,-0.000142432667591,0.00460037707005,0.000577020414689,0.0161505476815,-0.00925212027756,-0.00618815128228,-0.0128898727984,-0.00231636351371
2017-03-28,0.00599749705332,0.00290886908574,0.0257278099288,0.00636672309762,0.000351111883167,-0.000538965997158,0.00867377789905,0.0336134453782,0.00754943644142,0.00928326805869,0.0102992636748,0.00172050735536,0.00128731426404,0.0141676883362,0.00409574414147,0.0221971193915,0.0102621716659,0.00143666545451,0.0142281545581,0.00551695805268,0.0809338521401,0.0188355800549,0.00378889273103,-0.00763683566008
2017-03-29,0.0020735613233,0.00573937013889,-0.00187015547202,0.010375335039,0.0108810224537,0.0035050322192,0.00162937789172,-0.00813008130081,-0.00336753106807,-0.00190103278993,-0.00230586506724,0.0127783343288,0.00245440632198,0.00105830614964,0.0310014710031,0.00441668459589,0.00627820987155,-0.00179326921579,0.00075832820564,0.0256041662075,0.0489560835133,0.0022919436625,0.00882986127224,0.00775738667627
2017-03-30,0.0137092343508,0.00668832603124,0.00595159650083,-0.00717983809634,-0.00092594905264,0.0077913414495,-0.00573860105304,0.00819672131148,0.001858353297,0.00232480988548,0.00109486808255,0.000108282319101,0.0101434304586,0.000528668148176,-0.00811072214014,0.00146571753633,-0.00168236950644,-0.0096110367965,0.012881226509,0.0118456244594,-0.015785861359,0.000762270000901,-0.00668139577565,-0.00763645963261
2017-03-31,-0.00688953832328,-0.00243809585576,-0.000876476547269,0.0121931132222,0.00173773169601,0.00213282079542,-0.00490806953072,-0.0243902439024,0.0,-0.00515871912183,-0.00109367065745,-0.00233313529765,-0.00277004850843,-0.0048605559054,0.00797763240388,0.00256120557551,-0.00252791931668,-0.0045347326952,-0.00953815493687,-0.0123363919351,0.0488145048815,0.00609282562539,-0.00275781666004,-0.0022776872723
2017-04-03,-0.00976354109782,0.00290230349409,-0.0101983982015,-0.00681232848353,-0.0124899038685,0.00341964968628,-0.000730745812411,-0.0208333333333,-0.00505895460449,-0.00335959656479,-0.00206782347499,0.0108370582257,0.0079860414818,-0.0151836982047,-0.0118718205321,0.0127737169291,0.00161911999396,0.00892851422876,-0.0039651932688,-0.00943153211103,0.0119680851064,-0.00772148740944,-0.0186158384825,-0.00252990189791
2017-04-04,0.0119356250146,0.00990038720841,0.00476398645469,-0.000920125447425,-0.00515285168231,0.00612353312824,0.000731280192349,-0.00851063829787,0.0107626696789,-0.00372605541027,-0.00548522841121,-0.00474626564541,0.0156160415945,-0.00301879390884,0.00720863987582,0.00252258670791,-0.00386563820541,0.00099332085795,0.0161137313996,-0.000643373640718,-0.00722733245729,0.0086970022159,-0.0169072949047,-0.000927824920332
2017-04-05,0.00743592307692,0.00141771541866,-0.0252508272531,-0.00301406558918,-0.0165979523225,-0.0119079961732,-0.00835775239301,0.0300429184549,-0.00955815708394,-0.0031741815479,0.000367886107293,-0.00378642171836,-0.00678348242341,-0.00551533106948,-0.0170974187875,-0.0079079944901,0.000846750888217,-0.00333779693084,-0.00410442781581,-0.00798242585252,-0.0549305095963,-0.0119497320221,-0.00209722837006,-0.000681107805024
