,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,1.0,0.459598921265,0.587035086813,0.509054795523,0.454573615679,0.437698494132,0.476701443467,0.371709050448,0.43066545336,0.626758265617,0.641902213955,0.344002338809,0.326749266896,0.342554930623,0.393562710698,0.551949514402,0.505424996167,0.677579731228,0.570309380826
HSBC,0.459598921265,1.0,0.0719377985016,0.119731744456,0.201602107893,0.0714978794172,0.109228350234,-0.0658331736092,0.221305453145,0.103787742322,0.295962973417,0.134996851937,0.269840505905,-0.0199349212557,0.1616136052,0.38904523951,0.19663502691,0.172640149403,0.140429859835
GOOGL,0.587035086813,0.0719377985016,1.0,0.295601151933,0.190675780261,0.309989664719,0.290127359915,0.325808087596,0.135511087712,0.738024132854,0.390852784123,-0.0190354176236,0.0190389399035,0.119382909291,0.238651229276,0.116212418119,0.407917824501,0.667909217987,0.573701730695
INTC,0.509054795523,0.119731744456,0.295601151933,1.0,0.157127110142,0.36194654268,0.359968409715,0.259415568883,0.146171038857,0.439274171485,0.365131585594,0.172629966895,0.242191592806,0.206363752842,0.148494271607,0.17105934548,0.230931087233,0.444807079137,0.356091855561
LPX,0.454573615679,0.201602107893,0.190675780261,0.157127110142,1.0,0.0868215624598,0.13364890229,0.145865251887,0.288841626978,0.246021902187,0.295459488675,0.0893556608108,0.103029004019,0.180649239967,0.186262639243,0.383478688926,0.412828958895,0.266160446218,0.360532403882
RTN,0.437698494132,0.0714978794172,0.309989664719,0.36194654268,0.0868215624598,1.0,0.751823941993,0.174898596348,0.0223327319832,0.265497060202,0.424529537347,0.115189278804,0.0970534855544,0.141462585285,0.237986387674,0.155744825411,0.189624086535,0.300510795212,0.211918833578
LMT,0.476701443467,0.109228350234,0.290127359915,0.359968409715,0.13364890229,0.751823941993,1.0,0.209221406269,0.0256779898706,0.237995562727,0.399560554287,0.147585152009,0.0648879939157,0.100244524366,0.232505277568,0.178733452268,0.243778537965,0.331587113472,0.261811034165
MASI,0.371709050448,-0.0658331736092,0.325808087596,0.259415568883,0.145865251887,0.174898596348,0.209221406269,1.0,0.177391742864,0.409724326717,0.224561118262,0.0550116286265,0.0834261036177,0.105081734275,0.0662936204286,0.10782000875,0.185199776312,0.375263089699,0.342644477329
THO,0.43066545336,0.221305453145,0.135511087712,0.146171038857,0.288841626978,0.0223327319832,0.0256779898706,0.177391742864,1.0,0.230535463037,0.213879744822,0.164436748052,0.195255527957,0.194710947522,0.0805536918921,0.361660723875,0.256115745656,0.351738712825,0.323857986982
FB,0.626758265617,0.103787742322,0.738024132854,0.439274171485,0.246021902187,0.265497060202,0.237995562727,0.409724326717,0.230535463037,1.0,0.325455838964,0.155732105596,0.068153146435,0.218092187313,0.191270244912,0.22351852152,0.345814345003,0.637868609775,0.598018070447
AOS,0.641902213955,0.295962973417,0.390852784123,0.365131585594,0.295459488675,0.424529537347,0.399560554287,0.224561118262,0.213879744822,0.325455838964,1.0,0.0436531108764,0.129712827014,0.136564394616,0.277394746736,0.195007686915,0.289326218417,0.486619334684,0.383843583908
T,0.344002338809,0.134996851937,-0.0190354176236,0.172629966895,0.0893556608108,0.115189278804,0.147585152009,0.0550116286265,0.164436748052,0.155732105596,0.0436531108764,1.0,0.213282197024,0.2629348494,0.10205941807,0.28179737554,0.0740393272789,0.0516464338727,0.128322235444
BP,0.326749266896,0.269840505905,0.0190389399035,0.242191592806,0.103029004019,0.0970534855544,0.0648879939157,0.0834261036177,0.195255527957,0.068153146435,0.129712827014,0.213282197024,1.0,0.178152004591,0.157587991585,0.270682439288,-0.00286039153725,0.119547621177,0.0260215052148
MRK,0.342554930623,-0.0199349212557,0.119382909291,0.206363752842,0.180649239967,0.141462585285,0.100244524366,0.105081734275,0.194710947522,0.218092187313,0.136564394616,0.2629348494,0.178152004591,1.0,0.395347132322,0.147381134428,0.281691019013,0.114516634811,0.0508674319749
JNJ,0.393562710698,0.1616136052,0.238651229276,0.148494271607,0.186262639243,0.237986387674,0.232505277568,0.0662936204286,0.0805536918921,0.191270244912,0.277394746736,0.10205941807,0.157587991585,0.395347132322,1.0,0.15936288704,0.356012419645,0.248707998886,0.172023342988
EVR,0.551949514402,0.38904523951,0.116212418119,0.17105934548,0.383478688926,0.155744825411,0.178733452268,0.10782000875,0.361660723875,0.22351852152,0.195007686915,0.28179737554,0.270682439288,0.147381134428,0.15936288704,1.0,0.237726301209,0.222595630764,0.296805286083
CELG,0.505424996167,0.19663502691,0.407917824501,0.230931087233,0.412828958895,0.189624086535,0.243778537965,0.185199776312,0.256115745656,0.345814345003,0.289326218417,0.0740393272789,-0.00286039153725,0.281691019013,0.356012419645,0.237726301209,1.0,0.396969600171,0.385100334604
MSFT,0.677579731228,0.172640149403,0.667909217987,0.444807079137,0.266160446218,0.300510795212,0.331587113472,0.375263089699,0.351738712825,0.637868609775,0.486619334684,0.0516464338727,0.119547621177,0.114516634811,0.248707998886,0.222595630764,0.396969600171,1.0,0.604342595641
LRCX,0.570309380826,0.140429859835,0.573701730695,0.356091855561,0.360532403882,0.211918833578,0.261811034165,0.342644477329,0.323857986982,0.598018070447,0.383843583908,0.128322235444,0.0260215052148,0.0508674319749,0.172023342988,0.296805286083,0.385100334604,0.604342595641,1.0
