,SPY,HSBC,GOOGL,INTC,LPX,RTN,LMT,MASI,THO,FB,AOS,T,BP,MRK,JNJ,EVR,CELG,MSFT,LRCX
SPY,2.26430580496e-05,2.08892467098e-05,2.76479852947e-05,2.21135728367e-05,2.95317134994e-05,1.55033146553e-05,1.53090214771e-05,3.50572096383e-05,3.78954869354e-05,2.91364472437e-05,2.90611580011e-05,1.58384270217e-05,1.42473728125e-05,1.16436927792e-05,1.29330046739e-05,3.83301606217e-05,2.87723169746e-05,2.77286130712e-05,4.51249023501e-05
HSBC,2.08892467098e-05,8.47819080094e-05,8.4320974612e-06,1.09099007197e-05,2.76210146327e-05,5.40595031542e-06,6.89639300598e-06,-9.50600844934e-06,4.11843677241e-05,1.23299588268e-05,2.60339948031e-05,1.49696719955e-05,2.1479381342e-05,-4.1874918629e-07,1.07072070577e-05,5.50602848529e-05,2.26400670494e-05,1.61876042166e-05,2.63281970142e-05
GOOGL,2.76479852947e-05,8.4320974612e-06,9.81969128292e-05,2.63614440822e-05,2.56951846925e-05,2.34410396542e-05,1.93663709339e-05,6.38535891911e-05,2.46417986328e-05,7.15951551356e-05,3.70159459552e-05,-3.14082303088e-07,2.82768195352e-06,8.49425985921e-06,1.62793399505e-05,1.65522793196e-05,4.82281923005e-05,5.67059841318e-05,9.39689520204e-05
INTC,2.21135728367e-05,1.09099007197e-05,2.63614440822e-05,8.12946732784e-05,1.88797051783e-05,2.43685724487e-05,2.18992287463e-05,5.17956086412e-05,2.5550453597e-05,3.95184913496e-05,3.07499509437e-05,1.74864144666e-05,2.1369312345e-05,1.33498978881e-05,9.16123161372e-06,2.20806765322e-05,2.48282742982e-05,3.50226845056e-05,5.44464804256e-05
LPX,2.95317134994e-05,2.76210146327e-05,2.56951846925e-05,1.88797051783e-05,0.00018608270361,8.86131257129e-06,1.22352862573e-05,3.97682027555e-05,7.30868497792e-05,3.2576277254e-05,3.82718548079e-05,1.0332185618e-05,1.21605870643e-05,1.73646756172e-05,1.78983108353e-05,7.69710541557e-05,6.74814567674e-05,3.11766865121e-05,8.18081536204e-05
RTN,1.55033146553e-05,5.40595031542e-06,2.34410396542e-05,2.43685724487e-05,8.86131257129e-06,5.61195366753e-05,3.8866096524e-05,2.57582020148e-05,3.54455433484e-06,1.96326831989e-05,2.96666001211e-05,8.98884230945e-06,4.82770131661e-06,7.59840547545e-06,1.26123742091e-05,1.71694961222e-05,1.73532480786e-05,1.99540925667e-05,2.7135180707e-05
LMT,1.53090214771e-05,6.89639300598e-06,1.93663709339e-05,2.18992287463e-05,1.22352862573e-05,3.8866096524e-05,4.78185752424e-05,2.78929470175e-05,3.08882267832e-06,1.55690745186e-05,2.52952829266e-05,1.00689066621e-05,3.56388800781e-06,4.46452483046e-06,1.12203700127e-05,1.89358577147e-05,1.98826299296e-05,1.91079953808e-05,2.85889298931e-05
MASI,3.50572096383e-05,-9.50600844934e-06,6.38535891911e-05,5.17956086412e-05,3.97682027555e-05,2.57582020148e-05,2.78929470175e-05,0.000392464402008,6.48832302671e-05,7.94144672651e-05,4.22203163068e-05,1.29327166288e-05,1.75725441784e-05,1.36471644337e-05,9.43892763762e-06,3.20115539577e-05,4.39109499828e-05,6.40934650066e-05,0.000112520975222
THO,3.78954869354e-05,4.11843677241e-05,2.46417986328e-05,2.5550453597e-05,7.30868497792e-05,3.54455433484e-06,3.08882267832e-06,6.48832302671e-05,0.000343008876752,4.14854210441e-05,3.7838034501e-05,2.94910523568e-05,3.20948590815e-05,2.5853733555e-05,1.09680863688e-05,9.73977292657e-05,5.58027967966e-05,5.57666431857e-05,9.91092516228e-05
FB,2.91364472437e-05,1.23299588268e-05,7.15951551356e-05,3.95184913496e-05,3.2576277254e-05,1.96326831989e-05,1.55690745186e-05,7.94144672651e-05,4.14854210441e-05,9.56427294137e-05,2.97744593918e-05,1.61210615858e-05,6.80011012481e-06,1.51918820874e-05,1.3086254063e-05,3.16601384554e-05,4.0350943633e-05,5.37637874004e-05,9.69290680513e-05
