Date,AAL,AAPL,AMZN,BAC,CSCO,KO,MSFT,PCLN,PEP
2017-07-31,50.439999,148.729996,987.780029,24.120001,31.450001,45.84,72.699997,2028.5,116.610001
2017-08-01,51.060001,150.050003,996.190002,24.450001,31.65,45.700001,72.580002,2024.589966,115.919998
2017-08-02,50.450001,157.139999,995.890015,24.59,31.52,45.59,72.260002,2021.369995,115.610001
2017-08-03,50.549999,155.570007,986.919983,24.370001,31.559999,45.669998,72.150002,2027.97998,116.300003
2017-08-04,50.799999,156.389999,987.580017,24.969999,31.799999,45.5,72.68,2032.77002,116.370003
2017-08-07,50.580002,158.809998,992.27002,24.959999,31.84,45.639999,72.400002,2042.640015,116.959999
2017-08-08,50.0,160.080002,989.840027,24.9,31.67,45.599998,72.790001,2049.0,116.709999
2017-08-09,49.400002,161.059998,982.01001,24.74,31.620001,45.59,72.470001,1906.800049,116.629997
2017-08-10,48.549999,155.320007,956.919983,24.120001,31.0,45.740002,71.410004,1849.619995,116.379997
2017-08-11,48.349998,157.479996,967.98999,23.860001,31.469999,45.59,72.5,1854.170044,116.510002
2017-08-14,48.810001,159.850006,983.299988,24.42,31.84,45.799999,73.589996,1873.949951,117.839996
2017-08-15,48.52,161.600006,982.73999,24.469999,32.09,46.189999,73.220001,1860.839966,118.970001
2017-08-16,48.41,160.949997,978.179993,24.190001,32.34,46.200001,73.650002,1855.719971,119.099998
2017-08-17,46.029999,157.860001,960.570007,23.639999,31.040001,45.860001,72.400002,1812.969971,118.389999
2017-08-18,45.549999,157.5,958.469971,23.620001,30.370001,45.669998,72.489998,1810.0,117.599998
2017-08-21,45.709999,157.210007,953.289978,23.379999,30.68,45.68,72.150002,1801.540039,118.260002
2017-08-22,45.41,159.779999,966.900024,23.83,31.27,45.599998,73.160004,1818.199951,117.919998
2017-08-23,43.970001,159.979996,958.0,23.76,30.92,45.540001,72.720001,1813.02002,117.290001
2017-08-24,42.919998,159.270004,952.450012,23.84,31.24,45.41,72.690002,1815.51001,116.220001
2017-08-25,45.25,159.860001,945.26001,23.77,31.440001,45.57,72.82,1793.47998,115.849998
2017-08-28,44.950001,161.470001,946.02002,23.719999,31.540001,45.419998,72.830002,1789.910034,115.540001
2017-08-29,44.560001,162.910004,954.059998,23.58,31.48,45.450001,73.050003,1807.060059,115.839996
2017-08-30,44.32,163.350006,967.590027,23.870001,31.99,45.389999,74.010002,1813.0,115.150002
2017-08-31,44.740002,164.0,980.599976,23.889999,32.209999,45.549999,74.769997,1852.079956,115.730003
2017-09-01,45.310001,164.050003,978.25,24.09,32.299999,45.779999,73.940002,1850.819946,115.839996
2017-09-05,43.919998,162.080002,965.27002,23.309999,31.620001,45.919998,73.610001,1842.890015,115.870003
2017-09-06,44.310001,161.910004,967.799988,23.41,31.870001,45.959999,73.400002,1842.449951,116.349998
2017-09-07,43.84,161.259995,979.469971,22.969999,31.76,46.279999,74.339996,1845.369995,116.989998
2017-09-08,43.599998,158.630005,965.900024,22.889999,31.48,46.299999,73.980003,1838.569946,115.040001
2017-09-11,45.860001,161.5,977.960022,23.360001,32.189999,46.52,74.760002,1868.859985,115.690002
2017-09-12,46.290001,160.860001,982.580017,23.950001,32.41,46.720001,74.68,1868.640015,115.0
2017-09-13,47.0,159.649994,999.599976,24.33,32.18,46.869999,75.209999,1871.170044,114.449997
2017-09-14,46.189999,158.279999,992.210022,24.24,32.189999,46.110001,74.769997,1845.290039,114.190002
2017-09-15,46.0,159.880005,986.789978,24.379999,32.439999,46.18,75.309998,1843.199951,114.849998
2017-09-18,45.310001,158.669998,974.190002,24.700001,32.52,46.110001,75.160004,1854.180054,114.989998
2017-09-19,44.380001,158.729996,969.859985,24.860001,32.490002,45.98,75.440002,1859.780029,114.489998
2017-09-20,45.419998,156.070007,973.210022,25.059999,32.599998,45.779999,74.940002,1866.209961,113.580002
2017-09-21,46.290001,153.389999,964.650024,25.16,32.700001,45.400002,74.209999,1866.349976,112.800003
2017-09-22,47.060001,151.889999,955.099976,25.02,33.369999,45.490002,74.410004,1862.130005,111.849998
2017-09-25,47.700001,150.550003,939.789978,24.76,33.720001,45.689999,73.260002,1829.550049,111.940002
2017-09-26,47.580002,153.139999,938.599976,24.809999,33.759998,45.57,73.260002,1825.920044,111.809998
2017-09-27,46.849998,154.229996,950.869995,25.41,33.48,44.639999,73.849998,1818.98999,111.099998
2017-09-28,47.490002,153.279999,956.400024,25.450001,33.349998,44.91,73.870003,1811.689941,111.639999
2017-09-29,47.490002,154.119995,961.349976,25.34,33.630001,45.009998,74.489998,1830.819946,111.43
2017-10-02,47.73,153.809998,959.190002,25.620001,33.75,44.799999,74.610001,1857.469971,109.120003
2017-10-03,50.509998,154.479996,957.099976,25.860001,33.849998,45.189999,74.260002,1867.650024,109.129997
2017-10-04,50.73,153.479996,965.450012,25.709999,33.439999,45.5,74.690002,1888.699951,109.339996
2017-10-05,50.560001,155.389999,980.849976,26.129999,33.59,45.52,75.970001,1909.609985,110.449997
2017-10-06,51.299999,155.300003,989.580017,26.209999,33.75,45.490002,76.0,1918.0,110.400002
2017-10-09,50.599998,155.839996,990.98999,25.85,33.759998,45.41,76.290001,1926.930054,110.010002
2017-10-10,53.029999,155.899994,987.200012,25.93,33.549999,45.869999,76.290001,1916.650024,110.779999
2017-10-11,52.830002,156.550003,995.0,25.83,33.59,46.099998,76.419998,1920.199951,111.510002
2017-10-12,52.650002,156.0,1000.929993,25.450001,33.259998,46.110001,77.120003,1918.949951,112.449997
