Date,ALGN,CELG,FB,MRK,MSFT,THO
2017-02-28,102.760002,123.510002,135.53999299999998,63.35683100000001,62.667641,109.16413899999999
2017-03-01,103.83000200000001,123.699997,137.419998,63.683853000000006,63.60795600000001,111.853348
2017-03-02,104.120003,122.239998,136.759995,63.558826,62.697025,112.02081299999999
2017-03-03,104.040001,123.660004,137.169998,64.039749,62.932102,112.237518
2017-03-06,102.739998,123.519997,137.419998,63.933941000000004,62.951687,113.69540400000001
2017-03-07,103.150002,122.08000200000001,137.300003,63.443401,63.079029000000006,102.455894
2017-03-08,103.720001,123.040001,137.720001,63.289508999999995,63.656925,99.934143
2017-03-09,105.360001,125.129997,138.240005,63.376076,63.40225600000001,97.757172
2017-03-10,105.32,124.0,138.78999299999998,63.097145,63.598147999999995,98.072388
2017-03-13,107.989998,124.43,139.600006,62.147728,63.382668,95.855995
2017-03-14,107.480003,124.68,139.320007,62.196167,63.088825,95.255112
2017-03-15,110.309998,126.879997,139.720001,62.680553,63.421848,97.185829
2017-03-16,110.470001,126.620003,139.990005,62.176792000000006,63.314106,97.40255
2017-03-17,111.849998,125.769997,139.83999599999999,61.905529,63.539387,96.772102
2017-03-20,113.230003,126.510002,139.940002,62.108973999999996,63.598147999999995,96.151527
2017-03-21,111.059998,123.82,138.509995,61.915218,62.892920999999994,92.85157
2017-03-22,111.989998,123.370003,139.58999599999999,61.518013,63.696102,96.387947
2017-03-23,112.550003,123.220001,139.529999,61.304878,63.539387,95.984062
2017-03-24,113.870003,123.379997,140.33999599999999,61.208,63.647133,96.02346800000001
2017-03-27,114.019997,124.860001,140.320007,61.217690000000005,63.76466,95.885551
2017-03-28,113.900002,124.43,141.759995,61.363009999999996,63.950768000000004,97.585617
2017-03-29,114.230003,124.089996,142.649994,61.653641,64.127075,96.033821
2017-03-30,113.959999,124.339996,142.41000400000001,61.469578000000006,64.36216,95.668114
2017-03-31,114.709999,124.43,142.050003,61.556763000000004,64.50907099999999,95.015762
2017-04-03,116.360001,124.050003,142.279999,61.488953,64.205444,93.39475999999999
2017-04-04,115.610001,124.769997,141.729996,61.682708999999996,64.381752,91.38829
2017-04-05,114.800003,124.18,141.850006,61.585831000000006,64.215233,89.737656
2017-04-06,115.190002,124.300003,141.169998,61.26612900000001,64.381752,90.607452
2017-04-07,114.739998,125.58000200000001,140.779999,61.159565,64.332771,90.72605899999999
2017-04-10,114.730003,125.91999799999999,141.03999299999998,60.597664,64.18584399999999,90.310936
2017-04-11,114.949997,125.059998,139.919998,60.626732,64.136871,90.874321
2017-04-12,114.110001,125.150002,139.580002,61.082062,63.892002000000005,88.413177
2017-04-13,113.730003,124.449997,139.389999,60.655792000000005,63.617741,88.373657
2017-04-17,115.18,125.07,141.419998,60.839863,64.136871,89.53009
2017-04-18,116.32,123.010002,140.96000700000002,60.326405,64.048721,89.708
2017-04-19,117.550003,122.91999799999999,142.270004,60.68486,63.705902,90.053947
2017-04-20,118.870003,123.269997,143.800003,60.597664,64.156464,91.249916
2017-04-21,118.440002,122.260002,143.679993,59.958267000000006,65.038002,90.735947
2017-04-24,120.339996,123.150002,145.470001,60.200466000000006,66.144821,93.72094
2017-04-25,118.779999,125.519997,146.490005,60.355465,66.526825,95.440765
2017-04-26,119.739998,125.199997,146.559998,60.742985,66.43866700000001,96.21172299999999
2017-04-27,120.089996,123.970001,147.699997,60.626732,66.869644,96.379761
2017-04-28,134.619995,124.050003,150.25,60.384533,67.05574,95.065178
2017-05-01,133.679993,124.059998,152.46000700000002,60.432972,67.98625899999999,95.144257
2017-05-02,134.119995,123.82,152.779999,60.742985,67.878517,93.226738
2017-05-03,131.970001,123.43,151.800003,61.643958999999995,67.663033,92.989525
2017-05-04,141.889999,124.459999,150.850006,61.401764,67.39856,91.842972
2017-05-05,138.029999,122.410004,150.240005,61.973347,67.584671,92.070297
2017-05-08,137.0,118.360001,151.059998,62.0121,67.525909,90.72605899999999
2017-05-09,138.169998,120.099998,150.479996,61.314564000000004,67.623848,90.864441
2017-05-10,137.009995,119.68,150.28999299999998,61.944275,67.888313,93.276154
2017-05-11,137.46000700000002,119.519997,150.03999299999998,62.418991000000005,67.05574,93.444191
2017-05-12,138.669998,119.32,150.330002,61.585831000000006,66.977386,92.90055799999999
2017-05-15,138.46000700000002,119.040001,150.190002,61.527702000000005,67.02636,93.908737
2017-05-16,138.610001,119.360001,149.779999,61.798962,68.375961,95.20356
2017-05-17,136.080002,117.099998,144.850006,61.033623,66.47470899999999,91.072006
2017-05-18,137.690002,117.400002,147.66000400000001,61.89584,66.70127099999999,92.831375
2017-05-19,138.429993,116.93,148.059998,61.789276,66.68158000000001,92.208679
2017-05-22,138.100006,115.709999,148.240005,62.041160999999995,67.43024399999999,92.613922
2017-05-23,138.220001,117.309998,148.070007,62.53524,67.65683,91.437729
2017-05-24,138.649994,117.75,150.03999299999998,62.903385,67.745483,91.981346
2017-05-25,141.389999,116.739998,151.96000700000002,63.009953,68.582832,90.913864
2017-05-26,142.100006,116.779999,152.130005,62.893688,68.917755,90.34058399999999
2017-05-30,143.330002,115.129997,152.380005,62.854942,69.36106099999999,89.74754300000001
2017-05-31,145.199997,114.410004,151.46000700000002,63.077766000000004,68.799545,89.48066700000001
2017-06-01,145.91000400000001,116.410004,151.529999,63.223082999999995,69.055672,91.437729
2017-06-02,149.699997,118.730003,153.610001,63.426525,70.69094799999999,92.55461899999999
2017-06-05,148.830002,118.099998,153.630005,63.039009,71.203201,93.592453
2017-06-06,148.619995,116.879997,152.809998,62.651493,71.439613,103.051521
2017-06-07,149.130005,117.57,153.119995,62.060534999999994,71.311562,100.84736600000001
2017-06-08,151.820007,117.059998,154.71000700000002,61.227379000000006,70.878113,101.83577
2017-06-09,148.850006,118.190002,149.600006,62.380238,69.27239200000001,101.163651
2017-06-12,143.41000400000001,119.349998,148.440002,62.380238,68.74044,102.636391
2017-06-13,144.380005,119.620003,150.679993,61.745895,69.597481,104.70217099999999
2017-06-14,144.300003,121.040001,150.25,61.843483,69.223137,104.573685
2017-06-15,144.020004,120.610001,149.800003,61.66781999999999,68.85865,104.366104
2017-06-16,145.259995,122.360001,150.639999,61.453120999999996,68.957161,103.911438
2017-06-19,149.699997,125.160004,152.869995,62.146015000000006,69.814201,105.295212
2017-06-20,146.990005,126.220001,152.25,62.97554,68.868507,104.207954
2017-06-21,149.419998,132.830002,153.91000400000001,63.883141,69.223137,106.121582
2017-06-22,149.690002,133.679993,153.399994,64.429642,69.213295,106.23063700000002
2017-06-23,153.5,134.309998,155.070007,64.566277,70.149139,107.023857
2017-06-26,151.669998,133.850006,153.58999599999999,64.332054,69.479271,107.87655600000001
2017-06-27,149.33999599999999,130.850006,150.580002,63.961211999999996,68.17893199999999,106.41902900000001
2017-06-28,152.240005,134.229996,153.240005,63.590366,68.760147,107.66833500000001
2017-06-29,148.619995,131.699997,151.03999299999998,62.790112,67.469666,104.614487
2017-06-30,150.119995,129.869995,150.979996,62.546131,67.90310699999999,103.632874
2017-07-03,149.029999,130.179993,148.429993,62.721802000000004,67.154427,105.764633
2017-07-05,151.940002,133.199997,150.33999599999999,62.614456000000004,68.050873,103.989822
2017-07-06,149.740005,131.949997,148.820007,61.579987,67.54847,102.254677
2017-07-07,151.949997,132.559998,151.440002,61.638542,68.425217,102.274513
2017-07-10,151.580002,131.929993,153.5,61.31649399999999,68.937469,102.096039
2017-07-11,151.58999599999999,132.25,155.270004,60.838291000000005,68.947311,101.778755
2017-07-12,152.509995,133.559998,158.899994,61.26769300000001,70.090034,102.443062
2017-07-13,152.190002,134.470001,159.259995,61.375046,70.70079,103.028061
2017-07-14,154.300003,134.570007,159.970001,61.540955000000004,71.695755,104.545074
2017-07-17,156.21000700000002,134.869995,159.729996,61.101791000000006,72.25725600000001,103.989822
2017-07-18,156.020004,134.270004,162.860001,60.906608999999996,72.208,103.097473
2017-07-19,159.279999,135.0,164.139999,61.111549,72.759651,103.900589
2017-07-20,160.169998,136.309998,164.529999,61.423843000000005,73.114296,104.326942
2017-07-21,158.869995,137.740005,164.429993,61.121306999999995,72.690704,103.305687
